Input Name	PubChem Name	CID	Molecular Formula	Molecular Weight	SMILES_code	SMILES_connectivity	Status	Notes	Name	Type	ID	Mol_Weight	LogP	sID
adagrasib	2-[(2S)-4-[7-(8-chloronaphthalen-1-yl)-2-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]-6,8-dihydro-5H-pyrido[3,4-d]pyrimidin-4-yl]-1-(2-fluoroprop-2-enoyl)piperazin-2-yl]acetonitrile	138611145.0	C32H35ClFN7O2	604.1	CN1CCC[C@H]1COC2=NC3=C(CCN(C3)C4=CC=CC5=C4C(=CC=C5)Cl)C(=N2)N6CCN([C@H](C6)CC#N)C(=O)C(=C)F	CN1CCCC1COC2=NC3=C(CCN(C3)C4=CC=CC5=C4C(=CC=C5)Cl)C(=N2)N6CCN(C(C6)CC#N)C(=O)C(=C)F	Found in Compounds							
adalimumab	2-[[2-[[4-(2,2-dimethylpropanoyloxy)phenyl]sulfonylamino]benzoyl]amino]acetic acid	107706.0	C20H22N2O7S	434.5	CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NCC(=O)O	CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NCC(=O)O	Found in Subs							
adefovir dipivoxil	[2-(6-aminopurin-9-yl)ethoxymethyl-(2,2-dimethylpropanoyloxymethoxy)phosphoryl]oxymethyl 2,2-dimethylpropanoate	60871.0	C20H32N5O8P	501.5	CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N=CN=C21)N)OCOC(=O)C(C)(C)C	CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N=CN=C21)N)OCOC(=O)C(C)(C)C	Found in Compounds							
Adrenodis	4-[(1R)-1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol	5816.0	C9H13NO3	183.2	CNC[C@@H](C1=CC(=C(C=C1)O)O)O	CNCC(C1=CC(=C(C=C1)O)O)O	Found in Compounds	Auto-corrected from adrenergics						
							Found in Substances (No Structure)		aducanumab	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	174505063
afatinib	(E)-N-[4-(3-chloro-4-fluoroanilino)-7-[(3S)-oxolan-3-yl]oxyquinazolin-6-yl]-4-(dimethylamino)but-2-enamide	10184653.0	C24H25ClFN5O3	485.9	CN(C)C/C=C/C(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)O[C@H]4CCOC4	CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4	Found in Compounds							
aflatoxin b1	(3S,7R)-11-methoxy-6,8,19-trioxapentacyclo[10.7.0.02,9.03,7.013,17]nonadeca-1,4,9,11,13(17)-pentaene-16,18-dione	186907.0	C17H12O6	312.27	COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4[C@@H]5C=CO[C@@H]5OC4=C1	COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1	Found in Compounds							
							Found in Substances (No Structure)		aflibercept	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	134445687
							Found in Substances (No Structure)		afutuzumab	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	135332744
agomelatine	N-[2-(7-methoxynaphthalen-1-yl)ethyl]acetamide	82148.0	C15H17NO2	243.3	CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC	CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC	Found in Compounds							
albendazole	methyl N-(6-propylsulfanyl-1H-benzimidazol-2-yl)carbamate	2082.0	C12H15N3O2S	265.33	CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC	CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC	Found in Compounds							
albiglutide	(4S)-5-[[2-[[(2S,3R)-1-[[(2S)-1-[[(2S,3R)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[2-[[(2S)-5-amino-1-[[(2S)-1-[[(2S)-1-[[(2S)-6-amino-1-[[(2S)-1-[[(2S)-1-[[(2S,3S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-6-amino-1-[[2-[[(1S)-4-carbamimidamido-1-carboxybutyl]amino]-2-oxoethyl]amino]-1-oxohexan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-1-oxohexan-2-yl]amino]-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-2-oxoethyl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxobutan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-hydroxy-1-oxobutan-2-yl]amino]-2-oxoethyl]amino]-4-[[2-[[(2S)-2-amino-3-(1H-imidazol-4-yl)propanoyl]amino]acetyl]amino]-5-oxopentanoic acid	122173812.0	C148H223N39O46	3284.6	CC[C@H](C)[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)N)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CC6=CNC=N6)N	CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC6=CNC=N6)N	Found in Compounds							
aldophosphamide	3-[amino-[bis(2-chloroethyl)amino]phosphoryl]oxypropanal	107744.0	C7H15Cl2N2O3P	277.08	C(COP(=O)(N)N(CCCl)CCCl)C=O	C(COP(=O)(N)N(CCCl)CCCl)C=O	Found in Compounds							
aldosterone	(8S,9S,10R,11S,13R,14S,17S)-11-hydroxy-17-(2-hydroxyacetyl)-10-methyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthrene-13-carbaldehyde	5839.0	C21H28O5	360.4	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C=O)O	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C=O)O	Found in Compounds							
							Found in Substances (No Structure)		aldosterone antagonists	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	134223324
alectinib	9-ethyl-6,6-dimethyl-8-(4-morpholin-4-ylpiperidin-1-yl)-11-oxo-5H-benzo[b]carbazole-3-carbonitrile	49806720.0	C30H34N4O2	482.6	CCC1=CC2=C(C=C1N3CCC(CC3)N4CCOCC4)C(C5=C(C2=O)C6=C(N5)C=C(C=C6)C#N)(C)C	CCC1=CC2=C(C=C1N3CCC(CC3)N4CCOCC4)C(C5=C(C2=O)C6=C(N5)C=C(C=C6)C#N)(C)C	Found in Compounds							
							Found in Substances (No Structure)		alemtuzumab	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	7978474
alendronate	(4-amino-1-hydroxy-1-phosphonobutyl)phosphonic acid	2088.0	C4H13NO7P2	249.1	C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN	C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN	Found in Compounds							
alfentanil	N-[1-[2-(4-ethyl-5-oxotetrazol-1-yl)ethyl]-4-(methoxymethyl)piperidin-4-yl]-N-phenylpropanamide	51263.0	C21H32N6O3	416.5	CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC	CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC	Found in Compounds							
							Found in Substances (No Structure)		alglucosidase alfa	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	46504595
alirocumab		88214187.0	C3H9Na2O6P	218.05	C(C(COP(=O)(O)O)O)O.[Na].[Na]	C(C(COP(=O)(O)O)O)O.[Na].[Na]	Found in Subs							
aliskiren	(2S,4S,5S,7S)-5-amino-N-(3-amino-2,2-dimethyl-3-oxopropyl)-4-hydroxy-7-[[4-methoxy-3-(3-methoxypropoxy)phenyl]methyl]-8-methyl-2-propan-2-ylnonanamide	5493444.0	C30H53N3O6	551.8	CC(C)[C@@H](CC1=CC(=C(C=C1)OC)OCCCOC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N	CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N	Found in Compounds							
							Found in Substances (No Structure)		alkylating agents	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	53789423
allopurinol	1,5-dihydropyrazolo[5,4-d]pyrimidin-4-one	135401907.0	C5H4N4O	136.11	C1=NNC2=C1C(=O)NC=N2	C1=NNC2=C1C(=O)NC=N2	Found in Compounds							
alogliptin	2-[[6-[(3R)-3-aminopiperidin-1-yl]-3-methyl-2,4-dioxopyrimidin-1-yl]methyl]benzonitrile	11450633.0	C18H21N5O2	339.4	CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCC[C@H](C3)N	CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N	Found in Compounds							
alpelisib	(2S)-1-N-[4-methyl-5-[2-(1,1,1-trifluoro-2-methylpropan-2-yl)-4-pyridinyl]-1,3-thiazol-2-yl]pyrrolidine-1,2-dicarboxamide	56649450.0	C19H22F3N5O2S	441.5	CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F	CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F	Found in Compounds							
(alpha)1 adrenoceptor-MO-1	2-[3-[(2S)-4-(3-chlorophenyl)-2-methylpiperazin-1-yl]propyl]-[1,2,4]triazolo[4,3-a]pyridin-3-one	10000191.0	C20H24ClN5O	385.9	C[C@H]1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl	CC1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl	Found in Compounds	Auto-corrected from alpha-adrenoreceptor antagonists						
alpha-hydroxymetoprolol	1-[4-(1-hydroxy-2-methoxyethyl)phenoxy]-3-(propan-2-ylamino)propan-2-ol	114962.0	C15H25NO4	283.36	CC(C)NCC(COC1=CC=C(C=C1)C(COC)O)O	CC(C)NCC(COC1=CC=C(C=C1)C(COC)O)O	Found in Compounds							
alpha-msh	(4S)-4-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-acetamido-3-hydroxypropanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-3-hydroxypropanoyl]amino]-4-methylsulfanylbutanoyl]amino]-5-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[2-[[(2S)-6-amino-1-[(2S)-2-[[(2S)-1-amino-3-methyl-1-oxobutan-2-yl]carbamoyl]pyrrolidin-1-yl]-1-oxohexan-2-yl]amino]-2-oxoethyl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-(1H-imidazol-4-yl)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid	16133793.0	C77H109N21O19S	1664.9	CC(C)[C@@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC2=CNC3=CC=CC=C32)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)[C@H](CC5=CNC=N5)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CO)NC(=O)[C@H](CC6=CC=C(C=C6)O)NC(=O)[C@H](CO)NC(=O)C	CC(C)C(C(=O)N)NC(=O)C1CCCN1C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CC5=CNC=N5)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC6=CC=C(C=C6)O)NC(=O)C(CO)NC(=O)C	Found in Compounds							
alprazolam	8-chloro-1-methyl-6-phenyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine	2118.0	C17H13ClN4	308.8	CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4	CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4	Found in Compounds							
amantadine	adamantan-1-amine	2130.0	C10H17N	151.25	C1C2CC3CC1CC(C2)(C3)N	C1C2CC3CC1CC(C2)(C3)N	Found in Compounds							
ambrisentan	(2S)-2-(4,6-dimethylpyrimidin-2-yl)oxy-3-methoxy-3,3-diphenylpropanoic acid	6918493.0	C22H22N2O4	378.4	CC1=CC(=NC(=N1)O[C@H](C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C	CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C	Found in Compounds							
amifampridine	pyridine-3,4-diamine	5918.0	C5H7N3	109.13	C1=CN=CC(=C1N)N	C1=CN=CC(=C1N)N	Found in Compounds							
amifampridine phosphate	phosphoric acid;pyridine-3,4-diamine	9920716.0	C5H10N3O4P	207.12	C1=CN=CC(=C1N)N.OP(=O)(O)O	C1=CN=CC(=C1N)N.OP(=O)(O)O	Found in Compounds							
amikacin	(2S)-4-amino-N-[(1R,2S,3S,4R,5S)-5-amino-2-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-[(2R,3R,4S,5S,6R)-6-(aminomethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-3-hydroxycyclohexyl]-2-hydroxybutanamide	37768.0	C22H43N5O13	585.6	C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N	C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N	Found in Compounds							
amiloride	3,5-diamino-6-chloro-N-(diaminomethylidene)pyrazine-2-carboxamide	16231.0	C6H8ClN7O	229.63	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	Found in Compounds							
Aminoglycoside 66-40-C	(1S,3R,4R,5S,6R,8S,14S,15R,17S,18S,19R,20S,22R,28R)-6,14,20,28-tetraamino-5,19-bis[[(2R,3R,4R,5R)-3,5-dihydroxy-5-methyl-4-(methylamino)oxan-2-yl]oxy]-2,16,29,30-tetraoxa-9,23-diazapentacyclo[23.3.1.111,15.03,8.017,22]triaconta-9,11,23,25-tetraene-4,18-diol	21596501.0	C38H64N8O14	857.0	C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@H]3[C@H]([C@@H]2O)O[C@@H]4[C@@H](CC=C(O4)C=N[C@@H]5C[C@@H]([C@H]([C@@H]([C@H]5O[C@H]6[C@H](CC=C(O6)C=N3)N)O)O[C@@H]7[C@@H]([C@H]([C@@](CO7)(C)O)NC)O)N)N)N)O	CC1(COC(C(C1NC)O)OC2C(CC3C(C2O)OC4C(CC=C(O4)C=NC5CC(C(C(C5OC6C(CC=C(O6)C=N3)N)O)OC7C(C(C(CO7)(C)O)NC)O)N)N)N)O	Found in Compounds	Auto-corrected from aminoglycoside antibacterials						
amiodarone	(2-butyl-1-benzofuran-3-yl)-[4-[2-(diethylamino)ethoxy]-3,5-diiodophenyl]methanone	2157.0	C25H29I2NO3	645.3	CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I	CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I	Found in Compounds							
amisulpride	4-amino-N-[(1-ethylpyrrolidin-2-yl)methyl]-5-ethylsulfonyl-2-methoxybenzamide	2159.0	C17H27N3O4S	369.5	CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC	CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC	Found in Compounds							
amitriptyline	N,N-dimethyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine	2160.0	C20H23N	277.4	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	Found in Compounds							
							Found in Substances (No Structure)		amivantamab	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	387065587
amlodipine	3-O-ethyl 5-O-methyl 2-(2-aminoethoxymethyl)-4-(2-chlorophenyl)-6-methyl-1,4-dihydropyridine-3,5-dicarboxylate	2162.0	C20H25ClN2O5	408.9	CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN	CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN	Found in Compounds							
							Not Found		amlodipine / atorvastatin / perindopril arginine	Unknown				
amodiaquine	4-[(7-chloroquinolin-4-yl)amino]-2-(diethylaminomethyl)phenol	2165.0	C20H22ClN3O	355.9	CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O	CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O	Found in Compounds							
amoxapine	8-chloro-6-piperazin-1-ylbenzo[b][1,4]benzoxazepine	2170.0	C17H16ClN3O	313.8	C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl	C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl	Found in Compounds							
amoxicillin	(2S,5R,6R)-6-[[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid	33613.0	C16H19N3O5S	365.4	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C	Found in Compounds							
amphetamine	1-phenylpropan-2-amine	3007.0	C9H13N	135.21	CC(CC1=CC=CC=C1)N	CC(CC1=CC=CC=C1)N	Found in Compounds							
ampicillin	(2S,5R,6R)-6-[[(2R)-2-amino-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid	6249.0	C16H19N3O4S	349.4	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C	Found in Compounds							
amprenavir	[(3S)-oxolan-3-yl] N-[(2S,3R)-4-[(4-aminophenyl)sulfonyl-(2-methylpropyl)amino]-3-hydroxy-1-phenylbutan-2-yl]carbamate	65016.0	C25H35N3O6S	505.6	CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N	CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N	Found in Compounds							
anakinra	7-[[2-(2-amino-1,3-thiazol-4-yl)-2-(2,2-dimethylpropanoyloxymethoxyimino)acetyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	139595263.0	C20H23N5O7S2	509.6	CC(C)(C)C(=O)OCON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C=C)C(=O)O	CC(C)(C)C(=O)OCON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C=C)C(=O)O	Found in Subs							
							Found in Substances (No Structure)		analgesics	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	131269065
							Not Found		analgesics and anesthetics	Unknown				
anastrozole	2-[3-(2-cyanopropan-2-yl)-5-(1,2,4-triazol-1-ylmethyl)phenyl]-2-methylpropanenitrile	2187.0	C17H19N5	293.4	CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N	CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N	Found in Compounds							
androstenedione	(8R,9S,10R,13S,14S)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthrene-3,17-dione	6128.0	C19H26O2	286.4	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C	CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4=O)C	Found in Compounds							
angiotensin ii	(3S)-3-amino-4-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S,3S)-1-[[(2S)-1-[(2S)-2-[[(1S)-1-carboxy-2-phenylethyl]carbamoyl]pyrrolidin-1-yl]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]amino]-4-oxobutanoic acid	172198.0	C50H71N13O12	1046.2	CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N	CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=CC=C3)C(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)N	Found in Compounds							
ANGIOTENSIN II	(3S)-3-amino-4-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S,3S)-1-[[(2S)-1-[(2S)-2-[[(1S)-1-carboxy-2-phenylethyl]carbamoyl]pyrrolidin-1-yl]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]amino]-4-oxobutanoic acid	172198.0	C50H71N13O12	1046.2	CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N	CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=CC=C3)C(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)N	Found in Compounds	Auto-corrected from angiotensin ii antagonists						
							Found in Substances (No Structure)		anifrolumab	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	164144448
anlotinib	1-[[4-[(4-fluoro-2-methyl-1H-indol-5-yl)oxy]-6-methoxyquinolin-7-yl]oxymethyl]cyclopropan-1-amine	25017411.0	C23H22FN3O3	407.4	CC1=CC2=C(N1)C=CC(=C2F)OC3=C4C=C(C(=CC4=NC=C3)OCC5(CC5)N)OC	CC1=CC2=C(N1)C=CC(=C2F)OC3=C4C=C(C(=CC4=NC=C3)OCC5(CC5)N)OC	Found in Compounds							
Antazoline Related Compound A	N-(2-aminoethyl)-2-(N-benzylanilino)acetamide	25417119.0	C17H21N3O	283.37	C1=CC=C(C=C1)CN(CC(=O)NCCN)C2=CC=CC=C2	C1=CC=C(C=C1)CN(CC(=O)NCCN)C2=CC=CC=C2	Found in Compounds	Auto-corrected from anthracyclines and related substances						
							Found in Substances (No Structure)		antiandrogens	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	134224909
Antiarrhythmic peptide	2-[[(2S)-2-[[2-[[(2S,4R)-1-[(2S)-1-(2-aminoacetyl)pyrrolidine-2-carbonyl]-4-hydroxypyrrolidine-2-carbonyl]amino]acetyl]amino]propanoyl]amino]acetic acid	5490906.0	C19H30N6O8	470.5	C[C@@H](C(=O)NCC(=O)O)NC(=O)CNC(=O)[C@@H]1C[C@H](CN1C(=O)[C@@H]2CCCN2C(=O)CN)O	CC(C(=O)NCC(=O)O)NC(=O)CNC(=O)C1CC(CN1C(=O)C2CCCN2C(=O)CN)O	Found in Compounds	Auto-corrected from antiarrhythmics						
