Effect_subcat;Entity_Affected
;DISEASE:HELICOBACTER_INFECTIONS
;DISEASE:HELICOBACTER_INFECTIONS
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;DISEASE:HELICOBACTER_INFECTIONS
;
;
;
;
;
;
;
;DISEASE:ULCERATIVE_COLITIS
;
;
;DISEASE:MENTAL_DISORDERS
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;
;
;
;DISEASE:TOBACCO_USE_DISORDER
;DISEASE:INFLAMMATORY_BOWEL_DISEASES
;
;
;OTHER:ALCOHOL_ABUSE, OTHER:ANXIETY_DISORDERS
;
;
;
;DISEASE:PSORIASIS
;
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;
;DISEASE:ULCERATIVE_COLITIS
;
;
;
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
;
;DISEASE:LOW_BACK_PAIN, DISEASE:OSTEOARTHRITIS
;DISEASE:MALARIA
;
;
;
;DISEASE:BREAST_NEOPLASMS
;DISEASE:KIDNEY_TRANSPLANTATION
;
;
;
;
;DISEASE:CORONARY_ARTERY_DISEASE
;DISEASE:COLORECTAL_NEOPLASMS
;DISEASE:PSORIASIS
;DISEASE:HEPATITIS_C_VIRUS_INFECTION
;DISEASE:EPILEPSY
;DISEASE:SCHIZOPHRENIA
;DISEASE:EPILEPSY
;DISEASE:SCHIZOPHRENIA
;DISEASE:ACUTE_CORONARY_SYNDROME
;DISEASE:ACUTE_CORONARY_SYNDROME
;DISEASE:RHEUMATOID_ARTHRITIS
;
;DISEASE:CORONARY_ARTERY_DISEASE
;
;DISEASE:HEPATITIS_C_VIRUS_INFECTION
;DISEASE:NEOPLASMS
;OTHER:KIDNEY_TRANSPLANTATION
;OTHER:NON-HYPERCHOLESTEROLAEMIC_PATIENTS_SCHEDULED_FOR_ANGIOPLASTY
;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:COLORECTAL_NEOPLASMS
;
;
;DISEASE:BREAST_NEOPLASMS
;DISEASE:OPIOID-RELATED_DISORDERS
;DISEASE:LIVER_TRANSPLANTATION
;DISEASE:HEART_FAILURE
;DISEASE:BREAST_NEOPLASMS
;OTHER:GASTROINTESTINAL_STROMAL_TUMORS
;
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:COLORECTAL_NEOPLASMS
;DISEASE:KIDNEY_TRANSPLANTATION
;
;
;
;DISEASE:KIDNEY_TRANSPLANTATION
;OTHER:LUNG_TRANSPLANTATION
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
;DISEASE:BREAST_NEOPLASMS
;DISEASE:BREAST_NEOPLASMS
;DISEASE:BREAST_NEOPLASMS
;
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:BREAST_NEOPLASMS
;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
;DISEASE:COLORECTAL_NEOPLASMS
;DISEASE:URINARY_BLADDER_NEOPLASMS
;
;
;
;DISEASE:LAPAROSCOPIC_SLEEVE_GASTRECTOMY
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;
;
;
;DISEASE:BREAST_NEOPLASMS
;DISEASE:LAPAROSCOPIC_SLEEVE_GASTRECTOMY
;
;DISEASE:HELICOBACTER_INFECTIONS
;
;DISEASE:HELICOBACTER_INFECTIONS
;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
;DISEASE:KIDNEY_TRANSPLANTATION
;OTHER:BREAST_NEOPLASMS
;DISEASE:ACUTE_CORONARY_SYNDROME
;
;DISEASE:HELICOBACTER_INFECTIONS
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:VENOUS_THROMBOEMBOLISM
;DISEASE:KIDNEY_TRANSPLANTATION
;
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:ATRIAL_FIBRILLATION
;
;
;
;
;
;
;DISEASE:HEPATITIS_C_VIRUS_INFECTION
;DISEASE:HEPATITIS_C_VIRUS_INFECTION
;
;
;DISEASE:HEPATITIS_C_VIRUS_INFECTION
;DISEASE:DIABETES_MELLITUS
;OTHER:HIV_INFECTIOUS_DISEASE
;OTHER:BREAST_NEOPLASMS
;
;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
;
;
;DISEASE:SCHIZOPHRENIA
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:COLORECTAL_NEOPLASMS
;
;DISEASE:BREAST_NEOPLASMS
;
;
;DISEASE:COLORECTAL_NEOPLASMS
;DISEASE:ALZHEIMER_DISEASE
;OTHER:TOBACCO_USE_DISORDER
;DISEASE:INFLAMMATORY_BOWEL_DISEASES
;OTHER:BURNS
;
;DISEASE:BREAST_NEOPLASMS
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:KIDNEY_TRANSPLANTATION
;OTHER:CROHN_DISEASE
;
;OTHER:COLORECTAL_NEOPLASMS
;
;
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;
;
;DISEASE:ALZHEIMER_DISEASE
;DISEASE:CHRONIC_B-CELL_LYMPHOCITIC_LEUKEMIA,
;DISEASE:HIV_INFECTIOUS_DISEASE
;
;
;
;
;
;DISEASE:NEOPLASMS
;
;
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:EPILEPSY
;
;DISEASE:EPILEPSY
;DISEASE:GASTROESOPHAGEAL_REFLUX
;DISEASE:KIDNEY_DISORDER
;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
;DISEASE:EPILEPSY
;DISEASE:EPILEPSY
;DISEASE:HIV_INFECTIOUS_DISEASE
;OTHER:HIV_INFECTIOUS_DISEASE
;DISEASE:EPILEPSY
;DISEASE:EPILEPSY
;
;
;
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:EPILEPSY
;
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:EPILEPSY
;DISEASE:HYPERTENSION
;
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:DIABETES_MELLITUS
;DISEASE:COLORECTAL_NEOPLASMS
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:BREAST_NEOPLASMS
;
;DISEASE:BREAST_NEOPLASMS
;DISEASE:HEART_FAILURE
;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
;DISEASE:NEOPLASMS
;DISEASE:HEMATOLOGIC_DISORDER
;
;
;DISEASE:COLORECTAL_NEOPLASMS
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:MALARIA
;
;DISEASE:DEPRESSIVE_DISORDER
;
;
;DISEASE:MALARIA
;
;DISEASE:BREAST_NEOPLASMS
;
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:HELICOBACTER_INFECTIONS
;DISEASE:KIDNEY_TRANSPLANTATION
;
;
;DISEASE:NEOPLASMS, DISEASE:PAIN
;
;DISEASE:HELICOBACTER_INFECTIONS
;
;DISEASE:HELICOBACTER_INFECTIONS
;DISEASE:HELICOBACTER_INFECTIONS
;
;DISEASE:HELICOBACTER_INFECTIONS
;
;
;DISEASE:HELICOBACTER_INFECTIONS
;
;
;
;
;
;
;
;OTHER:GASTROINTESTINAL_STROMAL_TUMORS
;DISEASE:GASTROESOPHAGEAL_REFLUX
;DISEASE:GASTROESOPHAGEAL_REFLUX
;DISEASE:BETA-THALASSEMIA_AND_RELATED_DISEASES
;DISEASE:ATRIAL_FIBRILLATION, DISEASE:ATRIAL_FLUTTER,DISEASE:VENOUS_THROMBOSIS
;
;DISEASE:KIDNEY_TRANSPLANTATION
;
;DISEASE:SCHIZOPHRENIA
;OTHER:HEROIN_DEPENDENCE
;
;
;OTHER:ULCERATIVE_COLITIS, OTHER:CROHN_DISEASE
;DISEASE:KIDNEY_TRANSPLANTATION
;
;DISEASE:MOOD_DISORDER
;DISEASE:AUTOIMMUNE_DISEASES
;OTHER:BETA-THALASSEMIA_AND_RELATED_DISEASES
;DISEASE:HELICOBACTER_INFECTIONS
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;OTHER:HYPERTENSION
;DISEASE:ANKYLOSING_SPONDYLITIS
;
;
;
;
;DISEASE:COLORECTAL_NEOPLASMS
;
;
;DISEASE:ACUTE_CORONARY_SYNDROME
;OTHER:ELDERLY_ADULT
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;OTHER:ELDERLY_ADULT
;
;OTHER:ELDERLY_ADULT
;DISEASE:EPILEPSY
;
;
;
;
;
;DISEASE:B-CELL_LYMPHOMA
;OTHER:POSTTRAUMATIC_STRESS_DISORDER
;
;OTHER:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:COLORECTAL_NEOPLASMS
;DISEASE:FUNGAL_INFECTIOUS_DISEASE
;DISEASE:MYOCARDIAL_INFARCTION
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:KIDNEY_TRANSPLANTATION
;
;
;
;DISEASE:ALZHEIMER_DISEASE
;DISEASE:KIDNEY_TRANSPLANTATION
;
;
;DISEASE:DEPRESSIVE_DISORDER
;
;OTHER:KIDNEY_TRANSPLANTATION
;
;OTHER:TOBACCO_USE_DISORDER
;
;
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;OTHER:ULCERATIVE_COLITIS, OTHER:CROHN_DISEASE
;
;DISEASE:CHRONIC_MYELOGENOUS_LEUKEMIA_BCR-ABL1_POSITIVE
;
;
;DISEASE:OPIOID-RELATED_DISORDERS
;OTHER:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:RHEUMATOID_ARTHRITIS, DISEASE:SYSTEMIC_LUPUS_ERYTHEMATOSUS
;DISEASE:NEOPLASM_OF_ESOPHAGUS, DISEASE:STOMACH_NEOPLASMS
;OTHER:HYPERTENSION
;DISEASE:OVARIAN_NEOPLASMS
;DISEASE:HODGKIN_DISEASE
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;OTHER:HYPERTENSION
;DISEASE:KIDNEY_TRANSPLANTATION
;
;OTHER:MAJOR_DEPRESSIVE_DISORDER
;
;
;
;
;DISEASE:HIV_INFECTIOUS_DISEASE
;
;
;
;
;
;DISEASE:RHEUMATIC_HEART_DISEASE
;DISEASE:SCHIZOAFFECTIVE_DISORDER, DISEASE:SCHIZOPHRENIA
;DISEASE:BREAST_NEOPLASMS
;DISEASE:BREAST_NEOPLASMS
;
;OTHER:RECTAL_NEOPLASMS
;DISEASE:FUNGAL_INFECTIOUS_DISEASE
;DISEASE:ANKYLOSING_SPONDYLITIS
;
;
;DISEASE:CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE
;OTHER:MAJOR_DEPRESSIVE_DISORDER
;
;DISEASE:RHEUMATOID_ARTHRITIS
;
;DISEASE:PARKINSON_DISEASE
;DISEASE:ATTENTION_DEFICIT_DISORDER_WITH_HYPERACTIVITY
;DISEASE:HEART_DISEASES
;DISEASE:PARKINSON_DISEASE
;DISEASE:HEAD_AND_NECK_NEOPLASMS
;DISEASE:ATTENTION_DEFICIT_DISORDER_WITH_HYPERACTIVITY
;OTHER:MAJOR_DEPRESSIVE_DISORDER
;
;DISEASE:HEART_DISEASES
;DISEASE:HEART_DISEASES
;DISEASE:MULTIPLE_SCLEROSIS
;
;
;
;
;
;DISEASE:LUNG_TRANSPLANTATION
;
;
;DISEASE:DIABETES_MELLITUS_T2
;DISEASE:ESOPHAGITIS, DISEASE:GASTROESOPHAGEAL_REFLUX
;
;DISEASE:DIABETES_MELLITUS_T2
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:ERYTHEMA_NODOSUM, DISEASE:LEPROSY
;DISEASE:ANGINA_PECTORIS
;DISEASE:HIV_INFECTIOUS_DISEASE
;OTHER:ATRIAL_FIBRILLATION, OTHER:PULMONARY_EMBOLISM,OTHER:VENOUS_THROMBOSIS
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:FUNGAL_INFECTIOUS_DISEASE
;
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:TOBACCO_USE_DISORDER
;DISEASE:FUNGAL_INFECTIOUS_DISEASE
;
;DISEASE:FUNGAL_INFECTIOUS_DISEASE
;
;DISEASE:CHRONIC_MYELOGENOUS_LEUKEMIA_BCR-ABL1_POSITIVE
;DISEASE:HELICOBACTER_INFECTIONS
;DISEASE:GASTROESOPHAGEAL_REFLUX
;DISEASE:BREAST_NEOPLASMS
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:GASTROESOPHAGEAL_REFLUX
;
;DISEASE:GASTROESOPHAGEAL_REFLUX
;DISEASE:PAIN
;DISEASE:FUNGAL_INFECTIOUS_DISEASE
;DISEASE:FUNGAL_INFECTIOUS_DISEASE
;DISEASE:CHRONIC_MYELOGENOUS_LEUKEMIA_BCR-ABL1_POSITIVE
;DISEASE:FUNGAL_INFECTIOUS_DISEASE
;
;
;
;DISEASE:BREAST_NEOPLASMS
;
;
;
;
;
;DISEASE:PANCREATIC_NEOPLASMS
;
;
;DISEASE:TOBACCO_USE_DISORDER
;DISEASE:CYSTIC_FIBROSIS
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;DISEASE:TOBACCO_USE_DISORDER
;DISEASE:CYSTIC_FIBROSIS
;DISEASE:ATRIAL_FIBRILLATION
;DISEASE:ATRIAL_FIBRILLATION
;
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:ATTENTION_DEFICIT_DISORDER_WITH_HYPERACTIVITY
;
;
;DISEASE:NEOPLASMS
;OTHER:THROMBOEMBOLISM
;DISEASE:HIV_INFECTIOUS_DISEASE
;OTHER:CHRONIC_MYELOGENOUS_LEUKEMIA_BCR-ABL1_POSITIVE
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;OTHER:CHRONIC_MYELOGENOUS_LEUKEMIA_BCR-ABL1_POSITIVE
;DISEASE:LIVER_TRANSPLANTATION
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;OTHER:CHRONIC_MYELOGENOUS_LEUKEMIA_BCR-ABL1_POSITIVE
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;
;OTHER:HEROIN_DEPENDENCE
;DISEASE:SCHIZOPHRENIA
;OTHER:CHRONIC_MYELOGENOUS_LEUKEMIA_BCR-ABL1_POSITIVE
;DISEASE:HIV_INFECTIOUS_DISEASE
;OTHER:KIDNEY_TRANSPLANTATION
;DISEASE:RHEUMATOID_ARTHRITIS
;
;OTHER:KIDNEY_TRANSPLANTATION
;
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:TACHYCARDIA
;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
;OTHER:NEUROMYELITIS_OPTICA
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:ALCOHOL_ABUSE
;
;DISEASE:CARDIAC_RHYTHM_DISEASE
;DISEASE:KIDNEY_TRANSPLANTATION
;OTHER:BIPOLAR_DISORDER
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:ADRENAL_HYPERPLASIA, CONGENITAL
;
;DISEASE:NEOPLASMS
;DISEASE:HIV_INFECTIOUS_DISEASE
;OTHER:MECHANICAL_HEART_VALVE_REPLACEMENT
;
;
;
;
;
;DISEASE:HYPERLIPIDEMIAS
;
;
;DISEASE:MULTIPLE_SCLEROSIS
;
;DISEASE:CARDIOVASCULAR_DISEASE
;DISEASE:CARDIOVASCULAR_DISEASE
;DISEASE:ANGINA_PECTORIS
;
;
;DISEASE:HYPERLIPIDEMIAS
;
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;DISEASE:DEPRESSION
;
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;
;
;DISEASE:INFLAMMATORY_BOWEL_DISEASES
;DISEASE:EPILEPSY
;
;
;OTHER:A_STABLE_INTERNATIONAL_NORMALIZED_RATIO_OF_BETWEEN_TWO_AND_THREE
;OTHER:A_STABLE_INTERNATIONAL_NORMALIZED_RATIO_OF_BETWEEN_TWO_AND_THREE
;DISEASE:CORONARY_ARTERY_DISEASE
;OTHER:A_STABLE_INTERNATIONAL_NORMALIZED_RATIO_OF_BETWEEN_TWO_AND_THREE
;OTHER:A_STABLE_INTERNATIONAL_NORMALIZED_RATIO_OF_BETWEEN_TWO_AND_THREE
;DISEASE:BREAST_NEOPLASMS
;
;DISEASE:THROMBOEMBOLISM
;OTHER:RHEUMATOID_ARTHRITIS
;
;
;DISEASE:HYPERLIPIDEMIAS
;DISEASE:CARDIOVASCULAR_DISEASE
;
;DISEASE:DEPRESSION
;
;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
;DISEASE:CARDIOVASCULAR_DISEASE
;DISEASE:CARDIOVASCULAR_DISEASE
;
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;OTHER:HUMAN_LIVER_MICROSOMES
;
;DISEASE:TUBERCULOSIS
;DISEASE:TUBERCULOSIS
;
;
;
;
;
;
;
;
;DISEASE:KIDNEY_DISORDER
;
;DISEASE:NEOPLASMS
;
;DISEASE:KIDNEY_DISORDER
;
;DISEASE:MYOCARDIAL_ISCHEMIA
;
;DISEASE:KIDNEY_TRANSPLANTATION
;
;
;DISEASE:HYPERLIPIDEMIAS
;
;
;
;
;
;
;DISEASE:SCHIZOPHRENIA
;DISEASE:SCHIZOPHRENIA
;
;DISEASE:HEART_DISEASES
;DISEASE:HELICOBACTER_INFECTIONS
;
;DISEASE:HELICOBACTER_INFECTIONS
;DISEASE:GASTROESOPHAGEAL_REFLUX
;DISEASE:HEART_FAILURE
;DISEASE:CORONARY_ARTERY_DISEASE
;DISEASE:HELICOBACTER_INFECTIONS
;DISEASE:HEART_DISEASES
;DISEASE:HEART_DISEASES
;
;
;
;DISEASE:SCHIZOPHRENIA
;DISEASE:SCHIZOPHRENIA
;EFFICACY:ALCOHOL_ABUSE, EFFICACY:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:DEPRESSION
;OTHER:POSTOPERATIVE_PAIN
;
;DISEASE:SCHIZOPHRENIA
;DISEASE:HIV_INFECTIOUS_DISEASE
;
;DISEASE:SCHIZOPHRENIA
;DISEASE:SCHIZOPHRENIA
;DISEASE:RHEUMATOID_ARTHRITIS
;
;DISEASE:ULCER
;DISEASE:HELICOBACTER_INFECTIONS
;
;
;
;DISEASE:CARDIOVASCULAR_DISEASE
;
;
;DISEASE:HELICOBACTER_INFECTIONS
;
;
;
;
;
;
;
;
;DISEASE:HELICOBACTER_INFECTIONS
;
;
;
;
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:CYSTIC_FIBROSIS, DISEASE:LUNG_TRANSPLANTATION
;DISEASE:PANIC_DISORDER
;
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;OTHER:HYPERTENSION
;DISEASE:CORONARY_ARTERY_DISEASE
;OTHER:PERCUTANEOUS_CORONARY_INTERVENTION
;
;DISEASE:HEPATITIS_C_VIRUS_INFECTION
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;
;
;DISEASE:ACUTE_CORONARY_SYNDROME
;
;
;
;
;DISEASE:BREAST_NEOPLASMS
;
;
;
;DISEASE:HIV_INFECTIOUS_DISEASE
;
;
;DISEASE:NEOPLASMS
;DISEASE:NEOPLASMS
;
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;
;
;
;
;DISEASE:ANEMIA
;DISEASE:ACUTE_CORONARY_SYNDROME
;DISEASE:ACUTE_CORONARY_SYNDROME, DISEASE:STROKE
;
;DISEASE:BIPOLAR_DISORDER, DISEASE:PSYCHOTIC_DISORDER
;
;OTHER:TREATMENT_FOR_HEROIN_ADDICTION
;OTHER:OVARIAN_NEOPLASMS
;DISEASE:FUNGAL_INFECTIOUS_DISEASE
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:ATRIAL_FIBRILLATION
;DISEASE:KIDNEY_TRANSPLANTATION
;OTHER:MESOTHELIOMA
;
;DISEASE:BREAST_NEOPLASMS
;DISEASE:OPIOID-RELATED_DISORDERS
;
;
;
;DISEASE:FUNGAL_INFECTIOUS_DISEASE
;DISEASE:LIVER_TRANSPLANTATION
;
;DISEASE:SCHIZOAFFECTIVE_DISORDER, DISEASE:SCHIZOPHRENIA
;OTHER:HEART_TRANSPLANTATION
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:HEMATOPOIETIC_STEM_CELL_TRANSPLANTATION
;DISEASE:KIDNEY_TRANSPLANTATION
;
;DISEASE:KIDNEY_TRANSPLANTATION
;
;DISEASE:HEART_TRANSPLANTATION
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:ULCERATIVE_COLITIS
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:EPILEPSY
;DISEASE:NEOPLASMS, DISEASE:PAIN
;DISEASE:HEMATOPOIETIC_STEM_CELL_TRANSPLANTATION
;DISEASE:POSTOPERATIVE_PAIN
;DISEASE:NEOPLASMS
;DISEASE:LIVER_TRANSPLANTATION
;DISEASE:LIVER_TRANSPLANTATION
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:HEMATOPOIETIC_STEM_CELL_TRANSPLANTATION
;DISEASE:KIDNEY_TRANSPLANTATION
;OTHER:BURNS
;DISEASE:LIVER_TRANSPLANTATION
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:MYOCARDIAL_ISCHEMIA
;DISEASE:CYSTIC_FIBROSIS
;
;DISEASE:CORONARY_ARTERY_DISEASE
;DISEASE:CYSTIC_FIBROSIS
;DISEASE:ARTERIOSCLEROSIS
;DISEASE:STOMACH_NEOPLASMS
;OTHER:CHRONIC_MYELOGENOUS_LEUKEMIA_BCR-ABL1_POSITIVE
;OTHER:KIDNEY_TRANSPLANTATION
;
;OTHER:KIDNEY_TRANSPLANTATION
;OTHER:SEDATION
;OTHER:SEDATION
;OTHER:SEDATION
;DISEASE:KIDNEY_TRANSPLANTATION
;OTHER:BREAST_NEOPLASMS
;
;OTHER:CHRONIC_MYELOGENOUS_LEUKEMIA_BCR-ABL1_POSITIVE
;OTHER:BREAST_NEOPLASMS, OTHER:METASTATIC_NEOPLASM
;OTHER:BREAST_NEOPLASMS, OTHER:METASTATIC_NEOPLASM
;OTHER:BREAST_NEOPLASMS, OTHER:METASTATIC_NEOPLASM
;
;OTHER:LEUKEMIA
;OTHER:RHEUMATOID_ARTHRITIS
;
;
;DISEASE:RHEUMATOID_ARTHRITIS
;OTHER:NEOPLASMS
;
;
;
;
;OTHER:HELICOBACTER_INFECTIONS
;OTHER:HELICOBACTER_INFECTIONS
;
;OTHER:OBESITY
;
;
;
;OTHER:HEART_TRANSPLANTATION
;
;OTHER:AUTISM_SPECTRUM_DISORDER
;OTHER:KIDNEY_TRANSPLANTATION
;
;DISEASE:PROSTATIC_NEOPLASMS
;OTHER:RECTAL_NEOPLASMS
;OTHER:KIDNEY_TRANSPLANTATION
;OTHER:POSTOPERATIVE_PAIN
;OTHER:KIDNEY_TRANSPLANTATION
;OTHER:KIDNEY_TRANSPLANTATION
;OTHER:NEOPLASMS, OTHER:PAIN,OTHER:CONSTIPATION
;
;OTHER:SCHIZOPHRENIA
;DISEASE:PROSTATIC_NEOPLASMS
;DISEASE:KIDNEY_TRANSPLANTATION
;
;OTHER:BIPOLAR_DISORDER
;DISEASE:KIDNEY_TRANSPLANTATION
;
;OTHER:LUNG_TRANSPLANTATION
;
;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
;
;OTHER:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:KIDNEY_TRANSPLANTATION
;
;OTHER:RHEUMATOID_ARTHRITIS
;OTHER:KIDNEY_TRANSPLANTATION
;OTHER:ASTHMA
;OTHER:SCHISTOSOMIASIS
;
;PK:NO_DISEASE
;
;DISEASE:STROKE
;DISEASE:BIPOLAR_DISORDER, DISEASE:DEPRESSION,DISEASE:PSYCHOTIC_DISORDER, DISEASE:SUBSTANCE-RELATED_DISORDERS
;DISEASE:TUBERCULOSIS
;OTHER:ASTHMA
;
;OTHER:KIDNEY_TRANSPLANTATION
;
;OTHER:SPONDYLARTHROPATHIES
;OTHER:ATRIAL_FIBRILLATION, OTHER:PULMONARY_EMBOLISM,OTHER:VENOUS_THROMBOSIS
;
;
;
;
;OTHER:OPIOID-RELATED_DISORDERS
;DISEASE:BIPOLAR_DISORDER
;OTHER:KIDNEY_TRANSPLANTATION
;DISEASE:BIPOLAR_DISORDER
;DISEASE:KIDNEY_TRANSPLANTATION
;
;DISEASE:BREAST_NEOPLASMS
;
;DISEASE:PSYCHOTIC_DISORDER
;
;
;DISEASE:KIDNEY_TRANSPLANTATION
;OTHER:HEART_TRANSPLANTATION
;DISEASE:TUBERCULOSIS
;OTHER:KIDNEY_TRANSPLANTATION
;EFFICACY:CROHN_DISEASE
;DISEASE:KIDNEY_TRANSPLANTATION
;
;DISEASE:BREAST_NEOPLASMS
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:ASTHMA
;DISEASE:KIDNEY_TRANSPLANTATION
;
;DISEASE:LIVER_TRANSPLANTATION
;OTHER:HYPERTENSION, OTHER:PREGNANCY
;DISEASE:PSYCHOTIC_DISORDER
;OTHER:MAJOR_DEPRESSIVE_DISORDER
;
;
;DISEASE:TUBERCULOSIS
;DISEASE:NASOPHARYNGEAL_NEOPLASMS
;
;DISEASE:NASOPHARYNGEAL_NEOPLASMS
;DISEASE:NASOPHARYNGEAL_NEOPLASMS
;DISEASE:TUBERCULOSIS
;
;
;OTHER:HEART_TRANSPLANTATION
;
;
;OTHER:SPONDYLARTHROPATHIES
;
;OTHER:DEPRESSION, OTHER:ANXIETY_DISORDERS
;OTHER:HEROIN_DEPENDENCE
;EFFICACY:MAJOR_DEPRESSIVE_DISORDER, EFFICACY:OBSESSIVE_COMPULSIVE_DISORDER
;OTHER:RESISTANT_HYPERTENSION
;OTHER:TUBERCULOSIS
;
;OTHER:TUBERCULOSIS
;
;OTHER:MAJOR_DEPRESSIVE_DISORDER
;
;
;DISEASE:SUBSTANCE-RELATED_DISORDERS
;DISEASE:HIV_INFECTIOUS_DISEASE
;
;
;DISEASE:BREAST_NEOPLASMS
;
;
;DISEASE:BREAST_NEOPLASMS
;DISEASE:FUNGAL_INFECTIOUS_DISEASE
;
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;OTHER:SCHIZOPHRENIA
;DISEASE:HIV_INFECTIOUS_DISEASE
;
;OTHER:KIDNEY_TRANSPLANTATION
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:KIDNEY_TRANSPLANTATION
;
;
;
;
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;
;DISEASE:BREAST_NEOPLASMS
;DISEASE:PSYCHOTIC_DISORDER
