ATC;COD_ATC;Descripcion;;;;;;
5;A10BD15;Metformina y Dapagliflozina;;;;;;
5;A10BD16;Metformina y canagliflozina;;;;;;
5;A10BD19; Linagliptina y Empagliflozina;;;;;;
5;A10BD20;Metformina y Empagliflozina;;;;;;
5;A10BD21;Saxagliptina y Dapagliflozina;;;;;;
5;A10BD23;metformina y ertugliflozina;;;;;;
5;A10BDNE;HIPOGLUCEMIANTES ORALES EN ASOCIACION NE;;;;;;
4;A10BF;INHIBIDORES ALFA-GLUCOSIDASA (ANTIDIABETICOS ORALES);;;;;;
5;A10BF01;ACARBOSA;;;;;;
5;A10BF02;MIGLITOL;;;;;;
5;A10BF03;VOGLIBOSA;;;;;;
4;A10BG;TIAZOLIDINODIONAS (ANTIDIABETICOS ORALES);;;;;;
5;A10BG01;TROGLITAZONA;;;;;;
5;A10BG02;ROSIGLITAZONA;;;;;;
5;A10BG03;PIOGLITAZONA;;;;;;
4;A10BH;INHIBIDORES DE LA DIPEPTIDIL PEPTIDASA 4 (DDP-4);;;;;;
5;A10BH01;SITAGLIPTINA;;;;;;
5;A10BH02;VILDAGLIPTINA;;;;;;
5;A10BH03;SAXAGLIPTINA;;;;;;
5;A10BH04;ALOGLIPTINA;;;;;;
5;A10BH05;LINAGLIPTINA;;;;;;
4;A10BJ;Analogos al peptido similar al glucagon (GLP 1);;;;;;
5;A10BJ01;Exenatida;;;;;;
5;A10BJ02;Liraglutida;;;;;;
5;A10BJ03;Lixisenatida;;;;;;
5;A10BJ04;Albiglutida;;;;;;
5;A10BJ05;Dulaglutida;;;;;;
5;A10BJ06;Semaglutida;;;;;;
4;A10BK;Inhibidores del cotransportador sodio glucosa tipo 2 (SGLT2);;;;;;
5;A10BK01;Dapagliflozina;;;;;;
5;A10BK02;Canagliflozina;;;;;;
5;A10BK03;Empagliflozina;;;;;;
5;A10BK04;ERTUGLIFLOZINA;;;;;;
4;A10BX;OTROS ANTIDIABETICOS ORALES, EXCLUIDAS INSULINAS;;;;;;
5;A10BX01;GOMA GUAR;;;;;;
5;A10BX02;REPAGLINIDA;;;;;;
5;A10BX03;NATEGLINIDA;;;;;;
5;c01bc;EXENATIDA;;;;;;
5;A10BX06;BENFLUOREX;;;;;;
5;A10BX07;LIRAGLUTIDA;;;;;;
5;A10BX08;MITIGLINIDA;;;;;;
5;A10BX09;Dapaglifozina;;;;;;
5;A10BX10;LIXISENATIDA;;;;;;
5;A10BX13;Albiglutida;;;;;;
5;A10BXNE;OTROS ANTIDIABETICOS ORALES, EXCLUIDAS INSULINAS NE;;;;;;
2;A11;VITAMINAS;;;;;;
3;A11A;MULTIVITAMINAS EN ASOCIACION;;;;;;
4;A11AA;MULTIVITAMINAS CON MINERALES;;;;;;
5;A11AA02;MULTIVITAMINAS CON CALCIO;;;;;;
5;A11AA03;MULTIVITAMINAS CON MINERALES;;;;;;
5;A11AA04;MULTIVITAMINAS CON OLIGOELEMENTOS;;;;;;
5;A11AANE;MULTIVITAMINAS CON MINERALES NE;;;;;;
5;A11AAO4;MULTIVITAM�NICOS Y OLIGOELEMENTOS;;;;;;
4;A11AB;OTRAS COMBINACIONES DE MULTIVITAMINAS;;;;;;
5;A11ABNE;OTRAS COMBINACIONES DE MULTIVITAMINAS NE;;;;;;
3;A11B;MULTIVITAMINAS SOLAS;;;;;;
4;A11BA;MULTIVITAMINAS SOLAS;;;;;;
5;A11BA91;VITAMINA A + E;;;;;;
5;A11BA92;MULTIVITAMINAS SOLAS;;;;;;
5;A11BANE;MULTIVITAMINAS SOLAS NE;;;;;;
3;A11C;VITAMINAS A y D;;;;;;
4;A11CA;VITAMINA A SOLA;;;;;;
5;A11CA01;RETINOL;;;;;;
4;A11CB;VITAMINAS A y D ASOCIADAS;;;;;;
5;A11CB91;RETINOL+ERGOCALCIFEROL;;;;;;
5;A11CBNE;VITAMINAS A y D ASOCIADAS NE;;;;;;
4;A11CC;VITAMINA D y ANALOGOS;;;;;;
5;A11CC01;ERGOCALCIFEROL;;;;;;
5;A11CC03;ALFACALCIDOL;;;;;;
5;A11CC04;CALCITRIOL;;;;;;
5;A11CC05;COLECALCIFEROL;;;;;;
5;A11CC06;CALCIFEDIOL;;;;;;
5;A11CC07;PARICALCITOL;;;;;;
3;A11D;VITAMINA B1 SOLA Y ASOCIACIONES DE B1, B6 y B12;;;;;;
4;A11DA;VITAMINA B1;;;;;;
5;A11DA01;TIAMINA;;;;;;
5;A11DA02;SULBUTIAMINA;;;;;;
5;A11DA03;BENFOTIAMINA;;;;;;
4;A11DB;VITAMINA B1 ASOCIADA CON B6 y/o B12;;;;;;
5;A11DB91;VITAMINA B1+B6+B12;;;;;;
5;A11DBNE;VITAMINA B1 ASOCIADA CON B6 y/o B12 NE;;;;;;
3;A11E;COMPLEJO VITAMINICO B;;;;;;
4;A11EA;VITAMINAS DEL COMPLEJO B SOLAS;;;;;;
5;A11EANE;VITAMINAS DEL COMPLEJO B SOLAS NE;;;;;;
4;A11EB;VITAMINAS DEL COMPLEJO B CON VITAMINA C;;;;;;
5;A11EBNE;VITAMINAS DEL COMPLEJO B CON VITAMINA C NE;;;;;;
4;A11EX;OTRAS ASOCIACIONES DE VITAMINAS DEL COMPLEJO B;;;;;;
5;A11EX91;VITAMINAS COMPLEJO B + GLUTAMINA;;;;;;
5;A11EXNE;OTRAS ASOCIACIONES DE VITAMINAS DEL COMPLEJO B NE;;;;;;
3;A11G;VITAMINA C;;;;;;
4;A11GA;VITAMINA C SOLA;;;;;;
5;A11GA01;ASCORBICO ACIDO;;;;;;
4;A11GB;VITAMINA C EN ASOCIACION;;;;;;
5;A11GB91;VITAMINA C + VITAMINA A;;;;;;
5;A11GBNE;VITAMINA C EN ASOCIACION NE;;;;;;
3;A11H;OTRAS VITAMINAS SOLAS;;;;;;
4;A11HA;OTRAS VITAMINAS SOLAS;;;;;;
5;A11HA01;NICOTINAMIDA;;;;;;
5;A11HA02;PIRIDOXINA;;;;;;
5;A11HA03;TOCOFEROL;;;;;;
5;A11HA04;RIBOFLAVINA (VITAMINA B2);;;;;;
5;A11HA05;BIOTINA;;;;;;
5;A11HA06;PIRIDOXAL FOSFATO;;;;;;
5;A11HA07;INOSITOL;;;;;;
5;A11HA08;TOCOFERSOLAN;;;;;;
5;A11HA30;DEXPANTENOL;;;;;;
5;A11HA32;PANTETINA;;;;;;
5;A11HA91;AMINOBENZOICO ACIDO;;;;;;
5;A11HA92;NADIDA;;;;;;
5;A11HA93;PIRIDOXINA+PIRIDOXAL FOSFATO+PIRIDOXAMINA;;;;;;
3;A11J;OTRAS VITAMINAS EN ASOCIACION;;;;;;
4;A11JA;ASOCIACIONES DE VITAMINAS;;;;;;
5;A11JA91;COMPLEJOS MULTIVITAMINICOS;;;;;;
5;A11JANE;ASOCIACIONES DE VITAMINAS NE;;;;;;
4;A11JB;Vitaminas con minerales;;;;;;
5;A11JBNE; Vitaminas con minerales NE;;;;;;
4;A11JC;VITAMINAS, OTRAS COMBINACIONES;;;;;;
5;A11JCNE;VITAMINAS, OTRAS COMBINACIONES NE;;;;;;
2;A12;SUPLEMENTOS MINERALES;;;;;;
3;A12A;CALCIO;;;;;;
4;A12AA;CALCIO;;;;;;
5;A12AA01;CALCIO FOSFATO;;;;;;
5;A12AA02;CALCIO GLUBIONATO;;;;;;
5;A12AA03;CALCIO GLUCONATO;;;;;;
5;A12AA04;CALCIO CARBONATO;;;;;;
5;A12AA05;CALCIO LACTATO;;;;;;
5;A12AA06;LACTATO Y GLUCONATO DE CALCIO;;;;;;
5;A12AA10;CALCIO GLUCOHEPTONATO;;;;;;
5;A12AA12;CALCIO ACETATO ANHIDRO;;;;;;
5;A12AA20;CALCIO SALES EN ASOCIACION;;;;;;
5;A12AA91;CALCIO PIDOLATO;;;;;;
5;A12AA92;COMPLEJO OSEINA-HIDROXIAPATITA;;;;;;
5;A12AANE;CALCIO NE;;;;;;
4;A12AX;CALCIO ASOCIADO A OTRAS SUSTANCIAS;;;;;;
5;A12AX91;CALCIO FOSFATO+COLECALCIFEROL;;;;;;
5;A12AX92;CALCIO LACTATO+COLECALCIFEROL;;;;;;
5;A12AX93;CALCIO CARBONATO+COLECALCIFEROL;;;;;;
5;A12AX94;CALCIO GLUCOHEPTONATO+COLECALCIFEROL;;;;;;
5;A12AX96;CALCIO PIDOLATO+COLECALCIFEROL;;;;;;
5;A12AX97;OTRAS ASOCIACIONES DE CALCIO;;;;;;
5;A12AXNE;CALCIO ASOCIADO A OTRAS SUSTANCIAS NE;;;;;;
3;A12B;POTASIO;;;;;;
4;A12BA;POTASIO;;;;;;
5;A12BA01;POTASIO CLORURO;;;;;;
5;A12BA04;POTASIO HIDROGENOCARBONATO;;;;;;
5;A12BA05;POTASIO GLUCONATO;;;;;;
5;A12BA30;ASOCIACIONES DE POTASIO;;;;;;
5;A12BA51;POTASIO CLORURO EN ASOCIACION;;;;;;
5;A12BA91;POTASIO GLUCOHEPTONATO;;;;;;
3;A12C;OTROS SUPLEMENTOS MINERALES;;;;;;
4;A12CA;SODIO;;;;;;
5;A12CA01;SODIO CLORURO (SUPLEMENTO MINERAL);;;;;;
4;A12CB;ZINC;;;;;;
5;A12CBNE;ZINC NE;;;;;;
4;A12CC;MAGNESIO;;;;;;
5;A12CC02;MAGNESIO SULFATO;;;;;;
5;A12CC06;MAGNESIO LACTATO;;;;;;
5;A12CC08;MAGNESIO PIDOLATO;;;;;;
5;A12CC30;MAGNESIO, SALES EN ASOCIACION;;;;;;
4;A12CE;Selenio;;;;;;
5;A12CE02; Selenito de sodio;;;;;;
4;A12CX;OTROS SUPLEMENTOS MINERALES;;;;;;
5;A12CX91;FOSFORO;;;;;;
5;A12CX92;COBRE;;;;;;
5;A12CXNE;OTROS SUPLEMENTOS MINERALES NE;;;;;;
2;A13;TONICOS;;;;;;
3;A13A;TONICOS;;;;;;
4;A13AA;C�digo inexistente ATC;;;;;;
5;A13AANE;C�digo inexistente ATC NE;;;;;;
4;A13AN;TONICOS NE;;;;;;
5;A13ANNE;TONICOS NE NE;;;;;;
4;A13AZ;OTROS TONICOS;;;;;;
5;A13AZ91;ARGININA ASPARTATO;;;;;;
2;A14;ANABOLIZANTES;;;;;;
3;A14A;ESTEROIDES ANABOLIZANTES;;;;;;
4;A14AA;DERIVADOS DEL ANDROSTANO (ANABOLIZANTES);;;;;;
5;A14AA02;ESTANOZOLOL;;;;;;
5;A14AA04;METENOLONA;;;;;;
5;A14AA08;OXANDROLONA;;;;;;
4;A14AB;DERIVADOS DEL ESTRENO (ANABOLIZANTES);;;;;;
5;A14AB01;NANDROLONA;;;;;;
2;A15;ESTIMULANTES DEL APETITO;;;;;;
3;A15N;ESTIMULANTES DEL APETITO NE;;;;;;
4;A15NN;ESTIMULANTES DEL APETITO NE NE;;;;;;
5;A15NNNE;ESTIMULANTES DEL APETITO NE NE NE;;;;;;
3;A15Z;ESTIMULANTES DEL APETITO;;;;;;
4;A15ZZ;ESTIMULANTES DEL APETITO;;;;;;
5;A15ZZ91;CIPROHEPTADINA EN ASOCIACION;;;;;;
5;A15ZZ92;ARGININA + GLUTODINA;;;;;;
5;A15ZZNE;ESTIMULANTES DEL APETITO NE;;;;;;
2;A16;OTROS PREPARADOS APARATO DIGESTIVO Y METABOLISMO;;;;;;
3;A16A;OTROS PREPARADOS APARATO DIGESTIVO Y METABOLISMO;;;;;;
4;A16AA;AMINOACIDOS Y DERIVADOS;;;;;;
5;A16AA01;CARNITINA;;;;;;
5;A16AA02;S-ADENOSIL METIONINA;;;;;;
5;A16AA04;MERCAPTAMINA;;;;;;
5;A16AA05;CARGLUTAMICO ACIDO;;;;;;
5;A16AA06;BETAINA;;;;;;
5;A16AA07;Metreleptina;;;;;;
5;A16AANE;AMINOACIDOS Y DERIVADOS NE;;;;;;
4;A16AB;ENZIMAS (APARAT. DIGESTIVO Y METABOLISMO);;;;;;
5;A16AB01;ALGLUCERASA;;;;;;
5;A16AB02;IMIGLUCERASA;;;;;;
5;A16AB03;AGALSIDASA ALFA;;;;;;
5;A16AB04;AGALSIDASA BETA;;;;;;
5;A16AB05;LARONIDASA;;;;;;
5;A16AB06;SACROSIDASA;;;;;;
5;A16AB07;ALGLUCOSIDASA ALFA;;;;;;
5;A16AB08;GALSULFASA;;;;;;
5;A16AB09;IDURSULFASA;;;;;;
5;A16AB10;VELAGLUCERASA ALFA;;;;;;
5;A16AB11;TALIGLUCERASA ALFA;;;;;;
5;A16AB12;Elosulfasa alfa;;;;;;
5;A16AB13;Asfotasa alfa ;;;;;;
5;A16AB14;sebelipase alfa�;;;;;;
5;A16AB15;Velmanasa alfa;;;;;;
5;A16AB18;Vestronidasa alfa;;;;;;
5;A16ABNE;ENZIMAS (APARAT. DIGESTIVO Y METABOLISMO) NE;;;;;;
4;A16AX;OTROS PREPARADOS APARATO DIGESTIVO Y METABOLISMO;;;;;;
5;A16AX02;ANETOL TRITIONA;;;;;;
5;A16AX03;FENILBUTIRATO SODICO;;;;;;
5;A16AX04;NITISINONA;;;;;;
5;A16AX05;ZINC ACETATO;;;;;;
5;A16AX06;MIGLUSTAT;;;;;;
5;A16AX07;SAPROPTERINA;;;;;;
5;A16AX08;Teduglutida;;;;;;
5;A16AX09; Glicerol, fenilbutirato de;;;;;;
5;A16AX10;Eliglustat;;;;;;
5;A16AX14;Migalastat;;;;;;
5;A16AX15;Telotristat;;;;;;
5;A16AX91;TETRAHIDROBIOPTERINA;;;;;;
5;A16AX92;ANIS VERDE EN ASOCIACION;;;;;;
5;A16AX93;VARIOS PDTOS. METABOLISMO Y APARATO DIGESTIVO;;;;;;
5;A16AX94;FENILACETATO SODICO+BENZOATO SODICO;;;;;;
5;A16AX95;SALIVA ARTIFICIAL;;;;;;
5;A16AXNE;OTROS PREPARADOS APARATO DIGESTIVO Y METABOLISMO NE;;;;;;
1;B;SANGRE Y ORGANOS HEMATOPOYETICOS;;;;;;
2;B01;ANTITROMBOTICOS;;;;;;
3;B01A;ANTITROMBOTICOS;;;;;;
4;B01AA;ANTAGONISTAS DE LA VITAMINA K;;;;;;
5;B01AA03;WARFARINA;;;;;;
5;B01AA04;FENPROCUMONA;;;;;;
5;B01AA07;ACENOCUMAROL;;;;;;
5;B01AA91;FLUINDIONA;;;;;;
4;B01AB;HEPARINAS;;;;;;
5;B01AB01;HEPARINA;;;;;;
5;B01AB02;ANTITROMBINA III;;;;;;
5;B01AB04;DALTEPARINA;;;;;;
5;B01AB05;ENOXAPARINA;;;;;;
5;B01AB06;NADROPARINA;;;;;;
5;B01AB07;PARNAPARINA;;;;;;
5;B01AB08;REVIPARINA;;;;;;
5;B01AB09;DANAPAOIDE;;;;;;
5;B01AB10;TINZAPARINA;;;;;;
5;B01AB11;Sulodexida;;;;;;
5;B01AB12;BEMIPARINA;;;;;;
5;B01ABNE;HEPARINAS NE;;;;;;
4;B01AC;INHIBIDORES DE LA AGREGACION PLAQUETARIA;;;;;;
5;B01AC01;DITAZOL;;;;;;
5;B01AC04;CLOPIDOGREL;;;;;;
5;B01AC05;TICLOPIDINA;;;;;;
5;B01AC06;ACETILSALICILICO ACIDO;;;;;;
5;B01AC07;DIPIRIDAMOL;;;;;;
5;B01AC08;CARBASALATO CALCICO;;;;;;
5;B01AC09;EPOPROSTENOL;;;;;;
5;B01AC11;ILOPROST;;;;;;
5;B01AC13;ABCIXIMAB;;;;;;
5;B01AC16;EPTIFIBATIDA;;;;;;
5;B01AC17;TIROFIBAN;;;;;;
5;B01AC18;TRIFLUSAL;;;;;;
5;B01AC21;TREPROSTINIL;;;;;;
5;B01AC22;PRASUGREL;;;;;;
5;B01AC23;CILOSTAZOL;;;;;;
5;B01AC24;TICAGRELOR;;;;;;
5;B01AC25;CANGRELOR;;;;;;
5;B01AC27;Selexipag;;;;;;
5;B01AC30;ANTIAGREGANTES PLAQUETARIOS EN ASOCIACION (CLOPIDOGREL+AAS);;;;;;
5;B01AC56;ACETILSACILICO ACIDO ASOC. A ESOMEPRAZOL;;;;;;
5;B01AC91;ACETILSALICILICO ACIDO+DIPIRIDAMOL;;;;;;
5;B01AC93;SULFINPIRAZONA;;;;;;
5;B01ACNE;INHIBIDORES DE LA AGREGACION PLAQUETARIA NE;;;;;;
4;B01AD;ENZIMAS (ANTITROMBOTICOS);;;;;;
5;B01AD01;ESTREPTOQUINASA;;;;;;
5;B01AD02;ALTEPLASA;;;;;;
5;B01AD03;ANISTREPLASA;;;;;;
5;B01AD04;UROQUINASA;;;;;;
5;B01AD07;RETEPLASA;;;;;;
5;B01AD08;SARUPLASE;;;;;;
5;B01AD09;ANCROD;;;;;;
5;B01AD10;DROTRECOGINA ALFA;;;;;;
5;B01AD11;TENECTEPLASA;;;;;;
5;B01AD12;PROTEINA C;;;;;;
5;B01AD91;ESTREPTOQUINASA EN ASOCIACION;;;;;;
4;B01AE;INHIBIDORES DIRECTOS DE LA TROMBINA;;;;;;
5;B01AE01;DESIRUDINA;;;;;;
5;B01AE02;LEPIRUDINA;;;;;;
5;B01AE03;ARGATROBAN;;;;;;
5;B01AE04;MELAGATRAN;;;;;;
5;B01AE05;XIMELAGATRAN;;;;;;
5;B01AE06;BIVALIRUDINA;;;;;;
5;B01AE07;DABIGATRAN ETEXILATO;;;;;;
4;B01AF;INHIBIDORES DIRECTOS DEL FACTO XA;;;;;;
5;B01AF01;Rivaroxab�n;;;;;;
5;B01AF02;APIXABAN;;;;;;
5;B01AF03;Edoxaban;;;;;;
5;B01AFNE;INHIBIDORES DIRECTOS DEL FACTO XA NE;;;;;;
4;B01AX;OTROS ANTITROMBOTICOS;;;;;;
5;B01AX01;DEFIBROTIDA;;;;;;
5;B01AX04;DERMATAN SULFATO;;;;;;
5;B01AX05;FONDAPARINUX;;;;;;
5;B01AX06;RIVAROXABAN;;;;;;
5;B01AX07;Caplacizumab;;;;;;
5;B01AX91;PROTEINA C HUMANA;;;;;;
5;B01AXNE;OTROS ANTITROMBOTICOS NE;;;;;;
2;B02;ANTIHEMORRAGICOS;;;;;;
3;B02A;ANTIFIBRINOLITICOS;;;;;;
4;B02AA;AMINOACIDOS (ANTIHEMORRAGICOS);;;;;;
5;B02AA01;AMINOCAPROICO ACIDO;;;;;;
5;B02AA02;TRANEXAMICO ACIDO;;;;;;
4;B02AB;INHIBIDORES DE LA PROTEINASA (ANTIHEMORRAGICOS);;;;;;
5;B02AB01;APROTININA;;;;;;
5;B02AB02;ALFA-1-ANTITRIPSINA;;;;;;
5;B02AB03;C1 INHIBIDOR;;;;;;
3;B02B;VITAMINA K Y OTROS HEMOSTATICOS;;;;;;
4;B02BA;VITAMINA K;;;;;;
5;B02BA01;FITOMENADIONA;;;;;;
5;B02BA02;MENADIONA;;;;;;
5;B02BA52;MENADIONA EN ASOCIACION;;;;;;
4;B02BB;FIBRINOGENO;;;;;;
5;B02BB01;FIBRINOGENO HUMANO;;;;;;
4;B02BC;HEMOSTATICOS LOCALES;;;;;;
5;B02BC01;ESPONJA DE GELATINA ABSORBIBLE;;;;;;
5;B02BC10;FIBRINOGENO HUMANO;;;;;;
5;B02BC30;HEMOSTATICOS LOCALES EN ASOCIACION;;;;;;
5;B02BC91;SUBSULFATO FERRICO;;;;;;
5;B02BCNE;HEMOSTATICOS LOCALES NE;;;;;;
4;B02BD;FACTORES DE COAGULACION SANGUINEA;;;;;;
5;B02BD01;FACTORES DE COAGULACION IX, II, VII Y X EN ASOCIACION;;;;;;
5;B02BD02;FACTOR VIII DE COAGULACION;;;;;;
5;B02BD03;FEIBA(COMPLEJO COAGULANTE ANTIINHIBIDOR);;;;;;
5;B02BD04;FACTOR IX DE COAGULACION;;;;;;
5;B02BD05;FACTOR VII;;;;;;
5;B02BD06;FACTOR VON WILLEBRAND + FACTOR VIII;;;;;;
5;B02BD07;FACTOR XIII;;;;;;
5;B02BD08;EPTACOG ALFA (ACTIVADO);;;;;;
5;B02BD09;NONACOG ALFA (FACTOR IX RECOMBINANTE);;;;;;
5;B02BD10;Factor Von Willebrand;;;;;;
5;B02BD11;Catridecacog;;;;;;
5;B02BD14;Susoctocog alfa;;;;;;
5;B02BD92;FACTOR IX + FACTOR X + PROTROMBINA;;;;;;
5;B02BD94;FACTOR IX + FACTOR X;;;;;;
5;B02BD95;FACTORES VII + IX + X + PROTOMBINA;;;;;;
5;B02BD96;FACTORES COAGULACION ASOCIADOS USO TOPICO;;;;;;
4;B02BX;OTROS HEMOSTATICOS SISTEMICOS;;;;;;
5;B02BX01;ETAMSILATO;;;;;;
5;B02BX02;CARBAZOCROMO;;;;;;
5;B02BX03;BATROXOBINA;;;;;;
5;B02BX04;ROMIPLOSTIM;;;;;;
5;B02BX05;ELTROMBOPAG;;;;;;
5;B02BX06;Emicizumab;;;;;;
5;B02BX52;CARBAZOCROMO EN ASOCIACION;;;;;;
2;B03;ANTIANEMICOS;;;;;;
3;B03A;PREPARADOS DE HIERRO (ANTIANEMICOS);;;;;;
4;B03AA;HIERRO BIVALENTE ORAL (ANTIANEMICOS);;;;;;
5;B03AA01;HIERRO GLICINA SULFATO;;;;;;
5;B03AA02;HIERRO FUMARATO;;;;;;
5;B03AA03;HIERRO GLUCONATO;;;;;;
5;B03AA07;HIERRO SULFATO;;;;;;
5;B03AA10;HIERRO ASCORBATO;;;;;;
5;B03AA91;HIERRO LACTATO;;;;;;
5;B03AA92;HIERRO POLISACARIDO;;;;;;
4;B03AB;HIERRO TRIVALENTE ORAL (ANTIANEMICOS);;;;;;
5;B03AB02;HIERRO OXIDO-SACAROSA;;;;;;
5;B03AB05;Oxido ferrico polimaltosa, complejos de;;;;;;
5;B03AB09;HIERRO PROTEINSUCCINILATO;;;;;;
5;B03AB10; Maltol ferrico;;;;;;
5;B03AB91;FERRITINA;;;;;;
5;B03AB92;HIERRO MANITOL (FERRIMANITOL);;;;;;
5;B03AB93;FERROCOLINATO;;;;;;
4;B03AC;HIERRO TRIVALENTE PARENTERAL (ANTIANEMICOS);;;;;;
5;B03AC01;OXIDO FERRICO POLIMALTOSA COMPLEJO (DEXTRIFERRON);;;;;;
5;B03AC02;OXIDO FERRICO SACAROSA;;;;;;
5;B03AC03;HIERRO SORBITOL-CITRICO ACIDO COMPLEJO;;;;;;
5;B03AC06;OXIDO FERRICO DEXTRANO COMPLEJO;;;;;;
5;B03ACNE;HIERRO TRIVALENTE PARENTERAL (ANTIANEMICOS) NE;;;;;;
4;B03AD;HIERRO EN ASOCIACION CON ACIDO FOLICO;;;;;;
5;B03AD02;HIERRO FUMARATO+FOLICO ACIDO;;;;;;
5;B03AD03;HIERRO SULFATO+FOLICO ACIDO;;;;;;
5;B03AD91;HIERRO GLUCEPTATO+FOLICO ACIDO;;;;;;
4;B03AE;HIERRO EN OTRAS ASOCIACIONES;;;;;;
5;B03AE02;HIERRO, MULTIVITAMINAS Y ACIDO FOLICO;;;;;;
5;B03AE03;HIERRO Y MULTIVITAMINAS;;;;;;
5;B03AE10;HIERRO ASOCIACIONES VARIAS;;;;;;
3;B03B;VITAMINA B12 Y ACIDO FOLICO;;;;;;
4;B03BA;VITAMINA B12 Y DERIVADOS;;;;;;
5;B03BA01;CIANOCOBALAMINA;;;;;;
5;B03BA03;HIDROXOCOBALAMINA;;;;;;
5;B03BA04;COBAMAMIDA;;;;;;
5;B03BA05;MECOBALAMINA;;;;;;
5;B03BA51;CIANOCOBALAMINA ASOCIADA A ACIDO FOLICO;;;;;;
5;B03BANE;VITAMINA B12 Y DERIVADOS NE;;;;;;
4;B03BB;ACIDO FOLICO;;;;;;
5;B03BB01;FOLICO ACIDO;;;;;;
5;B03BBNE;ACIDO FOLICO NE;;;;;;
3;B03X;OTROS ANTIANEMICOS;;;;;;
4;B03XA;OTROS ANTIANEMICOS;;;;;;
5;B03XA01;ERITROPOYETINA;;;;;;
5;B03XA02;DARBEPOETINA ALFA;;;;;;
5;B03XA03;BETA-METOXIPOLIETILENGLICOL EPOETINA;;;;;;
5;B03XA91;EPOETINA DELTA;;;;;;
5;B03XANE;OTROS ANTIANEMICOS NE;;;;;;
2;B05;SUSTITUTOS DE LA SANGRE Y SOLUC. PARA PERFUSION;;;;;;
3;B05A;SANGRE Y SUSTANCIAS RELACIONADAS;;;;;;
4;B05AA;SUSTITUTOS DE SANGRE Y FRACCIONES PROTEINAS PLASMA;;;;;;
5;B05AA01;ALBUMINA;;;;;;
5;B05AA05;DEXTRANO;;;;;;
5;B05AA06;PREPARADOS CON GELATINA;;;;;;
5;B05AA07;HIDROXIETILALMIDON;;;;;;
5;B05AA10;HEMOGLOBINA GLUTAMERO (BOVINO);;;;;;
5;B05AA92;DEXTRANO + SODIO CLORURO;;;;;;
5;B05AA93;DEXTRANO + GLUCOSA;;;;;;
5;B05AANE;SUSTITUTOS DE SANGRE Y FRACCIONES PROTEINAS PLASMA NE;;;;;;
4;B05AX;OTROS PRODUCTOS DE ORIGEN SANGUINEO;;;;;;
5;B05AX01;ERITROCITOS;;;;;;
5;B05AX02;TROMBOCITOS;;;;;;
5;B05AX03;PLASMA SANGUINEO;;;;;;
5;B05AX04;CELULAS MADRES DEL CORDON UMBILICAL;;;;;;
3;B05B;SOLUCIONES INTRAVENOSAS;;;;;;
4;B05BA;SOLUCIONES PARA NUTRICION PARENTERAL;;;;;;
5;B05BA01;AMINOACIDOS SOLUCION PARENTERAL;;;;;;
5;B05BA02;EMULSIONES GRASAS PARENTERALES;;;;;;
5;B05BA03;CARBOHIDRATOS SOLUCION PARENTERAL;;;;;;
5;B05BA10;NUTRIENTES SOLUCION PARENTERAL EN ASOCIACION;;;;;;
5;B05BA91;SUERO GLUCOSADO 5% ISOTONICO SOLUCION PARENTERAL;;;;;;
5;B05BA92;LEVULOSA SOLUCION PARENTERAL;;;;;;
4;B05BB;SOLUCIONES RESTAURADORAS EQUILIBRIO ELECTROLITICO;;;;;;
5;B05BB01;ELECTROLITOS SOLUCION PARENTERAL;;;;;;
5;B05BB02;ELECTROLITOS CON CARBOHIDRATOS SOLUCION PARENTERAL;;;;;;
5;B05BB91;SUERO FISIOLOGICO SOLUCION PARENTERAL;;;;;;
5;B05BB92;SUERO GLUCOSALINO SOLUCION PARENTERAL;;;;;;
5;B05BBNE;SOLUCIONES RESTAURADORAS EQUILIBRIO ELECTROLITICO NE;;;;;;
4;B05BC;SOLUCIONES PARA DIURESIS OSMOTICA;;;;;;
5;B05BC01;MANITOL SOLUCION PARENTERAL;;;;;;
4;B05BN;SOLUCIONES INTRAVENOSAS NE;;;;;;
5;B05BNNE;SOLUCIONES INTRAVENOSAS NE NE;;;;;;
3;B05C;SOLUCIONES PARA IRRIGACION;;;;;;
4;B05CA;AGENTES ANTIINFECCIOSOS;;;;;;
5;B05CA08;ETACRIDINA, LACTATO DE;;;;;;
4;B05CB;SOLUCIONES SALINAS (SOLUCIONES PARA IRRIGACION);;;;;;
5;B05CB01;SODIO CLORURO SOLUCION IRRIGACION;;;;;;
5;B05CB04;BICARBONATO SODICO;;;;;;
4;B05CX;OTRAS SOLUCIONES PARA IRRIGACION;;;;;;
5;B05CX01;GLUCOSA;;;;;;
5;B05CX03;GLICINA SOLUCION IRRIGACION;;;;;;
5;B05CX10;SOLUCION IRRIGACION EN ASOCIACION;;;;;;
5;B05CX91;AGUA PARA IRRIGACION;;;;;;
3;B05D;SOLUCIONES DIALISIS PERITONEAL;;;;;;
4;B05DA;SOLUCIONES DIALISIS PERITONEAL ISOTONICAS;;;;;;
5;B05DA91;GLUCOSA CON ELECTROLITOS DIALISIS PERITONEAL ISOTONICA;;;;;;
5;B05DA92;ICODEXTRINA CON ELECTROLITOS DIALISIS ISOTONICA;;;;;;
5;B05DANE;SOLUCIONES DIALISIS PERITONEAL ISOTONICAS NE;;;;;;
