ATC;Medicamento;Drug;Anatomico;Terapeutico;Farmacologico;Quimico
A06AD10;SALES DE MAGNESIO EN ASOCIACION;MAGNESIUM SALTS IN ASSOCIATION;A;A06;A06A;A06AD
A06AD11;LACTULOSA;Lactulose;A;A06;A06A;A06AD
A06AD12;LACTITOL;LACTITOL;A;A06;A06A;A06AD
A06AD13;SODIO SULFATO;SODIUM SULFATE;A;A06;A06A;A06AD
A06AD15;MACROGOL;MACROGOAL;A;A06;A06A;A06AD
A06AD16;MANITOL;MANNITOL;A;A06;A06A;A06AD
A06AD17;SODIO FOSFATO;SODIUM PHOSPHATE;A;A06;A06A;A06AD
A06AD18;SORBITOL;SORBITOL;A;A06;A06A;A06AD
A06AD65;MACROGOL EN ASOCIACION;MACROGOAL IN ASSOCIATION;A;A06;A06A;A06AD
A06AD91;MAGNESIO HIDROXIDO;MAGNESIUM HYDROXIDE;A;A06;A06A;A06AD
A06AD92;SALES DE MAGNESIO ASOC A MANITOL;MAGNESIUM SALTS ASSOCIATED WITH MANNITOL;A;A06;A06A;A06AD
A06ADNE;LAXANTES OSMOTICOS NE;OSMOTIC LAXATIVES NE;A;A06;A06A;A06AD
A06AG;ENEMAS;ENEMAS;A;A06;A06A;A06AG
A06AG01;SODIO FOSFATO;SODIUM PHOSPHATE;A;A06;A06A;A06AG
A06AG04;GLICEROL;GLYCEROL;A;A06;A06A;A06AG
A06AG10;DOCUSATO DE SODIO;DOCUSATE SODIUM;A;A06;A06A;A06AG
A06AG11;LAURILSULFATO, INCLUIDO ASOCIACIONES;LAURYLSULFATE, INCLUDING ASSOCIATIONS;A;A06;A06A;A06AG
A06AG20;Enemas, combinaciones con;ENEMAS, COMBINATIONS WITH;A;A06;A06A;A06AG
A06AG91;ENEMA SOLUCION FISIOLOGICA;ENEMA PHYSIOLOGICAL SOLUTION;A;A06;A06A;A06AG
A06AGNE;ENEMAS NE;NE ENEMAS;A;A06;A06A;A06AG
A06AH;ANTAGONISTAS PERIFERICOS DE LOS RECEPTORES OPIACEOS;Peripheral opioid receptor antagonists;A;A06;A06A;A06AH
A06AH01;METILNALTREXONA BROMURO;METHYLNALTREXONE BROMIDE;A;A06;A06A;A06AH
A06AH02;ALVIMOPAN;ALVIMOPAN;A;A06;A06A;A06AH
A06AH03;Naloxegol;NALOXEGOL;A;A06;A06A;A06AH
A06AHNE;ANTAGONISTAS PERIFERICOS DE LOS RECEPTORES OPIACEOS NE;Peripheral opioid receptor antagonists NE;A;A06;A06A;A06AH
A06AN;LAXANTES NE;LAXATIVES NE;A;A06;A06A;A06AN
A06ANNE;LAXANTES NE NE;LAXATIVES NE NE;A;A06;A06A;A06AN
A06AX;OTROS LAXANTES;OTHER LAXATIVES;A;A06;A06A;A06AX
A06AX01;GLICEROL;GLYCEROL;A;A06;A06A;A06AX
A06AX03;Lubiprostona;LUBIPROSTONE;A;A06;A06A;A06AX
A06AX04;Limeclotida;Limeclotide;A;A06;A06A;A06AX
A06AX05;Prucaloprida;PRUCALOPRIDE;A;A06;A06A;A06AX
A06AXNE;OTROS LAXANTES NE;OTHER LAXATIVES NE;A;A06;A06A;A06AX
A07;ANTIDIARREICOS, ANTIINFECC./ANTINFL.INTESTINALES;ANTI-DIARRHEAL, ANTI-INFECTION/ANTIINTESTINAL INFLATION;A;A07;;
A07A;ANTIINFECCIOSOS INTESTINALES;INTESTINAL ANTIINFECTIOUS DRUGS;A;A07;A07A;
A07AA;ANTIBIOTICOS (ANTIINFECCIOSOS INTESTINALES);ANTIBIOTICS (INTESTINAL ANTIINFECTIOUS);A;A07;A07A;A07AA
A07AA01;NEOMICINA;NEOMYCIN;A;A07;A07A;A07AA
A07AA02;NISTATINA;Nystatin;A;A07;A07A;A07AA
A07AA05;POLIMIXINA B;POLYMYXIN B;A;A07;A07A;A07AA
A07AA06;PAROMOMICINA;PAROMOMYCIN;A;A07;A07A;A07AA
A07AA09;VANCOMICINA;VANCOMYCIN;A;A07;A07A;A07AA
A07AA10;COLISTINA;COLISTIN;A;A07;A07A;A07AA
A07AA11;RIFAXIMINA;RIFAXIMIN;A;A07;A07A;A07AA
A07AA12;Fidaxomicina;FIDAXOMYCIN;A;A07;A07A;A07AA
A07AA51;NEOMICINA EN ASOCIACION;NEOMYCIN IN ASSOCIATION;A;A07;A07A;A07AA
A07AA56;PAROMOMICINA EN ASOCIACION;PAROMOMYCIN IN ASSOCIATION;A;A07;A07A;A07AA
A07AA91;DIHIDROESTREPTOMICINA;DIHYDROSTREPTOMYCIN;A;A07;A07A;A07AA
A07AANE;ANTIBIOTICOS (ANTIINFECCIOSOS INTESTINALES) NE;ANTIBIOTICS (INTESTINAL ANTIINFECTIOUS) NE;A;A07;A07A;A07AA
A07AX;OTROS ANTINFECCIOSOS INTESTINALES;OTHER INTESTINAL ANTIFECTIVES;A;A07;A07A;A07AX
A07AXNE;OTROS ANTINFECCIOSOS INTESTINALES NE;OTHER INTESTINAL ANTIFECTIVES NE;A;A07;A07A;A07AX
A07B;ADSORBENTES INTESTINALES;INTESTINAL ADSORBENTS;A;A07;A07B;
A07BA;PREPARADOS DE CARBON;CHARCOAL PREPARATIONS;A;A07;A07B;A07BA
A07BA01;CARBON ACTIVADO MEDICINAL;MEDICINAL ACTIVATED CHARCOAL;A;A07;A07B;A07BA
A07BC;OTROS ADSORBENTES INTESTINALES;OTHER INTESTINAL ADSORBENTS;A;A07;A07B;A07BC
A07BC01;PECTINA;PECTIN;A;A07;A07B;A07BC
A07BC05;DIOSMECTITA;Diosmectite;A;A07;A07B;A07BC
A07BCNE;OTROS ADSORBENTES INTESTINALES NE;OTHER INTESTINAL ADSORBENTS NE;A;A07;A07B;A07BC
A07C;ELECTROLITOS CON CARBOHIDRATOS;ELECTROLYTES WITH CARBOHYDRATES;A;A07;A07C;
A07CA;FORMULACIONES DE SALES PARA REHIDRATACION ORAL;ORAL REHYDRATION SALT FORMULATIONS;A;A07;A07C;A07CA
A07CA91;SALES PARA REHIDRATACION ORAL;ORAL REHYDRATION SALTS;A;A07;A07C;A07CA
A07CANE;FORMULACIONES DE SALES PARA REHIDRATACION ORAL NE;ORAL REHYDRATION SALT FORMULATIONS NE;A;A07;A07C;A07CA
A07D;ANTIPROPULSIVOS;ANTIPULSIVES;A;A07;A07D;
A07DA;ANTIPROPULSIVOS;ANTIPULSIVES;A;A07;A07D;A07DA
A07DA01;DIFENOXILATO;Diphenoxylate;A;A07;A07D;A07DA
A07DA02;OPIO EXTO;OPIUM EXTRACT;A;A07;A07D;A07DA
A07DA03;LOPERAMIDA;LOPERAMIDE;A;A07;A07D;A07DA
A07DA06; Eluxadolina;ELUXADOLINE;A;A07;A07D;A07DA
A07DA52;OPIO EXTO. EN ASOCIACION;OPIUM EXTRACT. IN ASSOCIATION;A;A07;A07D;A07DA
A07DA53;LOPERAMIDA EN ASOCIACION;LOPERAMIDE IN ASSOCIATION;A;A07;A07D;A07DA
A07DA91;ETILMORFINA EN ASOCIACION;ETHYLMORPHINE IN ASSOCIATION;A;A07;A07D;A07DA
A07DANE;ANTIPROPULSIVOS NE;ANTIPROPULSIVES NE;A;A07;A07D;A07DA
A07E;ANTIINFLAMATORIOS INTESTINALES;INTESTINAL ANTI-INFLAMMATORY DRUGS;A;A07;A07E;
A07EA;CORTICOSTEROIDES ACCION LOCAL (ANTIINFLAMAT.INTESTINALES);CORTICOSTEROIDS LOCAL ACTION (ANTI-INFLAMMATION INTESTINAL);A;A07;A07E;A07EA
A07EA05;TIXOCORTOL;TIXOCORTOL;A;A07;A07E;A07EA
A07EA06;BUDESONIDA;BUDESONIDE;A;A07;A07E;A07EA
A07EA07;BECLOMETASONA;BECLOMETHASONE;A;A07;A07E;A07EA
A07EA91;TRIAMCINOLONA;TRIAMCINOLONE;A;A07;A07E;A07EA
A07EB;ANTIALERGICOS (ANTIINFLAMATORIOS INTESTINALES);ANTI-ALLERGICS (INTESTINAL ANTI-INFLAMMATORY);A;A07;A07E;A07EB
A07EB01;CROMOGLICICO ACIDO;Cromoglycic Acid;A;A07;A07E;A07EB
A07EC;ACIDO AMINOSALICILICO Y DERIVADOS (ANTIINFLAMAT.INTEST.);AMINOSALICYLIC ACID AND DERIVATIVES (INTESTINAL ANTI-INFLAMMATORY);A;A07;A07E;A07EC
A07EC01;SULFASALAZINA;SULFASALAZINE;A;A07;A07E;A07EC
A07EC02;MESALAZINA;Mesalazine;A;A07;A07E;A07EC
A07EC03;OLSALAZINA;OLSALAZINE;A;A07;A07E;A07EC
A07EC04;BALSALAZIDA;BALSALAZIDE;A;A07;A07E;A07EC
A07F;MICROORGANISMOS ANTIDIARREICOS;ANTIDIARRHEAL MICROORGANISMS;A;A07;A07F;
A07FA;MICROORGANISMOS ANTIDIARREICOS;ANTIDIARRHEAL MICROORGANISMS;A;A07;A07F;A07FA
A07FA01;MICROORGANISMOS PRODUCT. ACIDO LACTICO;MICROORGANISMS PRODUCING LACTIC ACID;A;A07;A07F;A07FA
A07FA02;SACCHAROMYCES BOULARDII;SACCHAROMYCES BOULARDII;A;A07;A07F;A07FA
A07FA51;MICROORGANISMOS PRODUCTORES ACIDO LACTICO EN ASOCIACION;MICROORGANISMS PRODUCING LACTIC ACID IN ASSOCIATION;A;A07;A07F;A07FA
A07X;OTROS ANTIDIARREICOS;OTHER ANTIDIARRHEALS;A;A07;A07X;
A07XA;OTROS ANTIDIARREICOS;OTHER ANTIDIARRHEALS;A;A07;A07X;A07XA
A07XA01;TANATO ALBUMINA;TANNATO ALBUMIN;A;A07;A07X;A07XA
A07XA04;RACECADOTRILO;RACECADOTRYL;A;A07;A07X;A07XA
A07XA05; TELOTRISTAT;TELOTRISTAT;A;A07;A07X;A07XA
A08;PREPARADOS CONTRA LA OBESIDAD, EXCLUIDOS DIETETICOS;PREPARATIONS AGAINST OBESITY, EXCLUDING DIETARY PREPARATIONS;A;A08;;
A08A;PREPARADOS CONTRA LA OBESIDAD, EXCLUIDOS DIETETICOS;PREPARATIONS AGAINST OBESITY, EXCLUDING DIETARY PREPARATIONS;A;A08;A08A;
A08AA;PREPARADOS CONTRA LA OBESIDAD DE ACCION SOBRE EL SNC;ANTI-OBESITY PREPARATIONS THAT ACTION ON THE CNS;A;A08;A08A;A08AA
A08AA02;FENFLURAMINA;Fenfluramine;A;A08;A08A;A08AA
A08AA03;AMFEPRAMONA;AMFEPRAMONE;A;A08;A08A;A08AA
A08AA04;Dexfenfluramina;Dexfenfluramine;A;A08;A08A;A08AA
A08AA05;MAZINDOL;MAZINDOL;A;A08;A08A;A08AA
A08AA08;CLOBENZOREX;CLOBENZOREX;A;A08;A08A;A08AA
A08AA10;SIBUTRAMINA;SIBUTRAMIN;A;A08;A08A;A08AA
A08AA62;Bupropion y naltrexona;BUPROPION AND NALTREXONE;A;A08;A08A;A08AA
A08AANE;PREPARADOS CONTRA LA OBESIDAD DE ACCION SOBRE EL SNC NE;PREPARATIONS AGAINST OBESITY WITH ACTION ON THE CNS;A;A08;A08A;A08AA
A08AB;PREPARADOS CONTRA LA OBESIDAD DE ACCION PERIFERICA;Peripheral-acting anti-obesity preparations;A;A08;A08A;A08AB
A08AB01;ORLISTAT;ORLISTAT;A;A08;A08A;A08AB
A08AX;OTROS PREPARADOS CONTRA LA OBESIDAD;OTHER PREPARATIONS AGAINST OBESITY;A;A08;A08A;A08AX
A08AX01;RIMONABANT;RIMONABANT;A;A08;A08A;A08AX
A08AXNE;OTROS PREPARADOS CONTRA LA OBESIDAD NE;OTHER PREPARATIONS AGAINST OBESITY NE;A;A08;A08A;A08AX
A09;DIGESTIVOS, INCLUIDOS ENZIMAS;DIGESTIVES, INCLUDING ENZYMES;A;A09;;
A09A;DIGESTIVOS, INCLUIDOS ENZIMAS;DIGESTIVES, INCLUDING ENZYMES;A;A09;A09A;
A09AA;ENZIMAS DIGESTIVOS;DIGESTIVE ENZYMES;A;A09;A09A;A09AA
A09AA02;MULTIENZIMAS (LIPASA,PROTEASA,AMILASA);MULTIENZYMES (LIPASE, PROTEASE, AMYLASE);A;A09;A09A;A09AA
A09AA04;TILACTASE;TILACTASE;A;A09;A09A;A09AA
A09AA52;MULTIENZIMAS ASOC. A OTRAS SUSTANCIAS;MULTIENZYMES ASSOCIATED WITH OTHER SUBSTANCES;A;A09;A09A;A09AA
A09AA91;PAPAINA;PAPAIN;A;A09;A09A;A09AA
A09AA93;PANCREAS EXTO SECO;PANCREAS DRY EXTREMA;A;A09;A09A;A09AA
A09AANE;ENZIMAS DIGESTIVOS NE;DIGESTIVE ENZYMES NE;A;A09;A09A;A09AA
A09AC;ASOCIACIONES DE ENZIMAS Y ACIDOS;ASSOCIATIONS OF ENZYMES AND ACIDS;A;A09;A09A;A09AC
A09AC01;PEPSINA EN ASOCIACION CON ACIDOS;PEPSIN IN ASSOCIATION WITH ACIDS;A;A09;A09A;A09AC
A09ACNE;ASOCIACIONES DE ENZIMAS Y ACIDOS NE;ASSOCIATIONS OF ENZYMES AND NE ACIDS;A;A09;A09A;A09AC
A10;ANTIDIABETICOS;ANTIDIABETICS;A;A10;;
A10A;INSULINAS Y ANALOGOS;INSULINS AND ANALOGUES;A;A10;A10A;
A10AB;INSULINAS Y ANALOGOS DE ACCION RAPIDA PARA INYECCION;Rapid-acting insulins and analogues for injection;A;A10;A10A;A10AB
A10AB01;INSULINA HUMANA ACCION RAPIDA;Rapid Acting Human Insulin;A;A10;A10A;A10AB
A10AB02;INSULINA TERNERA ACCION RAPIDA;Rapid-acting beef insulin;A;A10;A10A;A10AB
A10AB03;INSULINA CERDO ACCION RAPIDA;FAST ACTING PORK INSULIN;A;A10;A10A;A10AB
A10AB04;INSULINA LISPRO ACCION RAPIDA;INSULIN LISPRO FAST ACTING;A;A10;A10A;A10AB
A10AB05;INSULINA ASPART ACCION RAPIDA;INSULIN ASPART FAST ACTING;A;A10;A10A;A10AB
A10AB06;INSULINA GLULISINA;INSULIN GLULISINE;A;A10;A10A;A10AB
A10AB30;INSULINAS EN ASOCIACION ACCION RAPIDA;INSULINS IN ASSOCIATION FAST ACTION;A;A10;A10A;A10AB
A10AC;INSULINAS Y ANALOGOS ACCION INTERMEDIA PARA INYECCION;INTERMEDIATE ACTING INSULINS AND ANALOGUES FOR INJECTION;A;A10;A10A;A10AC
A10AC01;INSULINA HUMANA ACCION INTERMEDIA;INTERMEDIATE ACTING HUMAN INSULIN;A;A10;A10A;A10AC
A10AC02;INSULINA TERNERA ACCION INTERMEDIA;INTERMEDIATE ACTING CALF INSULIN;A;A10;A10A;A10AC
A10AC03;INSULINA CERDO ACCION INTERMEDIA;PORK INSULIN INTERMEDIATE ACTION;A;A10;A10A;A10AC
A10AC04;INSULINA LISPRO ACCION INTERMEDIA;INSULIN LISPRO INTERMEDIATE ACTING;A;A10;A10A;A10AC
A10AC30;INSULINAS EN ASOCIACION ACCION INTERMEDIA;INSULINS IN ASSOCIATION INTERMEDIATE ACTION;A;A10;A10A;A10AC
A10AD;INSULINAS Y ANALOGOS ACCION INTERMEDIA+RAPIDA PARA INYECCION;INTERMEDIATE+RAPID ACTING INSULINS AND ANALOGUES FOR INJECTION;A;A10;A10A;A10AD
A10AD01;INSULINA HUMANA ACCION INTERMEDIA+RAPIDA;INTERMEDIATE+RAPID ACTING HUMAN INSULIN;A;A10;A10A;A10AD
A10AD02;INSULINA TERNERA ACCION INTERMEDIA+RAPIDA;CALF INSULIN INTERMEDIATE+RAPID ACTING;A;A10;A10A;A10AD
A10AD03;INSULINA CERDO ACCION INTERMEDIA+RAPIDA;PORK INSULIN INTERMEDIATE+RAPID ACTING;A;A10;A10A;A10AD
A10AD04;INSULINA LISPRO ACCION INTERMEDIA+RAPIDA;INSULIN LISPRO INTERMEDIATE+RAPID ACTING;A;A10;A10A;A10AD
A10AD05;INSULINA ASPART ACCION INTERMEDIA+RAPIDA;INSULIN ASPART INTERMEDIATE+RAPID ACTING;A;A10;A10A;A10AD
A10AD06; Insulina degludec e insulina asparta;INSULIN DEGLUDEC AND INSULIN ASPARTA;A;A10;A10A;A10AD
A10AD30;INSULINAS EN ASOCIACION ACCION INTERMEDIA+RAPIDA;INSULINS IN ASSOCIATION INTERMEDIATE+RAPID ACTION;A;A10;A10A;A10AD
A10AE;INSULINAS Y ANALOGOS ACCION LENTA PARA INYECCION;INSULINS AND ANALOGUES SLOW ACTION FOR INJECTION;A;A10;A10A;A10AE
A10AE01;INSULINA HUMANA ACCION LENTA;SLOW-ACTING HUMAN INSULIN;A;A10;A10A;A10AE
A10AE02;INSULINA TERNERA ACCION LENTA;SLOW-ACTING CALF INSULIN;A;A10;A10A;A10AE
A10AE03;INSULINA CERDO ACCION LENTA;SLOW-ACTING PORK INSULIN;A;A10;A10A;A10AE
A10AE04;INSULINA GLARGINA ACCION LENTA;Slow-acting insulin glargine;A;A10;A10A;A10AE
A10AE05;INSULINA DETEMIR;INSULIN DETEMIR;A;A10;A10A;A10AE
A10AE06;Insulina degludec;INSULIN DEGLUDEC;A;A10;A10A;A10AE
A10AE30;INSULINAS EN ASOCIACION ACCION LENTA;INSULINS IN ASSOCIATION SLOW ACTION;A;A10;A10A;A10AE
A10AE54; Insulina glargina y lixisenatida;INSULIN GLARGINE AND LIXISENATIDE;A;A10;A10A;A10AE
A10AE56; Insulina Degludec y Liraglutida;INSULIN DEGLUDEC AND LIRAGLUTIDE;A;A10;A10A;A10AE
A10AENE;INSULINAS Y ANALOGOS ACCION LENTA PARA INYECCION NE;INSULINS AND ANALOGUES SLOW ACTION FOR NE INJECTION;A;A10;A10A;A10AE
A10AF;INSULINAS Y ANALOGOS PARA INHALACION;INSULINS AND ANALOGUES FOR INHALATION;A;A10;A10A;A10AF
A10AF01;INSULINA INHALADA HUMANA;HUMAN INHALED INSULIN;A;A10;A10A;A10AF
A10B;ANTIDIABETICOS ORALES, EXCL. INSULINAS;ORAL ANTIDIABETICS, EXCL. INSULINS;A;A10;A10B;
A10BA;BIGUANIDAS (ANTIDIABETICOS ORALES);BIGUANIDES (ORAL ANTIDIABETICS);A;A10;A10B;A10BA
A10BA01;FENFORMINA;PHENFORMIN;A;A10;A10B;A10BA
A10BA02;METFORMINA;Metformin;A;A10;A10B;A10BA
A10BA03;BUFORMINA;BUFORMIN;A;A10;A10B;A10BA
A10BB;SULFONILUREAS (ANTIDIABETICOS ORALES);SULFONYLUREAS (ORAL ANTIDIABETICS);A;A10;A10B;A10BB
A10BB01;GLIBENCLAMIDA;Glibenclamide;A;A10;A10B;A10BB
A10BB02;CLORPROPAMIDA;Chlorpropamide;A;A10;A10B;A10BB
A10BB03;TOLBUTAMIDA;TOLBUTAMIDE;A;A10;A10B;A10BB
A10BB07;GLIPIZIDA;GLIPIZIDE;A;A10;A10B;A10BB
A10BB08;GLIQUIDONA;Gliquidone;A;A10;A10B;A10BB
A10BB09;GLICLAZIDA;GLICLAZIDE;A;A10;A10B;A10BB
A10BB12;GLIMEPIRIDA;GLIMEPIRIDE;A;A10;A10B;A10BB
A10BB91;GLISENTIDA;GLISENTIDA;A;A10;A10B;A10BB
A10BBNE;SULFONILUREAS (ANTIDIABETICOS ORALES) NE;SULFONYLUREAS (ORAL ANTIDIABETICS) NE;A;A10;A10B;A10BB
A10BD;HIPOGLUCEMIANTES ORALES EN ASOCIACION;ORAL HYPOGLYCEMIC AGENTS IN ASSOCIATION;A;A10;A10B;A10BD
A10BD02;METFORMINA + GLIBENCAMIDA;Metformin + Glibencamide;A;A10;A10B;A10BD
A10BD03;METFORMINA + ROSIGLITAZONA;Metformin + Rosiglitazone;A;A10;A10B;A10BD
A10BD04;GLIMEPIRIDA + ROSIGLITAZONA;GLIMEPIRIDE + ROSIGLITAZONE;A;A10;A10B;A10BD
A10BD05;METFORMINA + PIOGLITAZONA;Metformin + Pioglitazone;A;A10;A10B;A10BD
A10BD06;GLIMEPIRIDA + PIOGLITAZONA;GLIMEPIRIDE + PIOGLITAZONE;A;A10;A10B;A10BD
A10BD07;METFORMINA + SITAGLIPTINA;Metformin + Sitagliptin;A;A10;A10B;A10BD
A10BD08;METFORMINA + VILDAGLIPTINA;Metformin + Vildagliptin;A;A10;A10B;A10BD
A10BD09;PIOGLITAZONA + ALOGLIPTINA;PIOGLITAZONE + ALOGLIPTIN;A;A10;A10B;A10BD
A10BD10;METFORMINA + SAXAGLIPTINA;Metformin + Saxagliptin;A;A10;A10B;A10BD
A10BD11;Metformina y linagliptina;Metformin and Linagliptin;A;A10;A10B;A10BD
A10BD13;Metformina y Alogliptina;Metformin and Alogliptin;A;A10;A10B;A10BD
A10BD15;Metformina y Dapagliflozina;Metformin and Dapagliflozin;A;A10;A10B;A10BD
A10BD16;Metformina y canagliflozina;Metformin and Canagliflozin;A;A10;A10B;A10BD
A10BD19; Linagliptina y Empagliflozina;LINAGLIPTIN AND EMPAGLIFLOZIN;A;A10;A10B;A10BD
A10BD20;Metformina y Empagliflozina;Metformin and Empagliflozin;A;A10;A10B;A10BD
A10BD21;Saxagliptina y Dapagliflozina;SAXAGLIPTIN AND DAPAGLIFLOZIN;A;A10;A10B;A10BD
A10BD23;metformina y ertugliflozina;Metformin and Ertugliflozin;A;A10;A10B;A10BD
A10BDNE;HIPOGLUCEMIANTES ORALES EN ASOCIACION NE;ORAL HYPOGLYCEMIC AGENTS IN ASSOCIATION WITH NE;A;A10;A10B;A10BD
A10BF;INHIBIDORES ALFA-GLUCOSIDASA (ANTIDIABETICOS ORALES);ALPHA-GLUCOSIDASE INHIBITORS (ORAL ANTIDIABETICS);A;A10;A10B;A10BF
A10BF01;ACARBOSA;ACARBOSE;A;A10;A10B;A10BF
A10BF02;MIGLITOL;MIGLITOL;A;A10;A10B;A10BF
A10BF03;VOGLIBOSA;VOGLIBOSA;A;A10;A10B;A10BF
A10BG;TIAZOLIDINODIONAS (ANTIDIABETICOS ORALES);THIAZOLIDINEDIONES (ORAL ANTIDIABETICS);A;A10;A10B;A10BG
A10BG01;TROGLITAZONA;Troglitazone;A;A10;A10B;A10BG
A10BG02;ROSIGLITAZONA;ROSIGLITAZONE;A;A10;A10B;A10BG
A10BG03;PIOGLITAZONA;PIOGLITAZONE;A;A10;A10B;A10BG
A10BH;INHIBIDORES DE LA DIPEPTIDIL PEPTIDASA 4 (DDP-4);Dipeptidyl peptidase 4 (DDP-4) inhibitors;A;A10;A10B;A10BH
A10BH01;SITAGLIPTINA;SITAGLIPTIN;A;A10;A10B;A10BH
A10BH02;VILDAGLIPTINA;VILDAGLIPTIN;A;A10;A10B;A10BH
A10BH03;SAXAGLIPTINA;SAXAGLYPTIN;A;A10;A10B;A10BH
A10BH04;ALOGLIPTINA;ALOGLIPTIN;A;A10;A10B;A10BH
A10BH05;LINAGLIPTINA;LINAGLIPTIN;A;A10;A10B;A10BH
A10BJ;Analogos al peptido similar al glucagon (GLP 1);ANALOGUES TO THE GLUCAGON-LIKE PEPTIDE (GLP 1);A;A10;A10B;A10BJ
A10BJ01;Exenatida;EXENATIDE;A;A10;A10B;A10BJ
A10BJ02;Liraglutida;LIRAGLUTIDE;A;A10;A10B;A10BJ
A10BJ03;Lixisenatida;LIXISENATIDE;A;A10;A10B;A10BJ
A10BJ04;Albiglutida;ALBIGLUTIDE;A;A10;A10B;A10BJ
A10BJ05;Dulaglutida;DULAGLUTIDE;A;A10;A10B;A10BJ
A10BJ06;Semaglutida;SEMAGLUTIDE;A;A10;A10B;A10BJ
A10BK;Inhibidores del cotransportador sodio glucosa tipo 2 (SGLT2);SODIUM GLUCOSE COTRANSPORTER TYPE 2 (SGLT2) INHIBITORS;A;A10;A10B;A10BK
A10BK01;Dapagliflozina;DAPAGLIFLOZIN;A;A10;A10B;A10BK
A10BK02;Canagliflozina;CANAGLIFLOZIN;A;A10;A10B;A10BK
A10BK03;Empagliflozina;EMPAGLIFLOZIN;A;A10;A10B;A10BK
A10BK04;ERTUGLIFLOZINA;ERTUGLIFLOZIN;A;A10;A10B;A10BK
A10BX;OTROS ANTIDIABETICOS ORALES, EXCLUIDAS INSULINAS;OTHER ORAL ANTIDIABETICS, EXCLUDING INSULINS;A;A10;A10B;A10BX
A10BX01;GOMA GUAR;GUAR GUM;A;A10;A10B;A10BX
A10BX02;REPAGLINIDA;REPAGLINIDE;A;A10;A10B;A10BX
A10BX03;NATEGLINIDA;NATEGLINIDE;A;A10;A10B;A10BX
c01bc;EXENATIDA;EXENATIDE;c;c01;c01b;c01bc
A10BX06;BENFLUOREX;BENFLUOREX;A;A10;A10B;A10BX
A10BX07;LIRAGLUTIDA;LIRAGLUTIDE;A;A10;A10B;A10BX
A10BX08;MITIGLINIDA;MITIGLINIDE;A;A10;A10B;A10BX
A10BX09;Dapaglifozina;DAPAGLIFOZINE;A;A10;A10B;A10BX
A10BX10;LIXISENATIDA;LIXISENATIDE;A;A10;A10B;A10BX
A10BX13;Albiglutida;ALBIGLUTIDE;A;A10;A10B;A10BX
A10BXNE;OTROS ANTIDIABETICOS ORALES, EXCLUIDAS INSULINAS NE;OTHER ORAL ANTIDIABETICS, EXCLUDING INSULINS NE;A;A10;A10B;A10BX
A11;VITAMINAS;Vitamins;A;A11;;
A11A;MULTIVITAMINAS EN ASOCIACION;MULTIVITAMINS IN ASSOCIATION;A;A11;A11A;
A11AA;MULTIVITAMINAS CON MINERALES;MULTIVITAMINS WITH MINERALS;A;A11;A11A;A11AA
A11AA02;MULTIVITAMINAS CON CALCIO;MULTIVITAMINS WITH CALCIUM;A;A11;A11A;A11AA
A11AA03;MULTIVITAMINAS CON MINERALES;MULTIVITAMINS WITH MINERALS;A;A11;A11A;A11AA
A11AA04;MULTIVITAMINAS CON OLIGOELEMENTOS;MULTIVITAMINS WITH TRACE ELEMENTS;A;A11;A11A;A11AA
A11AANE;MULTIVITAMINAS CON MINERALES NE;MULTIVITAMINS WITH MINERALS NE;A;A11;A11A;A11AA
A11AAO4;MULTIVITAM�NICOS Y OLIGOELEMENTOS;MULTIVITAMINS AND TRACE ELEMENTS;A;A11;A11A;A11AA
A11AB;OTRAS COMBINACIONES DE MULTIVITAMINAS;OTHER MULTIVITAMIN COMBINATIONS;A;A11;A11A;A11AB
A11ABNE;OTRAS COMBINACIONES DE MULTIVITAMINAS NE;OTHER MULTIVITAMIN COMBINATIONS NE;A;A11;A11A;A11AB
A11B;MULTIVITAMINAS SOLAS;MULTIVITAMINS ALONE;A;A11;A11B;
A11BA;MULTIVITAMINAS SOLAS;MULTIVITAMINS ALONE;A;A11;A11B;A11BA
A11BA91;VITAMINA A + E;Vitamin A + E;A;A11;A11B;A11BA
A11BA92;MULTIVITAMINAS SOLAS;MULTIVITAMINS ALONE;A;A11;A11B;A11BA
A11BANE;MULTIVITAMINAS SOLAS NE;MULTIVITAMINS ONLY NE;A;A11;A11B;A11BA
A11C;VITAMINAS A y D;Vitamins A and D;A;A11;A11C;
A11CA;VITAMINA A SOLA;VITAMIN A ONLY;A;A11;A11C;A11CA
A11CA01;RETINOL;RETINOL;A;A11;A11C;A11CA
A11CB;VITAMINAS A y D ASOCIADAS;ASSOCIATED VITAMINS A AND D;A;A11;A11C;A11CB
A11CB91;RETINOL+ERGOCALCIFEROL;RETINOL+ERGOCALCIFEROL;A;A11;A11C;A11CB
A11CBNE;VITAMINAS A y D ASOCIADAS NE;Vitamins A and D associated with NE;A;A11;A11C;A11CB
A11CC;VITAMINA D y ANALOGOS;VITAMIN D AND ANALOGUES;A;A11;A11C;A11CC
A11CC01;ERGOCALCIFEROL;ERGOCALCIFEROL;A;A11;A11C;A11CC
A11CC03;ALFACALCIDOL;ALFACALCIDOL;A;A11;A11C;A11CC
A11CC04;CALCITRIOL;CALCITRIOL;A;A11;A11C;A11CC
A11CC05;COLECALCIFEROL;Cholecalciferol;A;A11;A11C;A11CC
