ATC;Medicamento;Medicamento;Anatomico;Terapeutico;Farmacologico;Quimico
A06ACNE;LAXANTES INCREMENTADORES DEL BOLO INTESTINAL NE;LAXANTES INCREMENTADORES DEL BOLO INTESTINAL NE;A;A06;A06A;A06AC
A06AD;LAXANTES OSMOTICOS;LAXANTES OSMOTICOS;A;A06;A06A;A06AD
A06AD10;SALES DE MAGNESIO EN ASOCIACION;SALES DE MAGNESIO EN ASOCIACION;A;A06;A06A;A06AD
A06AD11;LACTULOSA;LACTULOSA;A;A06;A06A;A06AD
A06AD12;LACTITOL;LACTITOL;A;A06;A06A;A06AD
A06AD13;SODIO SULFATO;SODIO SULFATO;A;A06;A06A;A06AD
A06AD15;MACROGOL;MACROGOL;A;A06;A06A;A06AD
A06AD16;MANITOL;MANITOL;A;A06;A06A;A06AD
A06AD17;SODIO FOSFATO;SODIO FOSFATO;A;A06;A06A;A06AD
A06AD18;SORBITOL;SORBITOL;A;A06;A06A;A06AD
A06AD65;MACROGOL EN ASOCIACION;MACROGOL EN ASOCIACION;A;A06;A06A;A06AD
A06AD91;MAGNESIO HIDROXIDO;MAGNESIO HIDROXIDO;A;A06;A06A;A06AD
A06AD92;SALES DE MAGNESIO ASOC A MANITOL;SALES DE MAGNESIO ASOC A MANITOL;A;A06;A06A;A06AD
A06ADNE;LAXANTES OSMOTICOS NE;LAXANTES OSMOTICOS NE;A;A06;A06A;A06AD
A06AG;ENEMAS;ENEMAS;A;A06;A06A;A06AG
A06AG01;SODIO FOSFATO;SODIO FOSFATO;A;A06;A06A;A06AG
A06AG04;GLICEROL;GLICEROL;A;A06;A06A;A06AG
A06AG10;DOCUSATO DE SODIO;DOCUSATO DE SODIO;A;A06;A06A;A06AG
A06AG11;LAURILSULFATO, INCLUIDO ASOCIACIONES;LAURILSULFATO, INCLUIDO ASOCIACIONES;A;A06;A06A;A06AG
A06AG20;Enemas, combinaciones con;Enemas, combinaciones con;A;A06;A06A;A06AG
A06AG91;ENEMA SOLUCION FISIOLOGICA;ENEMA SOLUCION FISIOLOGICA;A;A06;A06A;A06AG
A06AGNE;ENEMAS NE;ENEMAS NE;A;A06;A06A;A06AG
A06AH;ANTAGONISTAS PERIFERICOS DE LOS RECEPTORES OPIACEOS;ANTAGONISTAS PERIFERICOS DE LOS RECEPTORES OPIACEOS;A;A06;A06A;A06AH
A06AH01;METILNALTREXONA BROMURO;METILNALTREXONA BROMURO;A;A06;A06A;A06AH
A06AH02;ALVIMOPAN;ALVIMOPAN;A;A06;A06A;A06AH
A06AH03;Naloxegol;Naloxegol;A;A06;A06A;A06AH
A06AHNE;ANTAGONISTAS PERIFERICOS DE LOS RECEPTORES OPIACEOS NE;ANTAGONISTAS PERIFERICOS DE LOS RECEPTORES OPIACEOS NE;A;A06;A06A;A06AH
A06AN;LAXANTES NE;LAXANTES NE;A;A06;A06A;A06AN
A06ANNE;LAXANTES NE NE;LAXANTES NE NE;A;A06;A06A;A06AN
A06AX;OTROS LAXANTES;OTROS LAXANTES;A;A06;A06A;A06AX
A06AX01;GLICEROL;GLICEROL;A;A06;A06A;A06AX
A06AX03;Lubiprostona;Lubiprostona;A;A06;A06A;A06AX
A06AX04;Limeclotida;Limeclotida;A;A06;A06A;A06AX
A06AX05;Prucaloprida;Prucaloprida;A;A06;A06A;A06AX
A06AXNE;OTROS LAXANTES NE;OTROS LAXANTES NE;A;A06;A06A;A06AX
A07;ANTIDIARREICOS, ANTIINFECC./ANTINFL.INTESTINALES;ANTIDIARREICOS, ANTIINFECC./ANTINFL.INTESTINALES;A;A07;;
A07A;ANTIINFECCIOSOS INTESTINALES;ANTIINFECCIOSOS INTESTINALES;A;A07;A07A;
A07AA;ANTIBIOTICOS (ANTIINFECCIOSOS INTESTINALES);ANTIBIOTICOS (ANTIINFECCIOSOS INTESTINALES);A;A07;A07A;A07AA
A07AA01;NEOMICINA;NEOMICINA;A;A07;A07A;A07AA
A07AA02;NISTATINA;NISTATINA;A;A07;A07A;A07AA
A07AA05;POLIMIXINA B;POLIMIXINA B;A;A07;A07A;A07AA
A07AA06;PAROMOMICINA;PAROMOMICINA;A;A07;A07A;A07AA
A07AA09;VANCOMICINA;VANCOMICINA;A;A07;A07A;A07AA
A07AA10;COLISTINA;COLISTINA;A;A07;A07A;A07AA
A07AA11;RIFAXIMINA;RIFAXIMINA;A;A07;A07A;A07AA
A07AA12;Fidaxomicina;Fidaxomicina;A;A07;A07A;A07AA
A07AA51;NEOMICINA EN ASOCIACION;NEOMICINA EN ASOCIACION;A;A07;A07A;A07AA
A07AA56;PAROMOMICINA EN ASOCIACION;PAROMOMICINA EN ASOCIACION;A;A07;A07A;A07AA
A07AA91;DIHIDROESTREPTOMICINA;DIHIDROESTREPTOMICINA;A;A07;A07A;A07AA
A07AANE;ANTIBIOTICOS (ANTIINFECCIOSOS INTESTINALES) NE;ANTIBIOTICOS (ANTIINFECCIOSOS INTESTINALES) NE;A;A07;A07A;A07AA
A07AX;OTROS ANTINFECCIOSOS INTESTINALES;OTROS ANTINFECCIOSOS INTESTINALES;A;A07;A07A;A07AX
A07AXNE;OTROS ANTINFECCIOSOS INTESTINALES NE;OTROS ANTINFECCIOSOS INTESTINALES NE;A;A07;A07A;A07AX
A07B;ADSORBENTES INTESTINALES;ADSORBENTES INTESTINALES;A;A07;A07B;
A07BA;PREPARADOS DE CARBON;PREPARADOS DE CARBON;A;A07;A07B;A07BA
A07BA01;CARBON ACTIVADO MEDICINAL;CARBON ACTIVADO MEDICINAL;A;A07;A07B;A07BA
A07BC;OTROS ADSORBENTES INTESTINALES;OTROS ADSORBENTES INTESTINALES;A;A07;A07B;A07BC
A07BC01;PECTINA;PECTINA;A;A07;A07B;A07BC
A07BC05;DIOSMECTITA;DIOSMECTITA;A;A07;A07B;A07BC
A07BCNE;OTROS ADSORBENTES INTESTINALES NE;OTROS ADSORBENTES INTESTINALES NE;A;A07;A07B;A07BC
A07C;ELECTROLITOS CON CARBOHIDRATOS;ELECTROLITOS CON CARBOHIDRATOS;A;A07;A07C;
A07CA;FORMULACIONES DE SALES PARA REHIDRATACION ORAL;FORMULACIONES DE SALES PARA REHIDRATACION ORAL;A;A07;A07C;A07CA
A07CA91;SALES PARA REHIDRATACION ORAL;SALES PARA REHIDRATACION ORAL;A;A07;A07C;A07CA
A07CANE;FORMULACIONES DE SALES PARA REHIDRATACION ORAL NE;FORMULACIONES DE SALES PARA REHIDRATACION ORAL NE;A;A07;A07C;A07CA
A07D;ANTIPROPULSIVOS;ANTIPROPULSIVOS;A;A07;A07D;
A07DA;ANTIPROPULSIVOS;ANTIPROPULSIVOS;A;A07;A07D;A07DA
A07DA01;DIFENOXILATO;DIFENOXILATO;A;A07;A07D;A07DA
A07DA02;OPIO EXTO;OPIO EXTO;A;A07;A07D;A07DA
A07DA03;LOPERAMIDA;LOPERAMIDA;A;A07;A07D;A07DA
A07DA06; Eluxadolina; Eluxadolina;A;A07;A07D;A07DA
A07DA52;OPIO EXTO. EN ASOCIACION;OPIO EXTO. EN ASOCIACION;A;A07;A07D;A07DA
A07DA53;LOPERAMIDA EN ASOCIACION;LOPERAMIDA EN ASOCIACION;A;A07;A07D;A07DA
A07DA91;ETILMORFINA EN ASOCIACION;ETILMORFINA EN ASOCIACION;A;A07;A07D;A07DA
A07DANE;ANTIPROPULSIVOS NE;ANTIPROPULSIVOS NE;A;A07;A07D;A07DA
A07E;ANTIINFLAMATORIOS INTESTINALES;ANTIINFLAMATORIOS INTESTINALES;A;A07;A07E;
A07EA;CORTICOSTEROIDES ACCION LOCAL (ANTIINFLAMAT.INTESTINALES);CORTICOSTEROIDES ACCION LOCAL (ANTIINFLAMAT.INTESTINALES);A;A07;A07E;A07EA
A07EA05;TIXOCORTOL;TIXOCORTOL;A;A07;A07E;A07EA
A07EA06;BUDESONIDA;BUDESONIDA;A;A07;A07E;A07EA
A07EA07;BECLOMETASONA;BECLOMETASONA;A;A07;A07E;A07EA
A07EA91;TRIAMCINOLONA;TRIAMCINOLONA;A;A07;A07E;A07EA
A07EB;ANTIALERGICOS (ANTIINFLAMATORIOS INTESTINALES);ANTIALERGICOS (ANTIINFLAMATORIOS INTESTINALES);A;A07;A07E;A07EB
A07EB01;CROMOGLICICO ACIDO;CROMOGLICICO ACIDO;A;A07;A07E;A07EB
A07EC;ACIDO AMINOSALICILICO Y DERIVADOS (ANTIINFLAMAT.INTEST.);ACIDO AMINOSALICILICO Y DERIVADOS (ANTIINFLAMAT.INTEST.);A;A07;A07E;A07EC
A07EC01;SULFASALAZINA;SULFASALAZINA;A;A07;A07E;A07EC
A07EC02;MESALAZINA;MESALAZINA;A;A07;A07E;A07EC
A07EC03;OLSALAZINA;OLSALAZINA;A;A07;A07E;A07EC
A07EC04;BALSALAZIDA;BALSALAZIDA;A;A07;A07E;A07EC
A07F;MICROORGANISMOS ANTIDIARREICOS;MICROORGANISMOS ANTIDIARREICOS;A;A07;A07F;
A07FA;MICROORGANISMOS ANTIDIARREICOS;MICROORGANISMOS ANTIDIARREICOS;A;A07;A07F;A07FA
A07FA01;MICROORGANISMOS PRODUCT. ACIDO LACTICO;MICROORGANISMOS PRODUCT. ACIDO LACTICO;A;A07;A07F;A07FA
A07FA02;SACCHAROMYCES BOULARDII;SACCHAROMYCES BOULARDII;A;A07;A07F;A07FA
A07FA51;MICROORGANISMOS PRODUCTORES ACIDO LACTICO EN ASOCIACION;MICROORGANISMOS PRODUCTORES ACIDO LACTICO EN ASOCIACION;A;A07;A07F;A07FA
A07X;OTROS ANTIDIARREICOS;OTROS ANTIDIARREICOS;A;A07;A07X;
A07XA;OTROS ANTIDIARREICOS;OTROS ANTIDIARREICOS;A;A07;A07X;A07XA
A07XA01;TANATO ALBUMINA;TANATO ALBUMINA;A;A07;A07X;A07XA
A07XA04;RACECADOTRILO;RACECADOTRILO;A;A07;A07X;A07XA
A07XA05; TELOTRISTAT; TELOTRISTAT;A;A07;A07X;A07XA
A08;PREPARADOS CONTRA LA OBESIDAD, EXCLUIDOS DIETETICOS;PREPARADOS CONTRA LA OBESIDAD, EXCLUIDOS DIETETICOS;A;A08;;
A08A;PREPARADOS CONTRA LA OBESIDAD, EXCLUIDOS DIETETICOS;PREPARADOS CONTRA LA OBESIDAD, EXCLUIDOS DIETETICOS;A;A08;A08A;
A08AA;PREPARADOS CONTRA LA OBESIDAD DE ACCION SOBRE EL SNC;PREPARADOS CONTRA LA OBESIDAD DE ACCION SOBRE EL SNC;A;A08;A08A;A08AA
A08AA02;FENFLURAMINA;FENFLURAMINA;A;A08;A08A;A08AA
A08AA03;AMFEPRAMONA;AMFEPRAMONA;A;A08;A08A;A08AA
A08AA04;Dexfenfluramina;Dexfenfluramina;A;A08;A08A;A08AA
A08AA05;MAZINDOL;MAZINDOL;A;A08;A08A;A08AA
A08AA08;CLOBENZOREX;CLOBENZOREX;A;A08;A08A;A08AA
A08AA10;SIBUTRAMINA;SIBUTRAMINA;A;A08;A08A;A08AA
A08AA62;Bupropion y naltrexona;Bupropion y naltrexona;A;A08;A08A;A08AA
A08AANE;PREPARADOS CONTRA LA OBESIDAD DE ACCION SOBRE EL SNC NE;PREPARADOS CONTRA LA OBESIDAD DE ACCION SOBRE EL SNC NE;A;A08;A08A;A08AA
A08AB;PREPARADOS CONTRA LA OBESIDAD DE ACCION PERIFERICA;PREPARADOS CONTRA LA OBESIDAD DE ACCION PERIFERICA;A;A08;A08A;A08AB
A08AB01;ORLISTAT;ORLISTAT;A;A08;A08A;A08AB
A08AX;OTROS PREPARADOS CONTRA LA OBESIDAD;OTROS PREPARADOS CONTRA LA OBESIDAD;A;A08;A08A;A08AX
A08AX01;RIMONABANT;RIMONABANT;A;A08;A08A;A08AX
A08AXNE;OTROS PREPARADOS CONTRA LA OBESIDAD NE;OTROS PREPARADOS CONTRA LA OBESIDAD NE;A;A08;A08A;A08AX
A09;DIGESTIVOS, INCLUIDOS ENZIMAS;DIGESTIVOS, INCLUIDOS ENZIMAS;A;A09;;
A09A;DIGESTIVOS, INCLUIDOS ENZIMAS;DIGESTIVOS, INCLUIDOS ENZIMAS;A;A09;A09A;
A09AA;ENZIMAS DIGESTIVOS;ENZIMAS DIGESTIVOS;A;A09;A09A;A09AA
A09AA02;MULTIENZIMAS (LIPASA,PROTEASA,AMILASA);MULTIENZIMAS (LIPASA,PROTEASA,AMILASA);A;A09;A09A;A09AA
A09AA04;TILACTASE;TILACTASE;A;A09;A09A;A09AA
A09AA52;MULTIENZIMAS ASOC. A OTRAS SUSTANCIAS;MULTIENZIMAS ASOC. A OTRAS SUSTANCIAS;A;A09;A09A;A09AA
A09AA91;PAPAINA;PAPAINA;A;A09;A09A;A09AA
A09AA93;PANCREAS EXTO SECO;PANCREAS EXTO SECO;A;A09;A09A;A09AA
A09AANE;ENZIMAS DIGESTIVOS NE;ENZIMAS DIGESTIVOS NE;A;A09;A09A;A09AA
A09AC;ASOCIACIONES DE ENZIMAS Y ACIDOS;ASOCIACIONES DE ENZIMAS Y ACIDOS;A;A09;A09A;A09AC
A09AC01;PEPSINA EN ASOCIACION CON ACIDOS;PEPSINA EN ASOCIACION CON ACIDOS;A;A09;A09A;A09AC
A09ACNE;ASOCIACIONES DE ENZIMAS Y ACIDOS NE;ASOCIACIONES DE ENZIMAS Y ACIDOS NE;A;A09;A09A;A09AC
A10;ANTIDIABETICOS;ANTIDIABETICOS;A;A10;;
A10A;INSULINAS Y ANALOGOS;INSULINAS Y ANALOGOS;A;A10;A10A;
A10AB;INSULINAS Y ANALOGOS DE ACCION RAPIDA PARA INYECCION;INSULINAS Y ANALOGOS DE ACCION RAPIDA PARA INYECCION;A;A10;A10A;A10AB
A10AB01;INSULINA HUMANA ACCION RAPIDA;INSULINA HUMANA ACCION RAPIDA;A;A10;A10A;A10AB
A10AB02;INSULINA TERNERA ACCION RAPIDA;INSULINA TERNERA ACCION RAPIDA;A;A10;A10A;A10AB
A10AB03;INSULINA CERDO ACCION RAPIDA;INSULINA CERDO ACCION RAPIDA;A;A10;A10A;A10AB
A10AB04;INSULINA LISPRO ACCION RAPIDA;INSULINA LISPRO ACCION RAPIDA;A;A10;A10A;A10AB
A10AB05;INSULINA ASPART ACCION RAPIDA;INSULINA ASPART ACCION RAPIDA;A;A10;A10A;A10AB
A10AB06;INSULINA GLULISINA;INSULINA GLULISINA;A;A10;A10A;A10AB
A10AB30;INSULINAS EN ASOCIACION ACCION RAPIDA;INSULINAS EN ASOCIACION ACCION RAPIDA;A;A10;A10A;A10AB
A10AC;INSULINAS Y ANALOGOS ACCION INTERMEDIA PARA INYECCION;INSULINAS Y ANALOGOS ACCION INTERMEDIA PARA INYECCION;A;A10;A10A;A10AC
A10AC01;INSULINA HUMANA ACCION INTERMEDIA;INSULINA HUMANA ACCION INTERMEDIA;A;A10;A10A;A10AC
A10AC02;INSULINA TERNERA ACCION INTERMEDIA;INSULINA TERNERA ACCION INTERMEDIA;A;A10;A10A;A10AC
A10AC03;INSULINA CERDO ACCION INTERMEDIA;INSULINA CERDO ACCION INTERMEDIA;A;A10;A10A;A10AC
A10AC04;INSULINA LISPRO ACCION INTERMEDIA;INSULINA LISPRO ACCION INTERMEDIA;A;A10;A10A;A10AC
A10AC30;INSULINAS EN ASOCIACION ACCION INTERMEDIA;INSULINAS EN ASOCIACION ACCION INTERMEDIA;A;A10;A10A;A10AC
A10AD;INSULINAS Y ANALOGOS ACCION INTERMEDIA+RAPIDA PARA INYECCION;INSULINAS Y ANALOGOS ACCION INTERMEDIA+RAPIDA PARA INYECCION;A;A10;A10A;A10AD
A10AD01;INSULINA HUMANA ACCION INTERMEDIA+RAPIDA;INSULINA HUMANA ACCION INTERMEDIA+RAPIDA;A;A10;A10A;A10AD
A10AD02;INSULINA TERNERA ACCION INTERMEDIA+RAPIDA;INSULINA TERNERA ACCION INTERMEDIA+RAPIDA;A;A10;A10A;A10AD
A10AD03;INSULINA CERDO ACCION INTERMEDIA+RAPIDA;INSULINA CERDO ACCION INTERMEDIA+RAPIDA;A;A10;A10A;A10AD
A10AD04;INSULINA LISPRO ACCION INTERMEDIA+RAPIDA;INSULINA LISPRO ACCION INTERMEDIA+RAPIDA;A;A10;A10A;A10AD
A10AD05;INSULINA ASPART ACCION INTERMEDIA+RAPIDA;INSULINA ASPART ACCION INTERMEDIA+RAPIDA;A;A10;A10A;A10AD
A10AD06; Insulina degludec e insulina asparta; Insulina degludec e insulina asparta;A;A10;A10A;A10AD
A10AD30;INSULINAS EN ASOCIACION ACCION INTERMEDIA+RAPIDA;INSULINAS EN ASOCIACION ACCION INTERMEDIA+RAPIDA;A;A10;A10A;A10AD
A10AE;INSULINAS Y ANALOGOS ACCION LENTA PARA INYECCION;INSULINAS Y ANALOGOS ACCION LENTA PARA INYECCION;A;A10;A10A;A10AE
A10AE01;INSULINA HUMANA ACCION LENTA;INSULINA HUMANA ACCION LENTA;A;A10;A10A;A10AE
A10AE02;INSULINA TERNERA ACCION LENTA;INSULINA TERNERA ACCION LENTA;A;A10;A10A;A10AE
A10AE03;INSULINA CERDO ACCION LENTA;INSULINA CERDO ACCION LENTA;A;A10;A10A;A10AE
A10AE04;INSULINA GLARGINA ACCION LENTA;INSULINA GLARGINA ACCION LENTA;A;A10;A10A;A10AE
A10AE05;INSULINA DETEMIR;INSULINA DETEMIR;A;A10;A10A;A10AE
A10AE06;Insulina degludec;Insulina degludec;A;A10;A10A;A10AE
A10AE30;INSULINAS EN ASOCIACION ACCION LENTA;INSULINAS EN ASOCIACION ACCION LENTA;A;A10;A10A;A10AE
A10AE54; Insulina glargina y lixisenatida; Insulina glargina y lixisenatida;A;A10;A10A;A10AE
A10AE56; Insulina Degludec y Liraglutida; Insulina Degludec y Liraglutida;A;A10;A10A;A10AE
A10AENE;INSULINAS Y ANALOGOS ACCION LENTA PARA INYECCION NE;INSULINAS Y ANALOGOS ACCION LENTA PARA INYECCION NE;A;A10;A10A;A10AE
A10AF;INSULINAS Y ANALOGOS PARA INHALACION;INSULINAS Y ANALOGOS PARA INHALACION;A;A10;A10A;A10AF
A10AF01;INSULINA INHALADA HUMANA;INSULINA INHALADA HUMANA;A;A10;A10A;A10AF
A10B;ANTIDIABETICOS ORALES, EXCL. INSULINAS;ANTIDIABETICOS ORALES, EXCL. INSULINAS;A;A10;A10B;
A10BA;BIGUANIDAS (ANTIDIABETICOS ORALES);BIGUANIDAS (ANTIDIABETICOS ORALES);A;A10;A10B;A10BA
A10BA01;FENFORMINA;FENFORMINA;A;A10;A10B;A10BA
A10BA02;METFORMINA;METFORMINA;A;A10;A10B;A10BA
A10BA03;BUFORMINA;BUFORMINA;A;A10;A10B;A10BA
A10BB;SULFONILUREAS (ANTIDIABETICOS ORALES);SULFONILUREAS (ANTIDIABETICOS ORALES);A;A10;A10B;A10BB
A10BB01;GLIBENCLAMIDA;GLIBENCLAMIDA;A;A10;A10B;A10BB
A10BB02;CLORPROPAMIDA;CLORPROPAMIDA;A;A10;A10B;A10BB
A10BB03;TOLBUTAMIDA;TOLBUTAMIDA;A;A10;A10B;A10BB
A10BB07;GLIPIZIDA;GLIPIZIDA;A;A10;A10B;A10BB
A10BB08;GLIQUIDONA;GLIQUIDONA;A;A10;A10B;A10BB
A10BB09;GLICLAZIDA;GLICLAZIDA;A;A10;A10B;A10BB
A10BB12;GLIMEPIRIDA;GLIMEPIRIDA;A;A10;A10B;A10BB
A10BB91;GLISENTIDA;GLISENTIDA;A;A10;A10B;A10BB
A10BBNE;SULFONILUREAS (ANTIDIABETICOS ORALES) NE;SULFONILUREAS (ANTIDIABETICOS ORALES) NE;A;A10;A10B;A10BB
A10BD;HIPOGLUCEMIANTES ORALES EN ASOCIACION;HIPOGLUCEMIANTES ORALES EN ASOCIACION;A;A10;A10B;A10BD
A10BD02;METFORMINA + GLIBENCAMIDA;METFORMINA + GLIBENCAMIDA;A;A10;A10B;A10BD
A10BD03;METFORMINA + ROSIGLITAZONA;METFORMINA + ROSIGLITAZONA;A;A10;A10B;A10BD
A10BD04;GLIMEPIRIDA + ROSIGLITAZONA;GLIMEPIRIDA + ROSIGLITAZONA;A;A10;A10B;A10BD
A10BD05;METFORMINA + PIOGLITAZONA;METFORMINA + PIOGLITAZONA;A;A10;A10B;A10BD
A10BD06;GLIMEPIRIDA + PIOGLITAZONA;GLIMEPIRIDA + PIOGLITAZONA;A;A10;A10B;A10BD
A10BD07;METFORMINA + SITAGLIPTINA;METFORMINA + SITAGLIPTINA;A;A10;A10B;A10BD
A10BD08;METFORMINA + VILDAGLIPTINA;METFORMINA + VILDAGLIPTINA;A;A10;A10B;A10BD
A10BD09;PIOGLITAZONA + ALOGLIPTINA;PIOGLITAZONA + ALOGLIPTINA;A;A10;A10B;A10BD
A10BD10;METFORMINA + SAXAGLIPTINA;METFORMINA + SAXAGLIPTINA;A;A10;A10B;A10BD
A10BD11;Metformina y linagliptina;Metformina y linagliptina;A;A10;A10B;A10BD
A10BD13;Metformina y Alogliptina;Metformina y Alogliptina;A;A10;A10B;A10BD
A10BD15;Metformina y Dapagliflozina;Metformina y Dapagliflozina;A;A10;A10B;A10BD
A10BD16;Metformina y canagliflozina;Metformina y canagliflozina;A;A10;A10B;A10BD
A10BD19; Linagliptina y Empagliflozina; Linagliptina y Empagliflozina;A;A10;A10B;A10BD
A10BD20;Metformina y Empagliflozina;Metformina y Empagliflozina;A;A10;A10B;A10BD
A10BD21;Saxagliptina y Dapagliflozina;Saxagliptina y Dapagliflozina;A;A10;A10B;A10BD
A10BD23;metformina y ertugliflozina;metformina y ertugliflozina;A;A10;A10B;A10BD
A10BDNE;HIPOGLUCEMIANTES ORALES EN ASOCIACION NE;HIPOGLUCEMIANTES ORALES EN ASOCIACION NE;A;A10;A10B;A10BD
A10BF;INHIBIDORES ALFA-GLUCOSIDASA (ANTIDIABETICOS ORALES);INHIBIDORES ALFA-GLUCOSIDASA (ANTIDIABETICOS ORALES);A;A10;A10B;A10BF
A10BF01;ACARBOSA;ACARBOSA;A;A10;A10B;A10BF
A10BF02;MIGLITOL;MIGLITOL;A;A10;A10B;A10BF
A10BF03;VOGLIBOSA;VOGLIBOSA;A;A10;A10B;A10BF
A10BG;TIAZOLIDINODIONAS (ANTIDIABETICOS ORALES);TIAZOLIDINODIONAS (ANTIDIABETICOS ORALES);A;A10;A10B;A10BG
A10BG01;TROGLITAZONA;TROGLITAZONA;A;A10;A10B;A10BG
A10BG02;ROSIGLITAZONA;ROSIGLITAZONA;A;A10;A10B;A10BG
A10BG03;PIOGLITAZONA;PIOGLITAZONA;A;A10;A10B;A10BG
A10BH;INHIBIDORES DE LA DIPEPTIDIL PEPTIDASA 4 (DDP-4);INHIBIDORES DE LA DIPEPTIDIL PEPTIDASA 4 (DDP-4);A;A10;A10B;A10BH
A10BH01;SITAGLIPTINA;SITAGLIPTINA;A;A10;A10B;A10BH
A10BH02;VILDAGLIPTINA;VILDAGLIPTINA;A;A10;A10B;A10BH
A10BH03;SAXAGLIPTINA;SAXAGLIPTINA;A;A10;A10B;A10BH
A10BH04;ALOGLIPTINA;ALOGLIPTINA;A;A10;A10B;A10BH
A10BH05;LINAGLIPTINA;LINAGLIPTINA;A;A10;A10B;A10BH
A10BJ;Analogos al peptido similar al glucagon (GLP 1);Analogos al peptido similar al glucagon (GLP 1);A;A10;A10B;A10BJ
A10BJ01;Exenatida;Exenatida;A;A10;A10B;A10BJ
A10BJ02;Liraglutida;Liraglutida;A;A10;A10B;A10BJ
A10BJ03;Lixisenatida;Lixisenatida;A;A10;A10B;A10BJ
A10BJ04;Albiglutida;Albiglutida;A;A10;A10B;A10BJ
A10BJ05;Dulaglutida;Dulaglutida;A;A10;A10B;A10BJ
A10BJ06;Semaglutida;Semaglutida;A;A10;A10B;A10BJ
A10BK;Inhibidores del cotransportador sodio glucosa tipo 2 (SGLT2);Inhibidores del cotransportador sodio glucosa tipo 2 (SGLT2);A;A10;A10B;A10BK
A10BK01;Dapagliflozina;Dapagliflozina;A;A10;A10B;A10BK
A10BK02;Canagliflozina;Canagliflozina;A;A10;A10B;A10BK
A10BK03;Empagliflozina;Empagliflozina;A;A10;A10B;A10BK
A10BK04;ERTUGLIFLOZINA;ERTUGLIFLOZINA;A;A10;A10B;A10BK
A10BX;OTROS ANTIDIABETICOS ORALES, EXCLUIDAS INSULINAS;OTROS ANTIDIABETICOS ORALES, EXCLUIDAS INSULINAS;A;A10;A10B;A10BX
A10BX01;GOMA GUAR;GOMA GUAR;A;A10;A10B;A10BX
A10BX02;REPAGLINIDA;REPAGLINIDA;A;A10;A10B;A10BX
A10BX03;NATEGLINIDA;NATEGLINIDA;A;A10;A10B;A10BX
c01bc;EXENATIDA;EXENATIDA;c;c01;c01b;c01bc
A10BX06;BENFLUOREX;BENFLUOREX;A;A10;A10B;A10BX
A10BX07;LIRAGLUTIDA;LIRAGLUTIDA;A;A10;A10B;A10BX
A10BX08;MITIGLINIDA;MITIGLINIDA;A;A10;A10B;A10BX
A10BX09;Dapaglifozina;Dapaglifozina;A;A10;A10B;A10BX
A10BX10;LIXISENATIDA;LIXISENATIDA;A;A10;A10B;A10BX
A10BX13;Albiglutida;Albiglutida;A;A10;A10B;A10BX
A10BXNE;OTROS ANTIDIABETICOS ORALES, EXCLUIDAS INSULINAS NE;OTROS ANTIDIABETICOS ORALES, EXCLUIDAS INSULINAS NE;A;A10;A10B;A10BX
A11;VITAMINAS;VITAMINAS;A;A11;;
A11A;MULTIVITAMINAS EN ASOCIACION;MULTIVITAMINAS EN ASOCIACION;A;A11;A11A;
A11AA;MULTIVITAMINAS CON MINERALES;MULTIVITAMINAS CON MINERALES;A;A11;A11A;A11AA
A11AA02;MULTIVITAMINAS CON CALCIO;MULTIVITAMINAS CON CALCIO;A;A11;A11A;A11AA
A11AA03;MULTIVITAMINAS CON MINERALES;MULTIVITAMINAS CON MINERALES;A;A11;A11A;A11AA
A11AA04;MULTIVITAMINAS CON OLIGOELEMENTOS;MULTIVITAMINAS CON OLIGOELEMENTOS;A;A11;A11A;A11AA
A11AANE;MULTIVITAMINAS CON MINERALES NE;MULTIVITAMINAS CON MINERALES NE;A;A11;A11A;A11AA
A11AAO4;MULTIVITAM�NICOS Y OLIGOELEMENTOS;MULTIVITAM�NICOS Y OLIGOELEMENTOS;A;A11;A11A;A11AA
A11AB;OTRAS COMBINACIONES DE MULTIVITAMINAS;OTRAS COMBINACIONES DE MULTIVITAMINAS;A;A11;A11A;A11AB
A11ABNE;OTRAS COMBINACIONES DE MULTIVITAMINAS NE;OTRAS COMBINACIONES DE MULTIVITAMINAS NE;A;A11;A11A;A11AB
A11B;MULTIVITAMINAS SOLAS;MULTIVITAMINAS SOLAS;A;A11;A11B;
A11BA;MULTIVITAMINAS SOLAS;MULTIVITAMINAS SOLAS;A;A11;A11B;A11BA
A11BA91;VITAMINA A + E;VITAMINA A + E;A;A11;A11B;A11BA
A11BA92;MULTIVITAMINAS SOLAS;MULTIVITAMINAS SOLAS;A;A11;A11B;A11BA
A11BANE;MULTIVITAMINAS SOLAS NE;MULTIVITAMINAS SOLAS NE;A;A11;A11B;A11BA
A11C;VITAMINAS A y D;VITAMINAS A y D;A;A11;A11C;
A11CA;VITAMINA A SOLA;VITAMINA A SOLA;A;A11;A11C;A11CA
A11CA01;RETINOL;RETINOL;A;A11;A11C;A11CA
A11CB;VITAMINAS A y D ASOCIADAS;VITAMINAS A y D ASOCIADAS;A;A11;A11C;A11CB
A11CB91;RETINOL+ERGOCALCIFEROL;RETINOL+ERGOCALCIFEROL;A;A11;A11C;A11CB
A11CBNE;VITAMINAS A y D ASOCIADAS NE;VITAMINAS A y D ASOCIADAS NE;A;A11;A11C;A11CB
