Gene_ID;Gene;Entity1_type;Disease_ID;Disease;Entity2_type;LADME
PA126;CYP2C9;GENE;PA446023;VASCULITIS;DISEASE;
PA126;CYP2C9;GENE;PA446065;WEGENER GRANULOMATOSIS;DISEASE;
PA126;CYP2C9;GENE;PA446969;VENOUS THROMBOSIS;DISEASE;
PA126;CYP2C9;GENE;PA447054;STROKE;DISEASE;
PA126;CYP2C9;GENE;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA126;CYP2C9;GENE;PA447208;MENTAL DISORDERS;DISEASE;
PA126;CYP2C9;GENE;PA447215;PSYCHOTIC DISORDERS;DISEASE;PD
PA126;CYP2C9;GENE;PA447230;HIV INFECTIONS;DISEASE;
PA126;CYP2C9;GENE;PA447276;THROMBOSIS OF CEREBRAL VEINS;DISEASE;
PA126;CYP2C9;GENE;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA126;CYP2C9;GENE;PA447298;VENOUS THROMBOEMBOLISM;DISEASE;
PA126;CYP2C9;GENE;PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;
PA134944654;EXOC4;GENE;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA26681;CNR1;GENE;PA128406954;WEIGHT GAIN;DISEASE;
PA26681;CNR1;GENE;PA153906318;AUTISM SPECTRUM DISORDER;DISEASE;PD
PA26681;CNR1;GENE;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA26681;CNR1;GENE;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA26681;CNR1;GENE;PA446878;COCAINE DEPENDENCE;DISEASE;
PA26681;CNR1;GENE;PA447215;PSYCHOTIC DISORDER;DISEASE;PD
PA26681;CNR1;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA28585;GATA2;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;
PA29226;HDAC1;GENE;PA443450;ASTHMA;DISEASE;PD
PA31657;NME4;GENE;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;
PA29349;HNF4A;GENE;PA443340;ANEMIA;DISEASE;PD
PA29349;HNF4A;GENE;PA444065;EPILEPSY;DISEASE;PD
PA29349;HNF4A;GENE;PA445046;NASOPHARYNGEAL NEOPLASMS;DISEASE;PD
PA29349;HNF4A;GENE;PA447230;HIV INFECTIOUS DISEASE;DISEASE;
PA35041;COL1A1;GENE;PA444065;EPILEPSY;DISEASE;PD
PA35041;COL1A1;GENE;PA445190;OSTEOPOROSIS;DISEASE;
PA211;KCNE1;GENE;PA447300;ACQUIRED LONG QT SYNDROME (ALQTS);DISEASE;PD
PA27821;EPHA5;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA27821;EPHA5;GENE;PA445204;OVARIAN NEOPLASMS;DISEASE;PD
PA27821;EPHA5;GENE;PA445301;PERIPHERAL NERVOUS SYSTEM DISEASES;DISEASE;PD
PA38544;ZDHHC3;GENE;PA165108401;ACUTE CORONARY SYNDROME;DISEASE;PD
PA38544;ZDHHC3;GENE;PA166129560;MAJOR ADVERSE CARDIAC EVENTS (MACE);DISEASE;PD
PA31826;NUCB2;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA390;ABCG2;GENE;PA151958383;GASTROINTESTINAL STROMAL TUMORS;DISEASE;PD
PA390;ABCG2;GENE;PA166163391;STATIN-RELATED MYOPATHY;DISEASE;PD
PA390;ABCG2;GENE;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA390;ABCG2;GENE;PA443459;ATRIAL FIBRILLATION;DISEASE;
PA390;ABCG2;GENE;PA443557;BRAIN NEOPLASMS;DISEASE;
PA390;ABCG2;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA390;ABCG2;GENE;PA443580;BURKITT LYMPHOMA;DISEASE;PD
PA390;ABCG2;GENE;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA390;ABCG2;GENE;PA443658;CENTRAL NERVOUS SYSTEM INFECTIOUS DISORDER;DISEASE;
PA390;ABCG2;GENE;PA443937;DRUG TOXICITY;DISEASE;PD
PA390;ABCG2;GENE;PA444065;EPILEPSY;DISEASE;
PA390;ABCG2;GENE;PA444101;ESOPHAGEAL NEOPLASMS;DISEASE;
PA390;ABCG2;GENE;PA444318;GOUT;DISEASE;PD
PA390;ABCG2;GENE;PA444516;HYPERCHOLESTEROLEMIA;DISEASE;PD
PA390;ABCG2;GENE;PA444818;LUNG NEOPLASMS;DISEASE;PD
PA390;ABCG2;GENE;PA445019;MYOCARDIAL INFARCTION;DISEASE;PD
PA390;ABCG2;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA390;ABCG2;GENE;PA445451;PSORIASIS;DISEASE;PD
PA390;ABCG2;GENE;PA445601;OSTEOSARCOMA;DISEASE;PD
PA390;ABCG2;GENE;PA445742;STOMACH NEOPLASMS;DISEASE;
PA390;ABCG2;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA390;ABCG2;GENE;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA390;ABCG2;GENE;PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PD
PA390;ABCG2;GENE;PA446309;LYMPHOMA, T-CELL;DISEASE;PD
PA390;ABCG2;GENE;PA446432;BETA-THALASSEMIA AND RELATED DISEASES;DISEASE;PD
PA390;ABCG2;GENE;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA28978;GRIN1;GENE;PA447215;PSYCHOTIC DISORDER;DISEASE;PD
PA370;KCNAB1;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA29016;GSTA1;GENE;PA134850491;TRANSPLANTATION;DISEASE;
PA29016;GSTA1;GENE;PA160680212;LYMPHOMA, LARGE B-CELL, DIFFUSE;DISEASE;PD
PA29016;GSTA1;GENE;PA443340;ANEMIA;DISEASE;PD
PA29016;GSTA1;GENE;PA444823;LUPUS NEPHRITIS;DISEASE;PD
PA29016;GSTA1;GENE;PA445204;OVARIAN NEOPLASMS;DISEASE;PD
PA29016;GSTA1;GENE;PA445594;SARCOMA;DISEASE;PD
PA20;ACHE;GENE;PA443319;ALZHEIMER DISEASE;DISEASE;PD
PA36394;TCF7L2;GENE;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;PD
PA36394;TCF7L2;GENE;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA36394;TCF7L2;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA36394;TCF7L2;GENE;PA447247;LIVER TRANSPLANTATION;DISEASE;PD
PA162402278;RUNDC3B;GENE;PA151958383;GASTROINTESTINAL STROMAL TUMORS;DISEASE;PD
PA162402278;RUNDC3B;GENE;PA443937;DRUG TOXICITY;DISEASE;PD
PA96;CCNE1;GENE;PA443512;URINARY BLADDER NEOPLASMS;DISEASE;
PA29966;ITIH3;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA329;SLC22A1;GENE;PA151958383;GASTROINTESTINAL STROMAL TUMORS;DISEASE;PD
PA329;SLC22A1;GENE;PA166124386;GASTROINTESTINAL TOXICITY;DISEASE;PD
PA329;SLC22A1;GENE;PA166129521;SEDATION;DISEASE;
PA329;SLC22A1;GENE;PA443886;DIABETES MELLITUS;DISEASE;PD
PA329;SLC22A1;GENE;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA329;SLC22A1;GENE;PA443928;DIZZINESS;DISEASE;
PA329;SLC22A1;GENE;PA443937;DRUG TOXICITY;DISEASE;
PA329;SLC22A1;GENE;PA444065;EPILEPSY;DISEASE;
PA329;SLC22A1;GENE;PA444354;HEADACHE;DISEASE;
PA329;SLC22A1;GENE;PA444614;INFECTION;DISEASE;
PA329;SLC22A1;GENE;PA445048;NAUSEA;DISEASE;
PA329;SLC22A1;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA329;SLC22A1;GENE;PA445208;PAIN;DISEASE;
PA329;SLC22A1;GENE;PA445254;PARKINSON DISEASE;DISEASE;PD
PA329;SLC22A1;GENE;PA446155;PRECURSOR CELL LYMPHOBLASTIC LEUKEMIA-LYMPHOMA;DISEASE;
PA329;SLC22A1;GENE;PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PD
PA162398608;PALB2;GENE;PA445425;PROSTATIC NEOPLASMS;DISEASE;
PA26609;CLOCK;GENE;PA443450;ASTHMA;DISEASE;PD
PA26609;CLOCK;GENE;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA162410599;ZNF804A;GENE;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA162410599;ZNF804A;GENE;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA162410599;ZNF804A;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA165660191;C5ORF56;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA30167;KLRD1;GENE;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA134991964;TEX10;GENE;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA38295;SLC22A11;GENE;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA25128;ATP5F1E;GENE;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA217;KCNJ11;GENE;PA150527845;PERSISTENT HYPERINSULINEMIA HYPOGLYCEMIA OF INFANCY;DISEASE;
PA217;KCNJ11;GENE;PA152530787;DIABETES, PERMANENT NEONATAL (PNDM);DISEASE;
PA217;KCNJ11;GENE;PA443635;CARDIOVASCULAR DISEASES;DISEASE;
PA217;KCNJ11;GENE;PA443886;DIABETES MELLITUS;DISEASE;PD
PA217;KCNJ11;GENE;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA162392705;KAT2B;GENE;PA446876;SUBSTANCE-RELATED DISORDERS;DISEASE;PD
PA33942;PTEN;GENE;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA33942;PTEN;GENE;PA444342;HAMARTOMA SYNDROME, MULTIPLE;DISEASE;
PA33942;PTEN;GENE;PA445058;METASTATIC NEOPLASM;DISEASE;PD
PA33942;PTEN;GENE;PA445425;PROSTATIC NEOPLASMS;DISEASE;
PA27139;DAO;GENE;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA28075;FDPS;GENE;PA443797;CORONARY DISEASE;DISEASE;PD
PA28075;FDPS;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA28075;FDPS;GENE;PA445187;OSTEONECROSIS;DISEASE;PD
PA28075;FDPS;GENE;PA445190;OSTEOPOROSIS;DISEASE;PD
PA28075;FDPS;GENE;PA446214;OSTEOPOROSIS, POSTMENOPAUSAL;DISEASE;PD
PA27478;DRD2;GENE;PA166123368;SCHIZOAFFECTIVE DISORDER;DISEASE;PD
PA27478;DRD2;GENE;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA27478;DRD2;GENE;PA443842;DEATH;DISEASE;PD
PA27478;DRD2;GENE;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA27478;DRD2;GENE;PA444545;HYPERPROLACTINEMIA;DISEASE;PD
PA27478;DRD2;GENE;PA444949;MIGRAINE WITHOUT AURA;DISEASE;PD
PA27478;DRD2;GENE;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA27478;DRD2;GENE;PA445048;NAUSEA;DISEASE;PD
PA27478;DRD2;GENE;PA445131;OBESITY;DISEASE;PD
PA27478;DRD2;GENE;PA445254;PARKINSON DISEASE;DISEASE;PD
PA27478;DRD2;GENE;PA445452;PSYCHOMOTOR AGITATION;DISEASE;PD
PA27478;DRD2;GENE;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA27478;DRD2;GENE;PA446876;SUBSTANCE-RELATED DISORDERS;DISEASE;PD
PA27478;DRD2;GENE;PA446878;COCAINE DEPENDENCE;DISEASE;PD
PA27478;DRD2;GENE;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA27478;DRD2;GENE;PA447198;AUTISM;DISEASE;PD
PA27478;DRD2;GENE;PA447199;BIPOLAR DISORDER;DISEASE;
PA27478;DRD2;GENE;PA447208;MENTAL DISORDERS;DISEASE;PD
PA27478;DRD2;GENE;PA447215;PSYCHOTIC DISORDER;DISEASE;PD
PA27478;DRD2;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA27478;DRD2;GENE;PA447278;DEPRESSION;DISEASE;
PA27478;DRD2;GENE;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA34866;RRM2B;GENE;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PD
PA37398;WWOX;GENE;PA443899;DIARRHEA;DISEASE;PD
PA97;SCARB1;GENE;PA444516;HYPERCHOLESTEROLEMIA;DISEASE;PD
PA97;SCARB1;GENE;PA446120;HYPERTRIGLYCERIDEMIA;DISEASE;PD
PA97;SCARB1;GENE;PA446863;CHRONIC HEPATITIS C VIRUS INFECTION;DISEASE;PD
PA26946;CSK;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA32958;PAX4;GENE;PA443886;DIABETES MELLITUS;DISEASE;PD
PA32958;PAX4;GENE;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA31564;NEUROD1;GENE;PA443886;DIABETES MELLITUS;DISEASE;PD
PA30012;ANOS1;GENE;PA446481;KALLMANN SYNDROME;DISEASE;
PA24684;AKT1;GENE;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA24684;AKT1;GENE;PA444818;LUNG NEOPLASMS;DISEASE;PD
PA24684;AKT1;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA28429;FUT2;GENE;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA164742099;MTTP;GENE;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA164742099;MTTP;GENE;PA444517;HYPERLIPOPROTEINEMIA TYPE II;DISEASE;PD
PA32941;PARK10;GENE;PA445254;PARKINSON DISEASE;DISEASE;
PA134926032;MED19;GENE;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA35004;SCN2A;GENE;PA444065;EPILEPSY;DISEASE;PD
PA26490;CHRNA4;GENE;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA26490;CHRNA4;GENE;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA24408;ABCG1;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA134926573;MUCL3;GENE;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA134926573;MUCL3;GENE;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA26875;CRHR2;GENE;PA443450;ASTHMA;DISEASE;PD
PA26875;CRHR2;GENE;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA26056;CAPG;GENE;PA443937;DRUG TOXICITY;DISEASE;PD
PA26056;CAPG;GENE;PA446975;NEUROTOXICITY SYNDROMES;DISEASE;PD
PA31259;MT-ND1;GENE;PA162263534;OTOTOXICITY;DISEASE;PD
PA27931;EYA1;GENE;PA447240;PEPTIC ULCER DISEASE;DISEASE;PD
PA134902361;RAPGEF5;GENE;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA198;IL6;GENE;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA198;IL6;GENE;PA443635;CARDIOVASCULAR DISEASE;DISEASE;PD
PA198;IL6;GENE;PA443750;ULCERATIVE COLITIS;DISEASE;PD
PA198;IL6;GENE;PA445451;PSORIASIS;DISEASE;PD
PA198;IL6;GENE;PA446116;INFLAMMATORY BOWEL DISEASES;DISEASE;PD
PA198;IL6;GENE;PA446863;CHRONIC HEPATITIS C VIRUS INFECTION;DISEASE;PD
PA142672032;CYCSP5;GENE;PA166120927;DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS;DISEASE;PD
PA142672032;CYCSP5;GENE;PA166120929;SEVERE CUTANEOUS ADVERSE REACTIONS;DISEASE;PD
PA142672032;CYCSP5;GENE;PA443250;ACQUIRED IMMUNODEFICIENCY SYNDROME;DISEASE;PD
PA142672032;CYCSP5;GENE;PA444059;EPIDERMAL NECROLYSIS, TOXIC;DISEASE;PD
PA142672032;CYCSP5;GENE;PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PD
PA27331;CYB5R3;GENE;PA444684;KIDNEY FAILURE, CHRONIC;DISEASE;
PA27331;CYB5R3;GENE;PA444942;METHEMOGLOBINEMIA;DISEASE;
PA29830;IL3;GENE;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;
PA34938;SAMHD1;GENE;PA445301;PERIPHERAL NERVOUS SYSTEM DISEASES;DISEASE;PD
PA34938;SAMHD1;GENE;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA134924986;DAOA;GENE;PA447215;PSYCHOTIC DISORDER;DISEASE;PD
PA75;CCND1;GENE;PA443560;BREAST NEOPLASMS;DISEASE;
PA75;CCND1;GENE;PA443756;COLONIC NEOPLASMS;DISEASE;PD
PA75;CCND1;GENE;PA444840;LYMPHOMA;DISEASE;PD
PA75;CCND1;GENE;PA445601;OSTEOSARCOMA;DISEASE;PD
PA75;CCND1;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA75;CCND1;GENE;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA36679;TP53;GENE;PA165108952;LI-FRAUMENI SYNDROME;DISEASE;
PA36679;TP53;GENE;PA166123207;OVERALL SURVIVAL;DISEASE;PD
PA36679;TP53;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA36679;TP53;GENE;PA443937;DRUG TOXICITY;DISEASE;PD
PA36679;TP53;GENE;PA445113;NEUTROPENIA;DISEASE;PD
PA28587;GATA4;GENE;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA24776;AMPD1;GENE;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA343;SULT1A1;GENE;PA443560;BREAST NEOPLASMS;DISEASE;
PA343;SULT1A1;GENE;PA444101;ESOPHAGEAL NEOPLASMS;DISEASE;
PA343;SULT1A1;GENE;PA445208;PAIN;DISEASE;PD
PA343;SULT1A1;GENE;PA445425;PROSTATIC NEOPLASMS;DISEASE;
PA343;SULT1A1;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;
PA343;SULT1A1;GENE;PA446411;ENDOMETRIAL NEOPLASMS;DISEASE;PD
PA29802;IL18;GENE;PA134850491;TRANSPLANTATION;DISEASE;
PA29802;IL18;GENE;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;
PA29802;IL18;GENE;PA166114457;LUNG TRANSPLANTATION;DISEASE;
PA29802;IL18;GENE;PA446863;CHRONIC HEPATITIS C VIRUS INFECTION;DISEASE;PD
PA28606;GCG;GENE;PA447216;SCHIZOPHRENIA;DISEASE;
PA34299;RBX1;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA34299;RBX1;GENE;PA445113;NEUTROPENIA;DISEASE;PD
PA38;ADRB1;GENE;PA166129560;MAJOR ADVERSE CARDIAC EVENTS (MACE);DISEASE;PD
PA38;ADRB1;GENE;PA443319;ALZHEIMER DISEASE;DISEASE;
PA38;ADRB1;GENE;PA443362;ANGINA PECTORIS;DISEASE;
PA38;ADRB1;GENE;PA443364;ANGINA, UNSTABLE;DISEASE;
PA38;ADRB1;GENE;PA443459;ATRIAL FIBRILLATION;DISEASE;PD
PA38;ADRB1;GENE;PA443632;CARDIOMYOPATHY, DILATED;DISEASE;PD
PA38;ADRB1;GENE;PA443635;CARDIOVASCULAR DISEASES;DISEASE;
PA38;ADRB1;GENE;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA38;ADRB1;GENE;PA443886;DIABETES MELLITUS;DISEASE;PD
PA38;ADRB1;GENE;PA443994;EDEMA;DISEASE;PD
PA38;ADRB1;GENE;PA444370;HEART FAILURE;DISEASE;PD
PA38;ADRB1;GENE;PA444528;HYPERLIPIDEMIAS;DISEASE;PD
PA38;ADRB1;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA38;ADRB1;GENE;PA444645;ISCHEMIA;DISEASE;
PA38;ADRB1;GENE;PA445019;MYOCARDIAL INFARCTION;DISEASE;
PA38;ADRB1;GENE;PA445131;OBESITY;DISEASE;
PA38;ADRB1;GENE;PA445802;TACHYCARDIA;DISEASE;PD
PA38;ADRB1;GENE;PA446459;MYOCARDIAL ISCHEMIA;DISEASE;
PA38;ADRB1;GENE;PA446916;SLEEP APNEA, OBSTRUCTIVE;DISEASE;
PA38;ADRB1;GENE;PA447278;DEPRESSION;DISEASE;
PA38;ADRB1;GENE;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA38;ADRB1;GENE;PA447300;ACQUIRED LONG QT SYNDROME (ALQTS);DISEASE;
PA38818;CMTM8;GENE;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA349;TBXAS1;GENE;PA443450;ASTHMA;DISEASE;PD
PA199;IL13;GENE;PA443624;RENAL CELL CARCINOMA;DISEASE;PD
PA35066;HLA-DQA1;GENE;PA164925725;TOXIC LIVER DISEASE;DISEASE;PD
PA35066;HLA-DQA1;GENE;PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;
PA35066;HLA-DQA1;GENE;PA443297;AGRANULOCYTOSIS;DISEASE;PD
PA35066;HLA-DQA1;GENE;PA443937;DRUG TOXICITY;DISEASE;PD
PA35066;HLA-DQA1;GENE;PA444329;GRAVES DISEASE;DISEASE;PD
PA35066;HLA-DQA1;GENE;PA444546;HYPERSENSITIVITY;DISEASE;
PA35066;HLA-DQA1;GENE;PA445220;PANCREATITIS;DISEASE;PD
PA35066;HLA-DQA1;GENE;PA445941;TUBERCULOSIS;DISEASE;
PA35066;HLA-DQA1;GENE;PA446116;INFLAMMATORY BOWEL DISEASES;DISEASE;PD
PA37050;TSPYL1;GENE;PA445425;PROSTATIC NEOPLASMS;DISEASE;PD
PA27851;ERCC5;GENE;PA445204;OVARIAN NEOPLASMS;DISEASE;PD
PA164716322;ATL2;GENE;PA443936;DRUG HYPERSENSITIVITY;DISEASE;
PA164716322;ATL2;GENE;PA445062;NEOPLASMS;DISEASE;
PA134956867;LRRC15;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA119;CRH;GENE;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA134903681;ZNF423;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA34670;RPL13;GENE;PA445425;PROSTATIC NEOPLASMS;DISEASE;PD
PA30086;KDR;GENE;PA166114377;HAND-FOOT SYNDROME;DISEASE;PD
PA30086;KDR;GENE;PA443624;RENAL CELL CARCINOMA;DISEASE;PD
PA30086;KDR;GENE;PA443937;DRUG TOXICITY;DISEASE;PD
PA30086;KDR;GENE;PA444447;HEPATOCELLULAR CARCINOMA;DISEASE;PD
PA30086;KDR;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA30086;KDR;GENE;PA444685;KIDNEY NEOPLASMS;DISEASE;PD
PA42;AGT;GENE;PA165108401;ACUTE CORONARY SYNDROME;DISEASE;PD
PA42;AGT;GENE;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA42;AGT;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA42;AGT;GENE;PA446479;HYPERTROPHY, LEFT VENTRICULAR;DISEASE;PD
PA34370;RGS19;GENE;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA31454;NBEA;GENE;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA31454;NBEA;GENE;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA38124;GALNT17;GENE;PA443450;ASTHMA;DISEASE;PD
PA35908;SLC6A12;GENE;PA443450;ASTHMA;DISEASE;PD
PA162395090;MDGA2;GENE;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA38345;STX1B;GENE;PA166123431;HEART VALVE REPLACEMENT;DISEASE;PD
PA36708;TRAF1;GENE;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA36597;TNFRSF10A;GENE;PA443430;ARTHRITIS;DISEASE;PD
PA25909;SLC30A9;GENE;PA131285571;ASPIRIN-INDUCED ASTHMA;DISEASE;PD
PA36185;STAT4;GENE;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA134872551;ANKK1;GENE;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA134872551;ANKK1;GENE;PA444065;EPILEPSY;DISEASE;PD
PA134872551;ANKK1;GENE;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA134872551;ANKK1;GENE;PA444545;HYPERPROLACTINEMIA;DISEASE;PD
PA134872551;ANKK1;GENE;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA134872551;ANKK1;GENE;PA445048;NAUSEA;DISEASE;PD
PA134872551;ANKK1;GENE;PA445131;OBESITY;DISEASE;PD
PA134872551;ANKK1;GENE;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA134872551;ANKK1;GENE;PA446878;COCAINE DEPENDENCE;DISEASE;PD
PA134872551;ANKK1;GENE;PA447198;AUTISM;DISEASE;PD
PA134872551;ANKK1;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA27956;FABP1;GENE;PA446120;HYPERTRIGLYCERIDEMIA;DISEASE;PD
PA109;CFTR;GENE;PA166151827;ADVERSE EVENTS;DISEASE;
PA109;CFTR;GENE;PA166175756;CYSTIC FIBROSIS PULMONARY EXACERBATION;DISEASE;
PA109;CFTR;GENE;PA443829;CYSTIC FIBROSIS;DISEASE;PD
PA109;CFTR;GENE;PA445217;EXOCRINE PANCREATIC INSUFFICIENCY;DISEASE;
PA134911396;FBXL19;GENE;PA445451;PSORIASIS;DISEASE;PD
PA134894421;E2F7;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA27512;DTNBP1;GENE;PA447215;PSYCHOTIC DISORDER;DISEASE;PD
PA27512;DTNBP1;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA27512;DTNBP1;GENE;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA267;ABCB1;GENE;PA133888799;ORGAN TRANSPLANTATION;DISEASE;PD
PA267;ABCB1;GENE;PA134850491;TRANSPLANTATION;DISEASE;PD
PA267;ABCB1;GENE;PA151958383;GASTROINTESTINAL STROMAL TUMORS;DISEASE;PD
PA267;ABCB1;GENE;PA157379134;MYALGIA;DISEASE;PD
PA267;ABCB1;GENE;PA164925725;TOXIC LIVER DISEASE;DISEASE;PD
PA267;ABCB1;GENE;PA165108401;ACUTE CORONARY SYNDROME;DISEASE;PD
PA267;ABCB1;GENE;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;PD
PA267;ABCB1;GENE;PA166048740;HELICOBACTER INFECTIONS;DISEASE;PD
PA267;ABCB1;GENE;PA166114377;HAND-FOOT SYNDROME;DISEASE;PD
PA267;ABCB1;GENE;PA166114457;LUNG TRANSPLANTATION;DISEASE;
PA267;ABCB1;GENE;PA166122058;MUCOSITIS;DISEASE;PD
PA267;ABCB1;GENE;PA166123007;HEMATOPOIETIC STEM CELL TRANSPLANTATION;DISEASE;PD
PA267;ABCB1;GENE;PA166123026;PROGRESSION-FREE SURVIVAL;DISEASE;PD
PA267;ABCB1;GENE;PA166124406;PLATELET REACTIVITY;DISEASE;PD
PA267;ABCB1;GENE;PA166169457;TONSILLECTOMY;DISEASE;PD
PA267;ABCB1;GENE;PA166185626;SOMNOLENCE;DISEASE;PD
PA267;ABCB1;GENE;PA443421;CARDIAC RHYTHM DISEASE;DISEASE;PD
PA267;ABCB1;GENE;PA443433;JUVENILE RHEUMATOID ARTHRITIS;DISEASE;PD
