Gene_ID;Gene;Entity1_type;Chemical_ID;Chemical;Entity2_type;LADME
PA378;NR1I2;GENE;PA450519;MINOCYCLINE;CHEMICAL;
PA378;NR1I2;GENE;PA450530;MODAFINIL;CHEMICAL;
PA378;NR1I2;GENE;PA450576;NAFCILLIN;CHEMICAL;
PA378;NR1I2;GENE;PA450616;NEVIRAPINE;CHEMICAL;
PA378;NR1I2;GENE;PA450620;NICARDIPINE;CHEMICAL;
PA378;NR1I2;GENE;PA450631;NIFEDIPINE;CHEMICAL;
PA378;NR1I2;GENE;PA450704;OMEPRAZOLE;CHEMICAL;
PA378;NR1I2;GENE;PA450761;PACLITAXEL;CHEMICAL;
PA378;NR1I2;GENE;PA450911;PHENOBARBITAL;CHEMICAL;
PA378;NR1I2;GENE;PA450932;PHENYLBUTAZONE;CHEMICAL;
PA378;NR1I2;GENE;PA450947;PHENYTOIN;CHEMICAL;
PA378;NR1I2;GENE;PA450970;PIOGLITAZONE;CHEMICAL;
PA378;NR1I2;GENE;PA451123;PROGESTERONE;CHEMICAL;
PA378;NR1I2;GENE;PA451234;REPAGLINIDE;CHEMICAL;
PA378;NR1I2;GENE;PA451236;RESERPINE;CHEMICAL;
PA378;NR1I2;GENE;PA451249;RIFABUTIN;CHEMICAL;
PA378;NR1I2;GENE;PA451250;RIFAMPIN;CHEMICAL;
PA378;NR1I2;GENE;PA451257;RISPERIDONE;CHEMICAL;
PA378;NR1I2;GENE;PA451260;RITONAVIR;CHEMICAL;
PA378;NR1I2;GENE;PA451283;ROSIGLITAZONE;CHEMICAL;
PA378;NR1I2;GENE;PA451305;SAQUINAVIR;CHEMICAL;
PA378;NR1I2;GENE;PA451363;SIMVASTATIN;CHEMICAL;
PA378;NR1I2;GENE;PA451365;SIROLIMUS;CHEMICAL;PD
PA378;NR1I2;GENE;PA451483;SPIRONOLACTONE;CHEMICAL;
PA378;NR1I2;GENE;PA451542;SULFAMETHAZINE;CHEMICAL;
PA378;NR1I2;GENE;PA451550;SULFINPYRAZONE;CHEMICAL;
PA378;NR1I2;GENE;PA451578;TACROLIMUS;CHEMICAL;
PA378;NR1I2;GENE;PA451581;TAMOXIFEN;CHEMICAL;
PA378;NR1I2;GENE;PA451614;TERBINAFINE;CHEMICAL;
PA378;NR1I2;GENE;PA451640;TETRACYCLINE;CHEMICAL;
PA378;NR1I2;GENE;PA451728;TOPIRAMATE;CHEMICAL;
PA378;NR1I2;GENE;PA451799;TROGLITAZONE;CHEMICAL;
PA378;NR1I2;GENE;PA451846;VALPROIC ACID;CHEMICAL;
PA378;NR1I2;GENE;PA451877;VINBLASTINE;CHEMICAL;
PA378;NR1I2;GENE;PA451879;VINCRISTINE;CHEMICAL;
PA378;NR1I2;GENE;PA452604;XENOBIOTICS;CHEMICAL;
PA287;PTGER2;GENE;PA448497;ASPIRIN;CHEMICAL;PD
PA134993202;TREML4;GENE;PA10066;DULOXETINE;CHEMICAL;PD
PA25814;SETD4;GENE;PA449212;DAUNORUBICIN;CHEMICAL;
PA25814;SETD4;GENE;PA449412;DOXORUBICIN;CHEMICAL;
PA26551;CLCN6;GENE;PA449014;CISPLATIN;CHEMICAL;PD
PA26551;CLCN6;GENE;PA449412;DOXORUBICIN;CHEMICAL;PD
PA26551;CLCN6;GENE;PA450428;METHOTREXATE;CHEMICAL;PD
PA26551;CLCN6;GENE;PA452233;ANTIPSYCHOTICS;CHEMICAL;PD
PA34630;RORA;GENE;PA449015;CITALOPRAM;CHEMICAL;PD
PA34630;RORA;GENE;PA450037;INTERFERON BETA-1A;CHEMICAL;PD
PA33732;PRF1;GENE;PA166182763;EMAPALUMAB;CHEMICAL;
PA162392531;JMJD8;GENE;PA448497;ASPIRIN;CHEMICAL;PD
PA162392531;JMJD8;GENE;PA449053;CLOPIDOGREL;CHEMICAL;PD
PA25361;XIAP;GENE;PA166182763;EMAPALUMAB;CHEMICAL;
PA134942738;CCHCR1;GENE;PA450616;NEVIRAPINE;CHEMICAL;PD
PA162401120;REV1;GENE;PA449014;CISPLATIN;CHEMICAL;PD
PA53;APOC3;GENE;PA450688;OLANZAPINE;CHEMICAL;
PA53;APOC3;GENE;PA451260;RITONAVIR;CHEMICAL;PD
PA31646;NKX6-1;GENE;PA449841;HALOPERIDOL;CHEMICAL;
PA30864;MME;GENE;PA164712308;ACE INHIBITORS, PLAIN;CHEMICAL;PD
PA26016;CACNG2;GENE;PA450243;LITHIUM;CHEMICAL;PD
PA33705;PRCP;GENE;PA448561;BENAZEPRIL;CHEMICAL;PD
PA30074;KCNQ2;GENE;PA448871;CELECOXIB;CHEMICAL;
PA427;CYP3A43;GENE;PA165374673;TICAGRELOR;CHEMICAL;
PA427;CYP3A43;GENE;PA450688;OLANZAPINE;CHEMICAL;
PA26958;CSNK2A3;GENE;PA449014;CISPLATIN;CHEMICAL;PD
PA37174;UGT1A10;GENE;PA164748728;MYCOPHENOLIC ACID;CHEMICAL;
PA37174;UGT1A10;GENE;PA165110775;SN-38;CHEMICAL;
PA37174;UGT1A10;GENE;PA165958521;FEBUXOSTAT;CHEMICAL;PD
PA37174;UGT1A10;GENE;PA448320;ALLOPURINOL;CHEMICAL;PD
PA37174;UGT1A10;GENE;PA450428;METHOTREXATE;CHEMICAL;
PA37174;UGT1A10;GENE;PA450732;OXCARBAZEPINE;CHEMICAL;PD
PA37174;UGT1A10;GENE;PA451257;RISPERIDONE;CHEMICAL;PD
PA37174;UGT1A10;GENE;PA451846;VALPROIC ACID;CHEMICAL;PD
PA426;SLC28A3;GENE;PA130620651;ANTHRACYCLINES AND RELATED SUBSTANCES;CHEMICAL;PD
PA426;SLC28A3;GENE;PA449177;CYTARABINE;CHEMICAL;
PA426;SLC28A3;GENE;PA449212;DAUNORUBICIN;CHEMICAL;PD
PA426;SLC28A3;GENE;PA449412;DOXORUBICIN;CHEMICAL;PD
PA426;SLC28A3;GENE;PA449748;GEMCITABINE;CHEMICAL;
PA426;SLC28A3;GENE;PA451954;ZIDOVUDINE;CHEMICAL;
PA30128;KIT;GENE;PA10804;IMATINIB;CHEMICAL;
PA30128;KIT;GENE;PA162372840;SUNITINIB;CHEMICAL;
PA30128;KIT;GENE;PA166169917;MIDOSTAURIN;CHEMICAL;
PA30128;KIT;GENE;PA166223903;AVAPRITINIB;CHEMICAL;
PA30128;KIT;GENE;PA7000;SORAFENIB;CHEMICAL;
PA24577;ADH7;GENE;PA130620651;ANTHRACYCLINES AND RELATED SUBSTANCES;CHEMICAL;PD
PA134887081;COL26A1;GENE;PA448497;ASPIRIN;CHEMICAL;PD
PA134887081;COL26A1;GENE;PA449015;CITALOPRAM;CHEMICAL;PD
PA25264;BAG6;GENE;PA448785;CARBAMAZEPINE;CHEMICAL;PD
PA30900;MOCS1;GENE;PA166252761;FOSDENOPTERIN;CHEMICAL;
PA28894;LGR5;GENE;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA327;SLC19A1;GENE;PA10804;IMATINIB;CHEMICAL;PD
PA327;SLC19A1;GENE;PA10810;PEMETREXED;CHEMICAL;PD
PA327;SLC19A1;GENE;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA327;SLC19A1;GENE;PA131625240;RALTITREXED;CHEMICAL;
PA327;SLC19A1;GENE;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA327;SLC19A1;GENE;PA448803;CARBOPLATIN;CHEMICAL;PD
PA327;SLC19A1;GENE;PA449014;CISPLATIN;CHEMICAL;PD
PA327;SLC19A1;GENE;PA450085;IRINOTECAN;CHEMICAL;PD
PA327;SLC19A1;GENE;PA450198;LEUCOVORIN;CHEMICAL;
PA327;SLC19A1;GENE;PA450428;METHOTREXATE;CHEMICAL;PD
PA126;CYP2C9;GENE;PA10026;ARIPIPRAZOLE;CHEMICAL;
PA126;CYP2C9;GENE;PA10034;BOSENTAN;CHEMICAL;
PA126;CYP2C9;GENE;PA10066;DULOXETINE;CHEMICAL;
PA126;CYP2C9;GENE;PA10074;ESCITALOPRAM;CHEMICAL;
PA126;CYP2C9;GENE;PA10233;VORICONAZOLE;CHEMICAL;
PA126;CYP2C9;GENE;PA10390;SULFONAMIDES, UREA DERIVATIVES;CHEMICAL;PD
PA126;CYP2C9;GENE;PA10892;GLICLAZIDE;CHEMICAL;
PA126;CYP2C9;GENE;PA131301952;GEFITINIB;CHEMICAL;
PA126;CYP2C9;GENE;PA131890625;TENOXICAM;CHEMICAL;
PA126;CYP2C9;GENE;PA133950441;HMG COA REDUCTASE INHIBITORS;CHEMICAL;
PA126;CYP2C9;GENE;PA134852920;BENZBROMARONE;CHEMICAL;
PA126;CYP2C9;GENE;PA142650384;PITAVASTATIN;CHEMICAL;
PA126;CYP2C9;GENE;PA143485705;ANTIEPILEPTICS;CHEMICAL;
PA126;CYP2C9;GENE;PA154410481;PRASUGREL;CHEMICAL;
PA126;CYP2C9;GENE;PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;PD
PA126;CYP2C9;GENE;PA164744895;GLIQUIDONE;CHEMICAL;
PA126;CYP2C9;GENE;PA164746820;FOSPHENYTOIN;CHEMICAL;
PA126;CYP2C9;GENE;PA164769031;LUMIRACOXIB;CHEMICAL;
PA126;CYP2C9;GENE;PA164783479;DIVALPROEX SODIUM;CHEMICAL;
PA126;CYP2C9;GENE;PA164784021;ETHAMBUTOL;CHEMICAL;PD
PA126;CYP2C9;GENE;PA165823907;HYDROXYPHENYTOIN;CHEMICAL;
PA126;CYP2C9;GENE;PA165958395;LORNOXICAM;CHEMICAL;
PA126;CYP2C9;GENE;PA165980614;FLUINDIONE;CHEMICAL;
PA126;CYP2C9;GENE;PA166049185;ACECLOFENAC;CHEMICAL;
PA126;CYP2C9;GENE;PA166127652;4-HYDROXYTAMOXIFEN;CHEMICAL;
PA126;CYP2C9;GENE;PA166128206;DIPYRONE;CHEMICAL;
PA126;CYP2C9;GENE;PA166131388;4-HYDROXYCYCLOPHOSPHAMIDE;CHEMICAL;
PA126;CYP2C9;GENE;PA166131397;7-HYDROXY R-WARFARIN;CHEMICAL;
PA126;CYP2C9;GENE;PA166131399;7-HYDROXY S-WARFARIN;CHEMICAL;
PA126;CYP2C9;GENE;PA166153431;FLIBANSERIN;CHEMICAL;
PA126;CYP2C9;GENE;PA166153491;BRIVARACETAM;CHEMICAL;
PA126;CYP2C9;GENE;PA166160006;LESINURAD;CHEMICAL;
PA126;CYP2C9;GENE;PA166179849;AVATROMBOPAG;CHEMICAL;
PA126;CYP2C9;GENE;PA166182720;ERDAFITINIB;CHEMICAL;
PA126;CYP2C9;GENE;PA166182736;SIPONIMOD;CHEMICAL;
PA126;CYP2C9;GENE;PA166182883;OSPEMIFENE;CHEMICAL;
PA126;CYP2C9;GENE;PA166225041;RIMEGEPANT;CHEMICAL;
PA126;CYP2C9;GENE;PA166272921;ABROCITINIB;CHEMICAL;
PA126;CYP2C9;GENE;PA166328841;ETRASIMOD;CHEMICAL;
PA126;CYP2C9;GENE;PA166400021;DEURUXOLITINIB;CHEMICAL;
PA126;CYP2C9;GENE;PA166400041;SELADELPAR;CHEMICAL;
PA126;CYP2C9;GENE;PA448385;AMITRIPTYLINE;CHEMICAL;
PA126;CYP2C9;GENE;PA448497;ASPIRIN;CHEMICAL;
PA126;CYP2C9;GENE;PA448687;BUPROPION;CHEMICAL;
PA126;CYP2C9;GENE;PA448689;BUSPIRONE;CHEMICAL;
PA126;CYP2C9;GENE;PA448691;BUSULFAN;CHEMICAL;
PA126;CYP2C9;GENE;PA448785;CARBAMAZEPINE;CHEMICAL;
PA126;CYP2C9;GENE;PA448871;CELECOXIB;CHEMICAL;PD
PA126;CYP2C9;GENE;PA449015;CITALOPRAM;CHEMICAL;
PA126;CYP2C9;GENE;PA449053;CLOPIDOGREL;CHEMICAL;PD
PA126;CYP2C9;GENE;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;
PA126;CYP2C9;GENE;PA449283;DIAZEPAM;CHEMICAL;
PA126;CYP2C9;GENE;PA449293;DICLOFENAC;CHEMICAL;PD
PA126;CYP2C9;GENE;PA449409;DOXEPIN;CHEMICAL;PD
PA126;CYP2C9;GENE;PA449421;DRONABINOL;CHEMICAL;
PA126;CYP2C9;GENE;PA449653;FLUCONAZOLE;CHEMICAL;
PA126;CYP2C9;GENE;PA449673;FLUOXETINE;CHEMICAL;
PA126;CYP2C9;GENE;PA449683;FLURBIPROFEN;CHEMICAL;
PA126;CYP2C9;GENE;PA449688;FLUVASTATIN;CHEMICAL;PD
PA126;CYP2C9;GENE;PA449761;GLIMEPIRIDE;CHEMICAL;
PA126;CYP2C9;GENE;PA449762;GLIPIZIDE;CHEMICAL;
PA126;CYP2C9;GENE;PA449782;GLYBURIDE;CHEMICAL;
PA126;CYP2C9;GENE;PA449957;IBUPROFEN;CHEMICAL;
PA126;CYP2C9;GENE;PA449982;INDOMETHACIN;CHEMICAL;PD
PA126;CYP2C9;GENE;PA450084;IRBESARTAN;CHEMICAL;PD
PA126;CYP2C9;GENE;PA450112;ISONIAZID;CHEMICAL;PD
PA126;CYP2C9;GENE;PA450149;KETOPROFEN;CHEMICAL;PD
PA126;CYP2C9;GENE;PA450150;KETOROLAC;CHEMICAL;PD
PA126;CYP2C9;GENE;PA450164;LAMOTRIGINE;CHEMICAL;
PA126;CYP2C9;GENE;PA450268;LOSARTAN;CHEMICAL;PD
PA126;CYP2C9;GENE;PA450353;MELOXICAM;CHEMICAL;
PA126;CYP2C9;GENE;PA450401;METHADONE;CHEMICAL;
PA126;CYP2C9;GENE;PA450522;MIRTAZAPINE;CHEMICAL;
PA126;CYP2C9;GENE;PA450530;MODAFINIL;CHEMICAL;
PA126;CYP2C9;GENE;PA450572;NABUMETONE;CHEMICAL;
PA126;CYP2C9;GENE;PA450595;NAPROXEN;CHEMICAL;
PA126;CYP2C9;GENE;PA450600;NATEGLINIDE;CHEMICAL;
PA126;CYP2C9;GENE;PA450616;NEVIRAPINE;CHEMICAL;
PA126;CYP2C9;GENE;PA450657;NORTRIPTYLINE;CHEMICAL;
PA126;CYP2C9;GENE;PA450688;OLANZAPINE;CHEMICAL;PD
PA126;CYP2C9;GENE;PA450732;OXCARBAZEPINE;CHEMICAL;
PA126;CYP2C9;GENE;PA450801;PAROXETINE;CHEMICAL;
PA126;CYP2C9;GENE;PA450921;PHENPROCOUMON;CHEMICAL;PD
PA126;CYP2C9;GENE;PA450947;PHENYTOIN;CHEMICAL;PD
PA126;CYP2C9;GENE;PA450970;PIOGLITAZONE;CHEMICAL;
PA126;CYP2C9;GENE;PA450985;PIROXICAM;CHEMICAL;
PA126;CYP2C9;GENE;PA451141;PROPOFOL;CHEMICAL;
PA126;CYP2C9;GENE;PA451182;PYRAZINAMIDE;CHEMICAL;PD
PA126;CYP2C9;GENE;PA451201;QUETIAPINE;CHEMICAL;
PA126;CYP2C9;GENE;PA451250;RIFAMPIN;CHEMICAL;PD
PA126;CYP2C9;GENE;PA451257;RISPERIDONE;CHEMICAL;
PA126;CYP2C9;GENE;PA451283;ROSIGLITAZONE;CHEMICAL;
PA126;CYP2C9;GENE;PA451333;SERTRALINE;CHEMICAL;
PA126;CYP2C9;GENE;PA451363;SIMVASTATIN;CHEMICAL;
PA126;CYP2C9;GENE;PA451544;SULFAMETHOXAZOLE;CHEMICAL;
PA126;CYP2C9;GENE;PA451581;TAMOXIFEN;CHEMICAL;
PA126;CYP2C9;GENE;PA451718;TOLBUTAMIDE;CHEMICAL;
PA126;CYP2C9;GENE;PA451744;TRAZODONE;CHEMICAL;
PA126;CYP2C9;GENE;PA451791;TRIMIPRAMINE;CHEMICAL;
PA126;CYP2C9;GENE;PA451846;VALPROIC ACID;CHEMICAL;PD
PA126;CYP2C9;GENE;PA451866;VENLAFAXINE;CHEMICAL;
PA126;CYP2C9;GENE;PA451906;WARFARIN;CHEMICAL;PD
PA126;CYP2C9;GENE;PA451949;ZAFIRLUKAST;CHEMICAL;
PA126;CYP2C9;GENE;PA451954;ZIDOVUDINE;CHEMICAL;
PA126;CYP2C9;GENE;PA451974;ZIPRASIDONE;CHEMICAL;
PA126;CYP2C9;GENE;PA452632;ACENOCOUMAROL;CHEMICAL;PD
PA126;CYP2C9;GENE;PA452637;HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE;CHEMICAL;PD
PA126;CYP2C9;GENE;PA7000;SORAFENIB;CHEMICAL;
PA134944654;EXOC4;GENE;PA452618;OPIOIDS;CHEMICAL;PD
PA26681;CNR1;GENE;PA449061;CLOZAPINE;CHEMICAL;PD
PA26681;CNR1;GENE;PA449072;COCAINE;CHEMICAL;
PA26681;CNR1;GENE;PA450401;METHADONE;CHEMICAL;PD
PA26681;CNR1;GENE;PA450688;OLANZAPINE;CHEMICAL;PD
PA26681;CNR1;GENE;PA451257;RISPERIDONE;CHEMICAL;PD
PA26681;CNR1;GENE;PA452618;OPIOIDS;CHEMICAL;PD
PA31198;MT1A;GENE;PA131285527;OXALIPLATIN;CHEMICAL;
PA31198;MT1A;GENE;PA448486;ARSENIC TRIOXIDE;CHEMICAL;
PA28979;GRIN2A;GENE;PA449841;HALOPERIDOL;CHEMICAL;
PA29226;HDAC1;GENE;PA10832;CORTICOSTEROIDS;CHEMICAL;PD
PA29226;HDAC1;GENE;PA451846;VALPROIC ACID;CHEMICAL;
PA31657;NME4;GENE;PA449177;CYTARABINE;CHEMICAL;
PA142670856;SULT1A4;GENE;PA448015;ACETAMINOPHEN;CHEMICAL;
PA142670856;SULT1A4;GENE;PA450550;MORPHINE;CHEMICAL;
PA29349;HNF4A;GENE;PA448785;CARBAMAZEPINE;CHEMICAL;
PA29349;HNF4A;GENE;PA449383;DOCETAXEL;CHEMICAL;PD
PA29349;HNF4A;GENE;PA449441;EFAVIRENZ;CHEMICAL;
PA29349;HNF4A;GENE;PA450164;LAMOTRIGINE;CHEMICAL;PD
PA29349;HNF4A;GENE;PA451906;WARFARIN;CHEMICAL;PD
PA134907925;FGD4;GENE;PA450761;PACLITAXEL;CHEMICAL;PD
PA77;HCN1;GENE;PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;
PA77;HCN1;GENE;PA451735;TRAMADOL;CHEMICAL;
PA35041;COL1A1;GENE;PA451446;SOMATROPIN RECOMBINANT;CHEMICAL;PD
PA35041;COL1A1;GENE;PA451846;VALPROIC ACID;CHEMICAL;PD
PA211;KCNE1;GENE;PA1102;QT-PROLONGING DRUGS;CHEMICAL;PD
PA211;KCNE1;GENE;PA151249535;DIURETICS;CHEMICAL;PD
PA211;KCNE1;GENE;PA164712406;ANTIBIOTICS;CHEMICAL;PD
PA211;KCNE1;GENE;PA448383;AMIODARONE;CHEMICAL;PD
PA211;KCNE1;GENE;PA451209;QUINIDINE;CHEMICAL;PD
PA211;KCNE1;GENE;PA451457;SOTALOL;CHEMICAL;PD
PA211;KCNE1;GENE;PA452233;ANTIPSYCHOTICS;CHEMICAL;PD
PA27821;EPHA5;GENE;PA450761;PACLITAXEL;CHEMICAL;PD
PA38544;ZDHHC3;GENE;PA448497;ASPIRIN;CHEMICAL;PD
PA38544;ZDHHC3;GENE;PA449053;CLOPIDOGREL;CHEMICAL;PD
PA31910;OGDH;GENE;PA451846;VALPROIC ACID;CHEMICAL;
PA31826;NUCB2;GENE;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA390;ABCG2;GENE;PA10204;TENOFOVIR;CHEMICAL;
PA390;ABCG2;GENE;PA10804;IMATINIB;CHEMICAL;PD
PA390;ABCG2;GENE;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA390;ABCG2;GENE;PA130620651;ANTHRACYCLINES AND RELATED SUBSTANCES;CHEMICAL;
PA390;ABCG2;GENE;PA131285527;OXALIPLATIN;CHEMICAL;PD
PA390;ABCG2;GENE;PA131301952;GEFITINIB;CHEMICAL;PD
PA390;ABCG2;GENE;PA133950441;HMG COA REDUCTASE INHIBITORS;CHEMICAL;
PA390;ABCG2;GENE;PA134308647;ROSUVASTATIN;CHEMICAL;PD
PA390;ABCG2;GENE;PA142650384;PITAVASTATIN;CHEMICAL;
PA390;ABCG2;GENE;PA151958596;CURCUMIN;CHEMICAL;
PA390;ABCG2;GENE;PA162372840;SUNITINIB;CHEMICAL;PD
PA390;ABCG2;GENE;PA162372878;DASATINIB;CHEMICAL;
PA390;ABCG2;GENE;PA164712948;OPIOID ANESTHETICS;CHEMICAL;PD
PA390;ABCG2;GENE;PA164713083;OTHER GENERAL ANESTHETICS;CHEMICAL;PD
PA390;ABCG2;GENE;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;
PA390;ABCG2;GENE;PA164760843;DEFERASIROX;CHEMICAL;PD
PA390;ABCG2;GENE;PA164924562;ELACRIDAR;CHEMICAL;
PA390;ABCG2;GENE;PA165110729;RHODAMINE 123;CHEMICAL;
PA390;ABCG2;GENE;PA165110775;SN-38;CHEMICAL;
PA390;ABCG2;GENE;PA165291492;PAZOPANIB;CHEMICAL;
PA390;ABCG2;GENE;PA165958345;NILOTINIB;CHEMICAL;
PA390;ABCG2;GENE;PA166114961;DOLUTEGRAVIR;CHEMICAL;
PA390;ABCG2;GENE;PA166131630;VOLATILE ANESTHETICS;CHEMICAL;PD
PA390;ABCG2;GENE;PA166163740;APIXABAN;CHEMICAL;
PA390;ABCG2;GENE;PA166184498;EZETIMIBE / ROSUVASTATIN;CHEMICAL;
PA390;ABCG2;GENE;PA166353181;RESMETIROM;CHEMICAL;
PA390;ABCG2;GENE;PA448320;ALLOPURINOL;CHEMICAL;PD
PA390;ABCG2;GENE;PA448500;ATORVASTATIN;CHEMICAL;PD
PA390;ABCG2;GENE;PA448771;CAPECITABINE;CHEMICAL;PD
PA390;ABCG2;GENE;PA448866;CEFTRIAXONE;CHEMICAL;
PA390;ABCG2;GENE;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA390;ABCG2;GENE;PA449167;CYCLOSPORINE;CHEMICAL;
PA390;ABCG2;GENE;PA449212;DAUNORUBICIN;CHEMICAL;
PA390;ABCG2;GENE;PA449383;DOCETAXEL;CHEMICAL;
PA390;ABCG2;GENE;PA449412;DOXORUBICIN;CHEMICAL;PD
PA390;ABCG2;GENE;PA449441;EFAVIRENZ;CHEMICAL;PD
PA390;ABCG2;GENE;PA449688;FLUVASTATIN;CHEMICAL;
PA390;ABCG2;GENE;PA449748;GEMCITABINE;CHEMICAL;PD
PA390;ABCG2;GENE;PA450085;IRINOTECAN;CHEMICAL;PD
PA390;ABCG2;GENE;PA450163;LAMIVUDINE;CHEMICAL;
PA390;ABCG2;GENE;PA450164;LAMOTRIGINE;CHEMICAL;
PA390;ABCG2;GENE;PA450198;LEUCOVORIN;CHEMICAL;PD
PA390;ABCG2;GENE;PA450272;LOVASTATIN;CHEMICAL;
PA390;ABCG2;GENE;PA450428;METHOTREXATE;CHEMICAL;PD
PA390;ABCG2;GENE;PA450761;PACLITAXEL;CHEMICAL;
PA390;ABCG2;GENE;PA451089;PRAVASTATIN;CHEMICAL;
PA390;ABCG2;GENE;PA451363;SIMVASTATIN;CHEMICAL;
PA390;ABCG2;GENE;PA451547;SULFASALAZINE;CHEMICAL;PD
PA390;ABCG2;GENE;PA451605;TELMISARTAN;CHEMICAL;
PA390;ABCG2;GENE;PA451729;TOPOTECAN;CHEMICAL;
PA390;ABCG2;GENE;PA451954;ZIDOVUDINE;CHEMICAL;
PA28978;GRIN1;GENE;PA449841;HALOPERIDOL;CHEMICAL;
PA28978;GRIN1;GENE;PA450403;METHAMPHETAMINE;CHEMICAL;PD
PA370;KCNAB1;GENE;PA130232992;BEVACIZUMAB;CHEMICAL;PD
PA29016;GSTA1;GENE;PA448691;BUSULFAN;CHEMICAL;
PA29016;GSTA1;GENE;PA449014;CISPLATIN;CHEMICAL;PD
PA29016;GSTA1;GENE;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA29016;GSTA1;GENE;PA449412;DOXORUBICIN;CHEMICAL;PD
PA29016;GSTA1;GENE;PA451100;PREDNISONE;CHEMICAL;PD
PA29016;GSTA1;GENE;PA451261;RITUXIMAB;CHEMICAL;PD
PA29016;GSTA1;GENE;PA451879;VINCRISTINE;CHEMICAL;PD
PA37885;SLC26A8;GENE;PA10005;ADEFOVIR DIPIVOXIL;CHEMICAL;
PA37885;SLC26A8;GENE;PA10204;TENOFOVIR;CHEMICAL;
PA20;ACHE;GENE;PA451262;RIVASTIGMINE;CHEMICAL;PD
PA36394;TCF7L2;GENE;PA10390;SULFONAMIDES, UREA DERIVATIVES;CHEMICAL;PD
PA36394;TCF7L2;GENE;PA164712689;DIPEPTIDYL PEPTIDASE 4 (DPP-4) INHIBITORS;CHEMICAL;
PA36394;TCF7L2;GENE;PA449167;CYCLOSPORINE;CHEMICAL;PD
PA36394;TCF7L2;GENE;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA36394;TCF7L2;GENE;PA451234;REPAGLINIDE;CHEMICAL;PD
PA36394;TCF7L2;GENE;PA451365;SIROLIMUS;CHEMICAL;PD
PA36394;TCF7L2;GENE;PA451578;TACROLIMUS;CHEMICAL;PD
PA31326;MUSK;GENE;PA166313325;ROZANOLIXIZUMAB;CHEMICAL;
PA31798;NT5C;GENE;PA449748;GEMCITABINE;CHEMICAL;
PA31798;NT5C;GENE;PA450163;LAMIVUDINE;CHEMICAL;
PA31799;NT5C1A;GENE;PA128406956;FLUOROURACIL;CHEMICAL;
PA31799;NT5C1A;GENE;PA449027;CLADRIBINE;CHEMICAL;
PA31799;NT5C1A;GENE;PA449748;GEMCITABINE;CHEMICAL;
PA162402278;RUNDC3B;GENE;PA10804;IMATINIB;CHEMICAL;PD
PA162376150;AIFM2;GENE;PA164713404;VITAMIN K;CHEMICAL;
PA29966;ITIH3;GENE;PA449061;CLOZAPINE;CHEMICAL;PD
PA329;SLC22A1;GENE;PA10804;IMATINIB;CHEMICAL;PD
PA329;SLC22A1;GENE;PA161925594;TROPISETRON;CHEMICAL;
PA329;SLC22A1;GENE;PA164712420;ANTICHOLINERGICS;CHEMICAL;PD
PA329;SLC22A1;GENE;PA164712431;ANTIEMETICS AND ANTINAUSEANTS;CHEMICAL;
PA329;SLC22A1;GENE;PA164712697;DOPAMINE AGONISTS;CHEMICAL;PD
PA329;SLC22A1;GENE;PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;
PA329;SLC22A1;GENE;PA448360;AMANTADINE;CHEMICAL;PD
PA329;SLC22A1;GENE;PA449088;CODEINE;CHEMICAL;
PA329;SLC22A1;GENE;PA450163;LAMIVUDINE;CHEMICAL;
PA329;SLC22A1;GENE;PA450164;LAMOTRIGINE;CHEMICAL;
PA329;SLC22A1;GENE;PA450213;LEVODOPA;CHEMICAL;PD
PA329;SLC22A1;GENE;PA450379;MERCAPTOPURINE;CHEMICAL;
PA329;SLC22A1;GENE;PA450395;METFORMIN;CHEMICAL;PD
PA329;SLC22A1;GENE;PA450550;MORPHINE;CHEMICAL;
PA329;SLC22A1;GENE;PA450688;OLANZAPINE;CHEMICAL;
PA329;SLC22A1;GENE;PA451124;PROGUANIL;CHEMICAL;
PA329;SLC22A1;GENE;PA451224;RANITIDINE;CHEMICAL;
PA329;SLC22A1;GENE;PA451316;SELEGILINE;CHEMICAL;PD
PA329;SLC22A1;GENE;PA451735;TRAMADOL;CHEMICAL;
PA329;SLC22A1;GENE;PA7000;SORAFENIB;CHEMICAL;
PA162398608;PALB2;GENE;PA166182740;TALAZOPARIB;CHEMICAL;
PA26609;CLOCK;GENE;PA448068;SALBUTAMOL;CHEMICAL;PD
PA26609;CLOCK;GENE;PA450243;LITHIUM;CHEMICAL;PD
PA165450635;PRSS53;GENE;PA451906;WARFARIN;CHEMICAL;PD
