Disease_ID;Disease;Entity1_type;Gene_ID;Gene;Entity2_type;LADME
PA443450;ASTHMA;DISEASE;PA32821;ORMDL3;GENE;
PA443450;ASTHMA;DISEASE;PA348;TBXA2R;GENE;PD
PA443450;ASTHMA;DISEASE;PA349;TBXAS1;GENE;PD
PA443450;ASTHMA;DISEASE;PA35064;HLA-DPB1;GENE;PD
PA443450;ASTHMA;DISEASE;PA35065;HLA-DPB2;GENE;PD
PA443450;ASTHMA;DISEASE;PA35083;HLA-G;GENE;PD
PA443450;ASTHMA;DISEASE;PA35845;SLCO2B1;GENE;PD
PA443450;ASTHMA;DISEASE;PA35908;SLC6A12;GENE;PD
PA443450;ASTHMA;DISEASE;PA36167;ST13;GENE;PD
PA443450;ASTHMA;DISEASE;PA36296;TBXT;GENE;PD
PA443450;ASTHMA;DISEASE;PA36331;TAPBP;GENE;PD
PA443450;ASTHMA;DISEASE;PA36362;TBX21;GENE;PD
PA443450;ASTHMA;DISEASE;PA36444;TERC;GENE;
PA443450;ASTHMA;DISEASE;PA36507;THRA;GENE;PD
PA443450;ASTHMA;DISEASE;PA36551;TLR3;GENE;PD
PA443450;ASTHMA;DISEASE;PA37034;TSC1;GENE;PD
PA443450;ASTHMA;DISEASE;PA37178;UGT1A3;GENE;
PA443450;ASTHMA;DISEASE;PA37301;VDR;GENE;PD
PA443450;ASTHMA;DISEASE;PA37661;ZBTB22;GENE;PD
PA443450;ASTHMA;DISEASE;PA38124;GALNT17;GENE;PD
PA443450;ASTHMA;DISEASE;PA38657;GLCCI1;GENE;PD
PA443450;ASTHMA;DISEASE;PA39;ADRB2;GENE;PD
PA443450;ASTHMA;DISEASE;PA396;ABCC9;GENE;
PA443450;ASTHMA;DISEASE;PA46;ALOX5;GENE;PD
PA166120927;DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS;DISEASE;PA123;CYP2B6;GENE;PD
PA166120927;DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS;DISEASE;PA126;CYP2C9;GENE;
PA166120927;DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS;DISEASE;PA142672032;CYCSP5;GENE;PD
PA166120927;DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS;DISEASE;PA33919;PSORS1C1;GENE;PD
PA166120927;DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS;DISEASE;PA35055;HLA-A;GENE;PD
PA166120927;DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS;DISEASE;PA35056;HLA-B;GENE;PD
PA166120927;DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS;DISEASE;PA35057;HLA-C;GENE;PD
PA166120927;DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS;DISEASE;PA35068;HLA-DQB1;GENE;
PA166120927;DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS;DISEASE;PA35072;HLA-DRB1;GENE;PD
PA166048829;ELDERLY ADULT;DISEASE;PA124;CYP2C19;GENE;
PA166048829;ELDERLY ADULT;DISEASE;PA128;CYP2D6;GENE;
PA444823;LUPUS NEPHRITIS;DISEASE;PA123;CYP2B6;GENE;PD
PA444823;LUPUS NEPHRITIS;DISEASE;PA131;CYP3A5;GENE;
PA444823;LUPUS NEPHRITIS;DISEASE;PA27103;CYP2A7P1;GENE;PD
PA444823;LUPUS NEPHRITIS;DISEASE;PA29016;GSTA1;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA117;COMT;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA119;CRH;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA123;CYP2B6;GENE;
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA124;CYP2C19;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA126;CYP2C9;GENE;
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA128;CYP2D6;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA128747823;TPH2;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA131;CYP3A5;GENE;
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA134870441;MTRF1L;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA134882361;REEP5;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA134887081;COL26A1;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA134890414;P3H3;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA134902361;RAPGEF5;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA134914395;PAPLN;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA134991964;TEX10;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA134993202;TREML4;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA136;DBH;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA139;ACE;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA162395090;MDGA2;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA162407226;SKIC3;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA162410152;ZNF385D;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA176;GNB3;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA192;HTR1A;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA193;HTR2A;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA245;MTHFR;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA24580;ADM;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA25097;ATP10A;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA25382;BMP5;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA25504;ANO2;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA25507;PARP11;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA26007;CACNA1A;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA261;SERPINE1;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA267;ABCB1;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA26864;CREB1;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA26874;CRHR1;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA26875;CRHR2;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA27010;CTNNA3;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA27093;CYP1A2;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA27478;DRD2;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA27479;DRD3;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA27512;DTNBP1;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA28070;FCN2;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA28140;FHIT;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA28162;FKBP5;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA28494;GABRA6;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA28503;GABRP;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA28504;GABRQ;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA28529;GAL;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA28644;GDNF;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA28716;GLDC;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA28968;GRIA3;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA29009;GSK3B;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA29549;HTR1B;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA30673;MC1R;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA310;SLC6A2;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA312;SLC6A4;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA31454;NBEA;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA31459;NCAM1;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA31786;NRXN1;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA31818;NTRK2;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA31891;BDNF;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA31945;OPRM1;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA325;SLC18A2;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA33530;PON2;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA34368;RGS17;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA34630;RORA;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA34925;SACM1L;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA35;ADRA2A;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA355;TPH1;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA36124;SRP19;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA38213;UST;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA38265;MIEF2;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA38472;INVS;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA38568;KMT2E;GENE;PD
PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PA83;CACNA1C;GENE;PD
PA443433;JUVENILE RHEUMATOID ARTHRITIS;DISEASE;PA145148868;FASTKD3;GENE;PD
PA443433;JUVENILE RHEUMATOID ARTHRITIS;DISEASE;PA245;MTHFR;GENE;PD
PA443433;JUVENILE RHEUMATOID ARTHRITIS;DISEASE;PA267;ABCB1;GENE;PD
PA443433;JUVENILE RHEUMATOID ARTHRITIS;DISEASE;PA31277;MTRR;GENE;PD
PA443433;JUVENILE RHEUMATOID ARTHRITIS;DISEASE;PA35072;HLA-DRB1;GENE;
PA443433;JUVENILE RHEUMATOID ARTHRITIS;DISEASE;PA35819;SLC16A7;GENE;PD
PA166122772;PAROXYSMAL NOCTURNAL HEMOGLOBINURIA;DISEASE;PA26855;CR1;GENE;PD
PA447178;PULMONARY DISEASE, CHRONIC OBSTRUCTIVE;DISEASE;PA139;ACE;GENE;PD
PA447178;PULMONARY DISEASE, CHRONIC OBSTRUCTIVE;DISEASE;PA27829;EPHX1;GENE;
PA447178;PULMONARY DISEASE, CHRONIC OBSTRUCTIVE;DISEASE;PA425;ACE2;GENE;
PA446862;HEPATITIS B, CHRONIC;DISEASE;PA134952671;IFNL3;GENE;PD
PA446862;HEPATITIS B, CHRONIC;DISEASE;PA166049147;IFNL4;GENE;PD
PA446862;HEPATITIS B, CHRONIC;DISEASE;PA35062;HLA-DPA1;GENE;PD
PA153906318;AUTISM SPECTRUM DISORDER;DISEASE;PA228;LEP;GENE;PD
PA153906318;AUTISM SPECTRUM DISORDER;DISEASE;PA26681;CNR1;GENE;PD
PA153906318;AUTISM SPECTRUM DISORDER;DISEASE;PA27479;DRD3;GENE;PD
PA444818;LUNG NEOPLASMS;DISEASE;PA121;CYP2A6;GENE;
PA444818;LUNG NEOPLASMS;DISEASE;PA134935778;MALAT1;GENE;PD
PA444818;LUNG NEOPLASMS;DISEASE;PA162391575;HOTAIR;GENE;PD
PA444818;LUNG NEOPLASMS;DISEASE;PA245;MTHFR;GENE;
PA444818;LUNG NEOPLASMS;DISEASE;PA24679;AKR1C3;GENE;
PA444818;LUNG NEOPLASMS;DISEASE;PA24684;AKT1;GENE;PD
PA444818;LUNG NEOPLASMS;DISEASE;PA24725;ALOX15B;GENE;
PA444818;LUNG NEOPLASMS;DISEASE;PA27699;EIF3A;GENE;PD
PA444818;LUNG NEOPLASMS;DISEASE;PA27955;FAAH;GENE;PD
PA444818;LUNG NEOPLASMS;DISEASE;PA29091;H19;GENE;PD
PA444818;LUNG NEOPLASMS;DISEASE;PA31744;NQO1;GENE;
PA444818;LUNG NEOPLASMS;DISEASE;PA35844;SLCO1B3;GENE;PD
PA444818;LUNG NEOPLASMS;DISEASE;PA369;XRCC1;GENE;PD
PA444818;LUNG NEOPLASMS;DISEASE;PA390;ABCG2;GENE;PD
PA444818;LUNG NEOPLASMS;DISEASE;PA420;UGT1A1;GENE;
PA444818;LUNG NEOPLASMS;DISEASE;PA73;ATP7B;GENE;PD
PA444818;LUNG NEOPLASMS;DISEASE;PA7360;EGFR;GENE;PD
PA445828;TESTICULAR NEOPLASMS;DISEASE;PA130;CYP3A4;GENE;PD
PA445828;TESTICULAR NEOPLASMS;DISEASE;PA155;ERCC1;GENE;PD
PA445828;TESTICULAR NEOPLASMS;DISEASE;PA182;GSTM1;GENE;PD
PA445828;TESTICULAR NEOPLASMS;DISEASE;PA25370;BLMH;GENE;PD
PA445828;TESTICULAR NEOPLASMS;DISEASE;PA267;ABCB1;GENE;PD
PA445828;TESTICULAR NEOPLASMS;DISEASE;PA27848;ERCC2;GENE;PD
PA445828;TESTICULAR NEOPLASMS;DISEASE;PA29028;GSTP1;GENE;PD
PA445828;TESTICULAR NEOPLASMS;DISEASE;PA35817;SLC16A5;GENE;PD
PA445828;TESTICULAR NEOPLASMS;DISEASE;PA37413;XPC;GENE;PD
PA166048807;BEHCET SYNDROME;DISEASE;PA35056;HLA-B;GENE;
PA447215;PSYCHOTIC DISORDER;DISEASE;PA126;CYP2C9;GENE;PD
PA447215;PSYCHOTIC DISORDER;DISEASE;PA128;CYP2D6;GENE;
PA447215;PSYCHOTIC DISORDER;DISEASE;PA134884097;RABEP1;GENE;
PA447215;PSYCHOTIC DISORDER;DISEASE;PA134924986;DAOA;GENE;PD
PA447215;PSYCHOTIC DISORDER;DISEASE;PA145148084;SH2B1;GENE;PD
PA447215;PSYCHOTIC DISORDER;DISEASE;PA156;ESR1;GENE;PD
PA447215;PSYCHOTIC DISORDER;DISEASE;PA193;HTR2A;GENE;PD
PA447215;PSYCHOTIC DISORDER;DISEASE;PA24387;ABCB5;GENE;PD
PA447215;PSYCHOTIC DISORDER;DISEASE;PA245;MTHFR;GENE;PD
PA447215;PSYCHOTIC DISORDER;DISEASE;PA24641;AHR;GENE;
PA447215;PSYCHOTIC DISORDER;DISEASE;PA26681;CNR1;GENE;PD
PA447215;PSYCHOTIC DISORDER;DISEASE;PA267;ABCB1;GENE;
PA447215;PSYCHOTIC DISORDER;DISEASE;PA27092;CYP1A1;GENE;
PA447215;PSYCHOTIC DISORDER;DISEASE;PA27478;DRD2;GENE;PD
PA447215;PSYCHOTIC DISORDER;DISEASE;PA27512;DTNBP1;GENE;PD
PA447215;PSYCHOTIC DISORDER;DISEASE;PA27955;FAAH;GENE;PD
PA447215;PSYCHOTIC DISORDER;DISEASE;PA28975;GRIK3;GENE;PD
PA447215;PSYCHOTIC DISORDER;DISEASE;PA28978;GRIN1;GENE;PD
PA447215;PSYCHOTIC DISORDER;DISEASE;PA325;SLC18A2;GENE;PD
PA447215;PSYCHOTIC DISORDER;DISEASE;PA33760;PICK1;GENE;PD
PA447215;PSYCHOTIC DISORDER;DISEASE;PA378;NR1I2;GENE;
PA162263525;NEUROPATHIC PAIN;DISEASE;PA194;HTR2C;GENE;PD
PA162263525;NEUROPATHIC PAIN;DISEASE;PA31945;OPRM1;GENE;PD
PA162263525;NEUROPATHIC PAIN;DISEASE;PA35056;HLA-B;GENE;
PA162263525;NEUROPATHIC PAIN;DISEASE;PA35923;SLC7A5;GENE;PD
PA443833;CYSTITIS;DISEASE;PA123;CYP2B6;GENE;PD
PA166170245;FEBRILE NEUTROPENIA;DISEASE;PA130;CYP3A4;GENE;
PA166170245;FEBRILE NEUTROPENIA;DISEASE;PA155;ERCC1;GENE;PD
PA166170245;FEBRILE NEUTROPENIA;DISEASE;PA420;UGT1A1;GENE;
PA444065;EPILEPSY;DISEASE;PA116;ABCC2;GENE;PD
PA444065;EPILEPSY;DISEASE;PA121;CYP2A6;GENE;
PA444065;EPILEPSY;DISEASE;PA124;CYP2C19;GENE;PD
PA444065;EPILEPSY;DISEASE;PA126;CYP2C9;GENE;PD
PA444065;EPILEPSY;DISEASE;PA128;CYP2D6;GENE;
PA444065;EPILEPSY;DISEASE;PA130;CYP3A4;GENE;
PA444065;EPILEPSY;DISEASE;PA131;CYP3A5;GENE;PD
PA444065;EPILEPSY;DISEASE;PA134872551;ANKK1;GENE;PD
PA444065;EPILEPSY;DISEASE;PA229;LEPR;GENE;PD
PA444065;EPILEPSY;DISEASE;PA245;MTHFR;GENE;PD
PA444065;EPILEPSY;DISEASE;PA267;ABCB1;GENE;PD
PA444065;EPILEPSY;DISEASE;PA26840;CPS1;GENE;
PA444065;EPILEPSY;DISEASE;PA27092;CYP1A1;GENE;PD
PA444065;EPILEPSY;DISEASE;PA27829;EPHX1;GENE;PD
PA444065;EPILEPSY;DISEASE;PA28489;GABRA1;GENE;PD
PA444065;EPILEPSY;DISEASE;PA28980;GRIN2B;GENE;PD
PA444065;EPILEPSY;DISEASE;PA29349;HNF4A;GENE;PD
PA444065;EPILEPSY;DISEASE;PA29500;HSPA1L;GENE;PD
PA444065;EPILEPSY;DISEASE;PA301;SCN1A;GENE;PD
PA444065;EPILEPSY;DISEASE;PA329;SLC22A1;GENE;
PA444065;EPILEPSY;DISEASE;PA35004;SCN2A;GENE;PD
PA444065;EPILEPSY;DISEASE;PA35041;COL1A1;GENE;PD
PA444065;EPILEPSY;DISEASE;PA35055;HLA-A;GENE;PD
PA444065;EPILEPSY;DISEASE;PA35056;HLA-B;GENE;PD
PA444065;EPILEPSY;DISEASE;PA35057;HLA-C;GENE;
PA444065;EPILEPSY;DISEASE;PA35068;HLA-DQB1;GENE;
PA444065;EPILEPSY;DISEASE;PA35072;HLA-DRB1;GENE;PD
PA444065;EPILEPSY;DISEASE;PA36017;SOD2;GENE;PD
PA444065;EPILEPSY;DISEASE;PA361;UGT2B7;GENE;PD
PA444065;EPILEPSY;DISEASE;PA37174;UGT1A10;GENE;PD
PA444065;EPILEPSY;DISEASE;PA37178;UGT1A3;GENE;
PA444065;EPILEPSY;DISEASE;PA37179;UGT1A4;GENE;
PA444065;EPILEPSY;DISEASE;PA37180;UGT1A5;GENE;
PA444065;EPILEPSY;DISEASE;PA37181;UGT1A6;GENE;PD
PA444065;EPILEPSY;DISEASE;PA37182;UGT1A7;GENE;PD
PA444065;EPILEPSY;DISEASE;PA37183;UGT1A8;GENE;PD
PA444065;EPILEPSY;DISEASE;PA378;NR1I2;GENE;
PA444065;EPILEPSY;DISEASE;PA390;ABCG2;GENE;
PA444065;EPILEPSY;DISEASE;PA419;UGT1A9;GENE;PD
PA445659;SICK SINUS SYNDROME;DISEASE;PA304;SCN5A;GENE;
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA107;CES1;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA117;COMT;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA124;CYP2C19;GENE;
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA128;CYP2D6;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA134873245;FARP2;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA134910806;CORO7;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA134933213;SENP3;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA134968284;ADGRL3;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA134970652;ZNF565;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA134982480;CHURC1;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA142670872;SPSB2;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA143485405;ELP5;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA147;DRD1;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA162402175;RRP7A;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA164741646;HTT;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA165549043;PYROXD2;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA165585814;PEBP4;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA165617947;ESYT2;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA166048998;ARHGEF28;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA24957;ARHGAP12;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA25005;ARSA;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA25804;TRIB3;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA26296;CDH23;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA267;ABCB1;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA27478;DRD2;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA27899;ETFDH;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA28393;ALDH1L1;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA28440;FXR2;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA30589;MAP2K4;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA310;SLC6A2;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA31591;NFIB;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA31930;OPCML;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA33153;PDIA2;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA34045;PURA;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA35;ADRA2A;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA351;TH;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA37506;ZNF134;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA37582;ZNF211;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA38145;STRBP;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA38335;ZDHHC7;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA38718;PIGM;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA38818;CMTM8;GENE;PD
PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PA432;GGH;GENE;PD
PA444510;HYPERALGESIA;DISEASE;PA117;COMT;GENE;PD
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA129;CYP2E1;GENE;PD
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA134865839;SLCO1B1;GENE;PD
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA137;DCK;GENE;PD
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA154;SLC29A1;GENE;
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA162382539;CMPK1;GENE;
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA182;GSTM1;GENE;
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA24962;ARHGAP9;GENE;
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA254;NOS3;GENE;PD
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA26210;CD33;GENE;PD
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA267;ABCB1;GENE;PD
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA28720;GLI1;GENE;
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA298;RRM1;GENE;PD
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA299;RRM2;GENE;PD
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA31465;NCF4;GENE;PD
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA31657;NME4;GENE;
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA31768;NRAS;GENE;
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA31802;NT5C3A;GENE;PD
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA34163;RAC2;GENE;PD
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA34866;RRM2B;GENE;PD
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA356;TPMT;GENE;
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA36249;SULT2B1;GENE;PD
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA38478;SLC22A12;GENE;PD
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA426;SLC28A3;GENE;
PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PA98;CDA;GENE;PD
PA166264221;DIMINISHED ABILITY TO CONCENTRATE;DISEASE;PA193;HTR2A;GENE;PD
